,comment_sentence,label
19096,ん？？？？？,0.0
19276,むろん「何故GDPはこの30年日本だけが伸びないのか」みたいな話すら出来ない。,0.0
19614,その上で発言しろよ(＃｀皿´),0.0
20057,キチンと日本語使えないお前のようなのがネトウヨ脳になってるだけ。,0.0
20058,ガマンしとけよ差別主義者さん,0.0
20086,屁理屈言うなネトウヨ。,0.0
20087,そういう所がダメなんだぞネトウヨ。,0.0
20089,ネトウヨ。,0.0
20102,笑いすぎてお腹が痛い,0.0
20899,議員なら真実の情報を広めたらどないや。,0.0
20902,違和感ある発言。,0.0
20914,議員が「バイオテロ」を公に発言。,0.0
20915,言葉の重さを知らないね。,0.0
20939,これがオウムのサリン事件と同一に見えるのならば医者に行くべきだ,0.0
20940,このツイートは絶望感に間違い。,0.0
20951,恐怖心煽り社会を混乱させてる。,0.0
20952,デマ相当する。,0.0
21584,最も信用できないのが岩田である。,0.0
21585,まだ牢獄にいないのが不思議なくらいだ。,0.0
21586,この人、注目されたいかまってちゃんなのに、文化的教養が低すぎて哀れ。,0.0
21587,この人以前も似たようなこといっていて、尚且つ指摘されていてそれでまた繰り返しているのだからただただ不誠実としかいえない。,0.0
22090,見たくねえならTwitterやめろよ！,0.0
22091,頭のネジ飛んだのか？,0.0
22421,他人の表現の自由への侵略や,0.0
22820,お里が知れますね。,0.0
22823,コイツの方が、チンカスだろ。,0.0
23588,政治ではどんな主張も構わないと思うが、正しくない事実に基づいてはいけない。,0.0
23669,投資会のシバターみたいで嫌いです。,0.0
23670,個人的にくそなんちゃんらとかって言う言い回しが大嫌いです。,0.0
23730,言うだけだったら誰でも出来んだぜ行動に移しな,0.0
23923,貴方個人の感想、ワガママでディストピア作られちゃかなわんよ。,0.0
23924,オタク嫌いって偏見とかもう見飽きたわ。,0.0
23926,ん？,0.0
23927,よく考えてよ。,0.0
23966,決め付けもここまで来ると清々しいもんだな。,0.0
23967,合ってないんだからさ。,0.0
23968,普段、根拠やデータを気にしてないからこう受け止めちゃうんでしょうね,0.0
23970,有効な反論が出来ないから性犯罪予備軍などとレッテル貼って話をずらそうとしてるんですね,0.0
23986,古のオタク。,0.0
23987,データを出して反論出来るのかな？,0.0
23988,どのへんが？,0.0
23991,「ようなもの」よって事実ではない単なる感想であるQ.E.D,0.0
25701,そんな中で、方法論が優れているから自民党が優れてるとか、何の冗談だよ。,0.0
25704,何を言っているのか。,0.0
25731,多様性以前に、極めて不誠実です。,0.0
25755,まぁ、貴方は次もないと思いますが。,0.0
25764,そんな中で、方法論が優れているから自民党が優れてるとか、何の冗談だよ。,0.0
25767,何を言ってるのか分からない。,0.0
25768,こんな人間が出政治家を志してる恐怖よ。,0.0
26341,メディアが現実に与える影響を一緒くたにするなバカ,0.0
26359,だから？,0.0
26360,論点がおかしいですよ。,0.0
26712,他人と比べても何にもならないやっぱジジイのクセにガキなんだなw,0.0
33510,立憲共産れ党支持者はこんな下ネタ嫌悪感しかない,0.0
33623,ばかばっかり,0.0
33865,2行目ですでに意味がわからない。,0.0
33877,矛盾が多すぎで拾いきれないですね！！,0.0
33878,気づいてないのはどっちw,0.0
33879,こんなことを真顔で言われた日には、笑い堪えるのに必死になってしまうわ。,0.0
33889,はぁやだやだ,0.0
33891,投票以外での政治参加を認めない類のお猿さん,0.0
33899,ミソジニー丸出しツイートをする未婚男性が女性に好かれるとでも思っているのかな？,0.0
33900,生理のどこが贅沢な悩みなんだ。,0.0
33901,論理的に破綻！,0.0
33903,なぜ彼が女性にモテなくて辛い人生を送っているのかというと、女性が悪いのではなく彼が彼だからに他ならない,0.0
33905,一回まずは現場にいってみようね,0.0
33925,一人でも反対したらアウトだと思ってんですかバカなんですかバカなんですね…。,0.0
33926,右翼は国粋主義であって、尊皇ではあるけど、天皇主義では無い勉強して下さい,0.0
33930,核保有国に侵略戦争を仕掛けると思っている時点で論外ですね。,0.0
33944,(´・ω・`)?,0.0
33948,あなたはそもそも胡散臭いのなんとかした方がいいっすよ、と思ってます。,0.0
33950,海外に永住して、そこで永眠して下さい。,0.0
33952,不審すぎるし薬やってんのかって思うよね。,0.0
33957,共感してくれる人としか話したく無いと言う事なんだろうけど、何かを発信したい人なの？,0.0
33959,私にはサッパリわかりません。,0.0
33961,発言が無責任過ぎます。,0.0
33968,こうした責任感の欠片も存在しない戯れ言吐く輩が相手に責任感を求めるなど笑止千万。,0.0
33969,駄文を長々と列ねても結局「ボクちゃんはアニメや漫画が嫌いなんでちゅ～」の一言で済むのだから中身など全く無し。,0.0
33970,お　ま　え　が　い　う　な,0.0
33971,バカじゃねぇの。,0.0
33975,何か問題があるんですか？,0.0
33989,そして皆んなの共感を得て更なる批判ルームを作っているわけですね。,0.0
33995,大きな勘違い。,0.0
34002,その脳みそが既に洗脳されている（笑）,0.0
34003,たかがテレビ見るのにこんなに脳みそこじらせてかあいそう、かあいそう。,0.0
34008,うーん一見いいこと言ってるようで政治への要望がコロナ脳。,0.0
34009,そんなことは中２でも言える。,0.0
34012,年の瀬に、誰しもが思ってる事をツイートする？,0.0
34021,お前が、賢さと無縁で学歴コンプだというのは、よくわかった。,0.0
34022,反ワク、自分が嫌なら打たなきゃいいだけなのに相手の高学歴を持ち出して腐すのが意味不明。,0.0
34031,「歴史修正主義者は嫌い」って書いてあるから自分の事嫌いなんだね,0.0
34032,ねえ、もう少し勉強してから、考えてからツイートしない？,0.0
34033,あるものをあるってそれはあなたの勝手な思い込みですよね？,0.0
34034,こんなバ看護師が居るから、いつまで経っても看護師の地位が上がらねえんだよ(=_=),0.0
34037,ナザレンコさんのこの論法は超危ない。,0.0
34038,早く垢消せ,0.0
34067,そもそも右翼、左翼だけで区別する物の言い方が好きではないですね。,0.0
34071,だから何？,0.0
34074,改憲誘導ですか？,0.0
34076,田母神氏の、この ↓ ツイートの意味がわからない。,0.0
34077,また、”学校で憲法に沿って反日教育が行われている。”とするが、何を指して反日教育と言っているのかも不明だ。,0.0
34078,こういうこと言う人、戦後の経済を支えてきた人の気持ちなんて理解しようともしてないんだろうな。,0.0
34079,日本を悪い国だと思ってる人の筆頭はあなたでしょう。,0.0
34080,いつもいつも日本のやることに対して悪口、文句ばかりを言っている。,0.0
34084,人並み以上に納税してるのか？,0.0
34085,だからその五輪貴族の実名を挙げてください。,0.0
34093,ある界隈の人たちって、「本当に」だの「真の」だのが大好きなのですね…,0.0
34094,？,0.0
34095,何を仰りたいのか、よくわかりません。,0.0
34097,極論,0.0
34098,一寸、論を飛躍させ過ぎて極論に持ってってる印象が。,0.0
34124,ほんとやかましい。,0.0
34138,あんたのフォローで中国の悪口を言ってるヤツがいる！,0.0
34145,言いたいことはわかるけど、そこは自明で済ませずにデータを出すべきでは。,0.0
34147,誰のことを言ってるのだろう？,0.0
34148,ムカつくな。,0.0
34149,東大京大に入った人は普通に本読んでるし、そもそもこの人のIDが頭悪すぎる。,0.0
34156,なんで海乱鬼って年中イキり散らしているわりには、物の考え方がこんなに弱々しいのだろうな。,0.0
34161,単に負け犬の遠吠えやん。,0.0
34171,こういうアホな事を まことしやかによく言えるもんだね(呆れ)アンタのツイート読んでたら、せっかく(時々)良いことを言っていても、いつも こういうもので引いて(退いて)しまいますよ?,0.0
34174,普通は、楽しんでいますよいますよ、胴元のせいにするなら、人からお金をだまさないでくださいね。,0.0
34178,おんなじような事を年中呟いてるけど、要はボキャ貧なんだなw,0.0
34179,言い尽くされたネタばかり,0.0
34180,それは価値観の押し付けだと思いませんか？,0.0
34183,ギャンブルの為の口座やアプリを勧める人が言える発言ではありませんよ,0.0
34184,当たらないから文句言ってるだけですよね？,0.0
34185,朝から何言ってんの？,0.0
34186,大丈夫？,0.0
34187,そんな事より約束守ろうね出来ない守れない約束をするから嘘つき言われるんだよ,0.0
34188,まさにお前じゃん　乞食ジジイ,0.0
34189,お前は無理だからさぁ、人に迷惑かける動画だけはやめたら？,0.0
34190,借金いくらあるの？ねぇ,0.0
34204,「女性であるが故に不利益を受けたり生きづらさを感じさせられたりすることのない社会を実現しなければ」という部分は大賛成だが、このツイートはちょっと...。,0.0
34209,雑な誘導は逆効果です。,0.0
34211,すぐ嘘を、しかもすぐにバレる嘘を付くからお前ら支持されねえのよ,0.0
34212,玉木さん、まともなこと言っちゃってどうしたの？,0.0
34216,恥かくだけだからやめとけ,0.0
34223,どう考えても今の発言は差別です。,0.0
34224,事勿れ外交を繰り返し国益を損ない続けた人物がどの口で？,0.0
34227,根拠ない邪推でワロタｗ,0.0
34228,僕、こういう頭の悪い主張は嫌いだけど、世の中がこういう意見を言えない環境にはなって欲しくないと言い続けるよ。,0.0
34229,まーた架空のオタク像を捏造してそれを叩くなぞの行動か(*´∀｀*)お前オタクへの依存症よな(笑),0.0
34230,しかも架空ておまえwww,0.0
34231,お前らが規制しようと躍起になるからそうなるんだよ,0.0
34232,むし守備側はてめえのテリトリーで手一杯なんだ、お前らが余計な飛び火するやり方ばかりしてるから仕方なく病巣ごと叩き潰す戦略に移ってるだけでな,0.0
34233,貴女の屁理屈だと､お父様は女性差別をしたんだよ｡,0.0
34234,貴女のお母様に対してそして貴女のお父様祖父母お母様の祖父母も女性差別した事になりますが？,0.0
34240,なるほど、そう信じたいんですね,0.0
34241,ウソつくな。,0.0
34250,またデマ流してるーくっだらない動画ばっか見てないでたまには正しい情報も見ましょうね,0.0
34251,こういうデマを流す人も乗っかる人も通報ね,0.0
34256,現状を変えたいとは思わない人達に向かって、現状を変えたい側が「内容を知れ、理解しろ、自分で調べろ」って随分高飛車。,0.0
34259,公共の場で他人を非難しておいて、自分達の発言にさえ向き合えない、責任さえ反故にするような左翼勢力とはそんな馬鹿げた連中の集まりなのか話にならん,0.0
34273,心だけではなく脳ミソもないか足りなくなってしまってるようですね。,0.0
34275,まるっきり反対派の主張内容を脳内で生成してるっぽくて、このあたりは表自だとかと共通する妄想系が多いね。,0.0
34278,お前見たいな事を、言う奴が居るから、更に感染者が増えんだろ(＃｀皿´),0.0
34279,物事を見極められないコロナ過剰議員は今すぐ辞めてくれ,0.0
34280,残念だけどその記事は死ぬほどいい加減で嘘っぱち何が言いたいのかさっぱり分からない,0.0
34282,こんないい加減な記事で惑わされる時点でありえないと思います。,0.0
34285,仮定が良くわからないな…,0.0
34297,ネトウヨが差別用語と、訳の分からない主張をするネトウヨ。,0.0
34298,ようネトウヨ,0.0
34301,俺たち日本人の恥であるこのようなネトウヨがいるから、ヘイトスピーチ厳罰化が必要なんだよな。,0.0
34316,そのような判断の責任を相手に転嫁していますが、あなたは戦争をした上での責任を取ることは出来ませんよね？,0.0
34318,こんな会話ありえないし、しても意味がない。,0.0
34323,間違った情報を垂れ流すなよ。,0.0
34324,バイオテロとは言い過ぎです,0.0
34325,お前は馬鹿か？,0.0
34327,これほど頭固いとは。,0.0
34329,これを取り締まる権力を得たら、あなたみたいな人は香港弾圧みたいなこと平気でするんですか？,0.0
34333,イジメられたことない第三者らしい分析,0.0
34355,全体主義思考の異邦人に言われたくない。,0.0
34356,レベル低すぎで語る気もしない,0.0
34361,品位のカケラも無いお言葉ですね......軽蔑します,0.0
34362,汚い単語の使用は、内容が正しい批判であったとしても、イカガワシク感じさせますよ。,0.0
34363,小学生かな？,0.0
34364,#きっこ左翼の言葉の汚さ。,0.0
34365,シツコサでは「きっこ」の方が200％しつこいのに本人だけが気が付かない認知症加減が草,0.0
34369,格差とか言い出して何が言いたいんだろ…,0.0
34370,最近は物言いが酷すぎるし単純に煽って自分のチャンネルに誘導しようとしてるんですね。,0.0
34373,真っ当な批判を犯罪、差別にすり替えるってすごいね。,0.0
34374,だから根拠なく根拠なくって、根拠なくという根拠を述べてみてくれ。,0.0
34375,やんわり現代のオタクをdisる,0.0
34376,ハッシュタグなんて哲ちゃんにはまだ無理だからおとなしくしてなさい,0.0
34379,何でそうなる？,0.0
34382,いや、その理屈はおかしい。,0.0
34384,あなたのアジテーター活動のコストパフォーマンスはかなり低そう。,0.0
34386,＞変わらんくらい根拠ねぇなんかそういうデータあるんですか？,0.0
34403,議論をする上で大事な事はデマや事実の基づかない物、エビデンスが十分でない物、などを省きながら質の高い、また、広い視野での議論が尽くされるとより良い方向に向かうと思います。,0.0
34406,皇太子時代の上皇陛下をディスっているのでしょうか？,0.0
34414,そんなわけ無いだろ笑,0.0
34421,だから？,0.0
34422,あなたは負け組です,0.0
34427,どんどんバカになってくな…,0.0
34429,大丈夫かこいつ頭がお悪くいらっしゃる、、,0.0
0,おはようございます。,1.0
1,そう思う時有るよ。,1.0
2,「向き合う」のは誰でもできますね。,1.0
3,どんな表現であれ、九割もの人がよいとは思わないものだ。,1.0
4,パヨクは、パヨク自身が危険な時は、殺しを良しとして、他人が危険な時は、殺しを悪とするんだろうななんなら、テロリストを逮捕しても、怪我を負わせたら、警官を非難するかなw,1.0
5,下層階級も知らないんだよ。,1.0
6,政府の政策が明らかに間違えてるのが理由です。,1.0
7,子ども食堂が常態化してることを問題視してほしいですね。,1.0
8,これよ,1.0
9,社会も個人も負けることを極端に怖がってることが、成長を阻害してるように思うな。,1.0
10,顔出しして、友人に知られるのが恥ずかしいと思ってたけど、そんなこと気にしてられない。,1.0
11,因果関係認められないって事は否定も出来ないのでは？,1.0
12,その人が労働者として可笑しいだけで。,1.0
13,コロナ関係だっけ？,1.0
14,私は山本太郎が嫌いです。,1.0
15,多数派仕事に夢中、恋愛に夢中、遊びに夢中浸潤は進行し、この間の衆院選では、共産党への投票率は、7.5%もあったそう。,1.0
16,いつまでも居座るのは何でなんだろう。,1.0
17,誰かが言ったことを鵜呑みにしてるだけなんじゃないの？,1.0
18,これを取り締まるのが旧態依然とした男性社会とけいさつ。,1.0
19,厚顔無恥と言うことばが、彼らの辞書には載ってない模様です。,1.0
20,先程プライドを捨てました。,1.0
21,日本で一番まともな民放と思われるテレ東の唯一の問題点は、パックンと池上を重用することですね。,1.0
22,初リプです。,1.0
23,果たしてそんな人間は存在するのか？,1.0
24,本当は小心者、結局太田はその程度、勘違いは半端じゃない。,1.0
25,表現の自由が全ての表現に適用されるのはその通りで、アニメ漫画表現もその例外ではないというだけの話なんだが？,1.0
26,でも、その矛盾を指摘されて「自分は今まで頑張ってきたのにひどい！」と被害者ぶるのはさすがに頂けませんね。,1.0
27,みんな共犯者なのかと思ってましたけどね,1.0
28,いいわけはいいから絞首刑にして欲しい。,1.0
29,役に立たなかった!,1.0
30,「感謝」「チャレンジ」「他者への貢献」が重要ですね。,1.0
31,こんなやつですからね,1.0
32,ワクチンパスポートはアプリであるけど普及していない。,1.0
33,庶民なら逮捕だよね現行犯逮捕、放って逃げたら当て逃げ？,1.0
34,これ以上国民を苦しめるなよ！,1.0
35,早く皆さんが治療しますように,1.0
36,パクツイ乙,1.0
37,感染者数も徐々に増加傾向してるし...　,1.0
38,RT：山本太郎さんの経済政策は本当に正しいのですが、メッセージの出し方に左翼臭が漂うという問題があって、なかなか中道から右側の有権者に理解されないのが、本当に残念で仕方ありません。,1.0
39,永遠に改善しないで欲しい。,1.0
40,ノウリさん、そうそうって頷いて読みました,1.0
41,立憲民主主義は多数決ではない。,1.0
42,それより統括をし、真摯な謝罪と賠償、哀悼の意が先です。,1.0
43,本当にロクでもない制度ですよね,1.0
44,野蛮な拷問や階級制度を破壊して朝鮮国民に自由を与え近代化したことは誇れると思うよ。,1.0
45,上智の８割は知らないが、私大は底辺大学ほど100％に近い「推薦」となる。,1.0
46,そうなると僕も、姉や弟に似たようなコンプレックスを抱いているのかも…。,1.0
47,日本語で「証拠」です。,1.0
48,寒くなってきたのでね。,1.0
49,問題なのはそこに戦略があるかどうかだと思います。,1.0
50,サブカルチャーとは「まだ権威で箔付けされてない文化」です。,1.0
51,信じているのでは？,1.0
52,反日教育は近隣諸国条項とそれに従う政治家と官僚の影響です。,1.0
53,そうだ。,1.0
54,だって「ダメなことはダメって言う」,1.0
55,緑のおばさんは何処みてる？,1.0
56,端的にいうとダサい。,1.0
57,日本に近づくな!!,1.0
58,頑張って勉強しても、こうなっては宝の持ち腐れ。,1.0
59,例えばDBでギャルのパンティがお札に変更されてた。,1.0
60,報道「する」自由。,1.0
61,議員と言う役職の本来の仕事を知らないんだね,1.0
62,社会生活が煩わしい親族と関わりたくないから世捨てが気楽住所があると、税金や借金の取り立てが来るし、住所は無い方が気楽こんな方々にとっては、生活保護が迷惑だったりしますから、オナニーにならないよう頑張ってください,1.0
63,結局は自分の物差しで喚き散らしているだけなんですよ,1.0
64,フェミニストの横暴には抵抗しなきゃ滅ぼされるだけなのにな。,1.0
65,あー勿体無い。,1.0
66,今私立大学では「推薦入試」の名の下に、定員を満たすことに血道を上げている。,1.0
67,私も始まりだと思ってます。,1.0
68,都合よくカウントする方向に基準もコロコロ変わってます。,1.0
69,10～15分でこなしてた外来が…,1.0
70,例えば今週だったらワグネリアンの病死についてとかいろいろあったじゃない？,1.0
71,法律作って掠め取る、きたない放送局め。,1.0
72,その界隈は否定するだろうが今や本当にこれだからな冗談でなく,1.0
73,何時出るか、そもそも出るのか不明な一律給付を頼るとか有り得ませんね。,1.0
74,ルッキズムの舞台に上がりたいなら、どうぞ勝手に上がってくださいまし。,1.0
75,まさに漢って感じです。,1.0
76,データ管理する予算や人手があるのなら、支援を必要としている場所や人に行き渡らせて欲しいです。,1.0
77,逆に友人に知られるくらいアカウントバズらせたりますか！！！って今思ってます。,1.0
78,早慶を下に見やがって。,1.0
79,魅力があるとすれば文化遺産と料理と三国志だな,1.0
80,国の税金の使い方がおかしいと感じてしまう政策が多すぎる気がします,1.0
81,金がない人はレイプするでしょうね？,1.0
82,2億じゃたりなくなるかな。,1.0
83,地球温暖化を信じてなくて、現代の魔女狩りと言ってた人も打ってます。,1.0
84,宮沢先生には感謝しかありません。,1.0
85,人に移さない行動や対策をしてほしいですね,1.0
86,元々増やす計画のために無料PCRでしょ？(笑),1.0
87,ムラを作ろう。,1.0
88,今あるやつを動かそうって考えは全くないんやな。,1.0
89,憲法とは関係ありません。,1.0
90,竹中平蔵や外資に公金流すけど市民サービスは削減、大阪の失敗や維新の不正はマスコミ使ってごまかす&gt;教育予算を何倍も増やし、都市開発を進めるなど公金は市民によく使ってる。,1.0
91,僕は僕の判断で打ちません。,1.0
92,控えめに言ってキチガイ,1.0
93,いや今年大問題なのは給湯器でしょうよ...,1.0
94,理想とは？,1.0
95,もう滅茶苦茶だ12歳からやってるのだけでも、もうこんな社会にいたくないのに,1.0
96,ロシアに3000億払ってた総理大臣がいたけど。,1.0
97,おそらく、逃げまくるでしょう。,1.0
98,こんな世の中なのに僕はパチンコで負けて悩んでたんだ。と思いしらされましま。,1.0
99,私は助けが多かったから救われたけど一人ならとても、、。,1.0
100,あとリプが,1.0
101,此処に枠沈っていう罠がなければ平和でしたわね,1.0
102,反日しても投獄されるし妹さんどうするんやろか,1.0
103,「素晴らしい日本を残したい」のならば、天皇制を廃止して、死刑制度を撤廃して、全国民に先進国並の人権教育を施し、ネトウヨ思想はダメ！にしないと「素晴らしい」,1.0
104,その通りですね。,1.0
105,底辺が広すぎるんです。,1.0
106,アベノミクス=統計偽装でしょ？,1.0
107,感染力の強さと医療崩壊の可能性を考えると特別扱いも已む無しかと。,1.0
108,ほんとに、そう思います！,1.0
109,憲法に沿って反日教育が行われているとは、どういう事でしょうか？,1.0
110,思い込みと偏見による先入観、たいへん失礼いたしました。,1.0
111,尊敬します,1.0
112,もし「性欲がある全ての人間は性犯罪者予備軍である」と言うのなら、その理屈は合っている。,1.0
113,自信に溢れてるというか。,1.0
114,ネトウヨが差別用語？,1.0
115,あと、個人は分割できないが法人は分割可能だから税制の考え方も異なる。,1.0
116,そうじゃない人のほうがたくさんいます。,1.0
117,知識はあっても知恵がないんですよ。,1.0
118,似非日本人が正月から跋扈ですか,1.0
119,これは本当に今からでもいいからやめてほしい。,1.0
120,性格特性は遺伝子でも決まるから、これは充分に存在しうるだろうなあ。,1.0
121,やってやる政権打倒の声,1.0
122,おっしゃる通り！,1.0
123,コロナ騒動で科学医療全体に懐疑の目が向けられる事になりました。,1.0
124,まったく同じこと思いました!!,1.0
125,学歴高い人ほど困っている現実も増えているのに,1.0
126,どんなに付き合いの長い親友であっても、人間である以上、考え方が変わることもある。,1.0
127,多くの日本人って何？,1.0
128,母親の不倫に悩む男子に『母親の恋愛を応援して』等と宣うジェンダー感は時代遅れ所か害悪なのでは……。,1.0
129,気のせいではないと思います。,1.0
130,あるならその根拠と事実を提示してください。,1.0
131,単に攻撃を受けているのがそちらだから全力で守ってるだけ。,1.0
132,マイラーズさん、応援しております,1.0
133,太田は頭が悪いくせに、知ったかぶり、あんなんで芸人なんて、干されなきゃわからないのよ。,1.0
134,その問いかけは普通に欧州の先進国にも刺さりそうなんよなぁ…。,1.0
135,こういう人こそ最弱オミクロンへの過剰な対策による経済疲弊を批判してほしいね。,1.0
136,だから嫌いなんだ。,1.0
137,成長できないのも、高税率も、すべて多すぎる高齢者むけ社会保障に起因しています。,1.0
138,キチガイ！！,1.0
139,子供は国の宝です,1.0
