か,助詞-副助詞／並立助詞／終助詞,助詞,副助詞／並立助詞／終助詞,,
。,記号-句点,記号,句点,,
在学中,名詞-固有名詞-一般,名詞,固有名詞,一般,
は,助詞-係助詞,助詞,係助詞,,
普通,名詞-形容動詞語幹,名詞,形容動詞語幹,,
の,助詞-連体化,助詞,連体化,,
髪型,名詞-一般,名詞,一般,,
だっ,助動詞,助動詞,,,
た,助動詞,助動詞,,,
のに,助詞-接続助詞,助詞,接続助詞,,
卒業式,名詞-固有名詞-一般,名詞,固有名詞,一般,
で,助詞-格助詞-一般,助詞,格助詞,一般,
コーンロウ,名詞-固有名詞-一般,名詞,固有名詞,一般,
で,助詞-格助詞-一般,助詞,格助詞,一般,
生徒,名詞-一般,名詞,一般,,
が,助詞-格助詞-一般,助詞,格助詞,一般,
現れ,動詞-自立,動詞,自立,,
たら,助動詞,助動詞,,,
そりゃ,名詞-代名詞-縮約,名詞,代名詞,縮約,
あ,フィラー,フィラー,,,
教師,名詞-一般,名詞,一般,,
も,助詞-係助詞,助詞,係助詞,,
驚く,動詞-自立,動詞,自立,,
でしょ,助動詞,助動詞,,,
う,助動詞,助動詞,,,
し,助詞-接続助詞,助詞,接続助詞,,
、,記号-読点,記号,読点,,
ダメ,名詞-形容動詞語幹,名詞,形容動詞語幹,,
だ,助動詞,助動詞,,,
と,助詞-格助詞-引用,助詞,格助詞,引用,
言う,動詞-自立,動詞,自立,,
の,名詞-非自立-一般,名詞,非自立,一般,
も,助詞-係助詞,助詞,係助詞,,
差別,名詞-サ変接続,名詞,サ変接続,,
と,助詞-格助詞-引用,助詞,格助詞,引用,
は,助詞-係助詞,助詞,係助詞,,
全く,副詞-助詞類接続,副詞,助詞類接続,,
思い,動詞-自立,動詞,自立,,
ませ,助動詞,助動詞,,,
ん,助動詞,助動詞,,,
けど,助詞-接続助詞,助詞,接続助詞,,
ね,助詞-終助詞,助詞,終助詞,,
。,記号-句点,記号,句点,,
事前,名詞-一般,名詞,一般,,
に,助詞-格助詞-一般,助詞,格助詞,一般,
ちゃんと,副詞-一般,副詞,一般,,
この,連体詞,連体詞,,,
親子,名詞-一般,名詞,一般,,
が,助詞-格助詞-一般,助詞,格助詞,一般,
担任,名詞-サ変接続,名詞,サ変接続,,
教師,名詞-一般,名詞,一般,,
に,助詞-格助詞-一般,助詞,格助詞,一般,
相談,名詞-サ変接続,名詞,サ変接続,,
し,動詞-自立,動詞,自立,,
て,助詞-接続助詞,助詞,接続助詞,,
いれ,動詞-非自立,動詞,非自立,,
ば,助詞-接続助詞,助詞,接続助詞,,
こんな,連体詞,連体詞,,,
問題,名詞-ナイ形容詞語幹,名詞,ナイ形容詞語幹,,
に,助詞-格助詞-一般,助詞,格助詞,一般,
も,助詞-係助詞,助詞,係助詞,,
なら,助動詞,助動詞,,,
かっ,動詞-自立,動詞,自立,,
た,助動詞,助動詞,,,
と,助詞-格助詞-引用,助詞,格助詞,引用,
思い,動詞-自立,動詞,自立,,
ます,助動詞,助動詞,,,
。,記号-句点,記号,句点,,
せい,動詞-自立,動詞,自立,,
じ,助動詞,助動詞,,,
は,助詞-係助詞,助詞,係助詞,,
ニュース,名詞-一般,名詞,一般,,
記事,名詞-一般,名詞,一般,,
だけ,助詞-副助詞,助詞,副助詞,,
見,動詞-自立,動詞,自立,,
て,助詞-接続助詞,助詞,接続助詞,,
、,記号-読点,記号,読点,,
教師,名詞-一般,名詞,一般,,
が,助詞-格助詞-一般,助詞,格助詞,一般,
生徒,名詞-一般,名詞,一般,,
を,助詞-格助詞-一般,助詞,格助詞,一般,
差別,名詞-サ変接続,名詞,サ変接続,,
し,動詞-自立,動詞,自立,,
て,助詞-接続助詞,助詞,接続助詞,,
いる,動詞-非自立,動詞,非自立,,
と,助詞-接続助詞,助詞,接続助詞,,
勝手,名詞-形容動詞語幹,名詞,形容動詞語幹,,
に,助詞-副詞化,助詞,副詞化,,
思っ,動詞-自立,動詞,自立,,
て,助詞-接続助詞,助詞,接続助詞,,
いる,動詞-非自立,動詞,非自立,,
ので,助詞-接続助詞,助詞,接続助詞,,
しょうが,名詞-一般,名詞,一般,,
…,記号-一般,記号,一般,,
せい,名詞-副詞可能,名詞,副詞可能,,
じって,名詞-一般,名詞,一般,,
これ,名詞-代名詞-一般,名詞,代名詞,一般,
まで,助詞-副助詞,助詞,副助詞,,
も,助詞-係助詞,助詞,係助詞,,
感情,名詞-一般,名詞,一般,,
だけ,助詞-副助詞,助詞,副助詞,,
で,助詞-格助詞-一般,助詞,格助詞,一般,
コメント,名詞-サ変接続,名詞,サ変接続,,
し,動詞-自立,動詞,自立,,
て,助詞-接続助詞,助詞,接続助詞,,
炎上,名詞-サ変接続,名詞,サ変接続,,
する,動詞-自立,動詞,自立,,
事,名詞-非自立-一般,名詞,非自立,一般,
が,助詞-格助詞-一般,助詞,格助詞,一般,
度々,副詞-助詞類接続,副詞,助詞類接続,,
あり,動詞-自立,動詞,自立,,
ます,助動詞,助動詞,,,
が,助詞-接続助詞,助詞,接続助詞,,
、,記号-読点,記号,読点,,
こう,副詞-助詞類接続,副詞,助詞類接続,,
いっ,動詞-自立,動詞,自立,,
た,助動詞,助動詞,,,
SNS,名詞-固有名詞-一般,名詞,固有名詞,一般,
で,助詞-格助詞-一般,助詞,格助詞,一般,
コメント,名詞-サ変接続,名詞,サ変接続,,
する,動詞-自立,動詞,自立,,
なら,助動詞,助動詞,,,
ちゃんと,副詞-一般,副詞,一般,,
確認,名詞-サ変接続,名詞,サ変接続,,
し,動詞-自立,動詞,自立,,
て,助詞-接続助詞,助詞,接続助詞,,
から,助詞-格助詞-一般,助詞,格助詞,一般,
コメント,名詞-サ変接続,名詞,サ変接続,,
を,助詞-格助詞-一般,助詞,格助詞,一般,
書く,動詞-自立,動詞,自立,,
べき,助動詞,助動詞,,,
だ,助動詞,助動詞,,,
と,助詞-格助詞-引用,助詞,格助詞,引用,
思い,動詞-自立,動詞,自立,,
ます,助動詞,助動詞,,,
けど,助詞-接続助詞,助詞,接続助詞,,
…,記号-一般,記号,一般,,
匿名,名詞-一般,名詞,一般,,
で,助詞-格助詞-一般,助詞,格助詞,一般,
攻撃,名詞-サ変接続,名詞,サ変接続,,
って,助詞-格助詞-連語,助詞,格助詞,連語,
そもそも,接続詞,接続詞,,,
攻撃,名詞-サ変接続,名詞,サ変接続,,
なのか,名詞-固有名詞-人名-名,名詞,固有名詞,人名,名
？,記号-一般,記号,一般,,
千原せいじ,名詞-固有名詞-人名-一般,名詞,固有名詞,人名,一般
の,助詞-連体化,助詞,連体化,,
認識,名詞-サ変接続,名詞,サ変接続,,
は,助詞-係助詞,助詞,係助詞,,
おかしい,形容詞-自立,形容詞,自立,,
の,名詞-非自立-一般,名詞,非自立,一般,
で,助動詞,助動詞,,,
は,助詞-係助詞,助詞,係助詞,,
と,助詞-格助詞-引用,助詞,格助詞,引用,
言う,動詞-自立,動詞,自立,,
問い,名詞-一般,名詞,一般,,
掛け,名詞-接尾-一般,名詞,接尾,一般,
に対して,助詞-格助詞-連語,助詞,格助詞,連語,
、,記号-読点,記号,読点,,
どこ,名詞-代名詞-一般,名詞,代名詞,一般,
の,助詞-連体化,助詞,連体化,,
誰か,名詞-一般,名詞,一般,,
分からん,名詞-固有名詞-一般,名詞,固有名詞,一般,
と,助詞-格助詞-引用,助詞,格助詞,引用,
言う,動詞-自立,動詞,自立,,
返し,名詞-一般,名詞,一般,,
は,助詞-係助詞,助詞,係助詞,,
論点,名詞-一般,名詞,一般,,
逸らし,動詞-自立,動詞,自立,,
と,助詞-格助詞-引用,助詞,格助詞,引用,
しか,助詞-係助詞,助詞,係助詞,,
思え,動詞-自立,動詞,自立,,
ない,助動詞,助動詞,,,
。,記号-句点,記号,句点,,
生徒,名詞-一般,名詞,一般,,
側,名詞-接尾-一般,名詞,接尾,一般,
だけ,助詞-副助詞,助詞,副助詞,,
の,助詞-連体化,助詞,連体化,,
話,名詞-サ変接続,名詞,サ変接続,,
を,助詞-格助詞-一般,助詞,格助詞,一般,
鵜呑み,名詞-一般,名詞,一般,,
に,助詞-格助詞-一般,助詞,格助詞,一般,
し,動詞-自立,動詞,自立,,
て,助詞-接続助詞,助詞,接続助詞,,
、,記号-読点,記号,読点,,
学校,名詞-一般,名詞,一般,,
側,名詞-接尾-一般,名詞,接尾,一般,
の,助詞-連体化,助詞,連体化,,
言い分,名詞-一般,名詞,一般,,
を,助詞-格助詞-一般,助詞,格助詞,一般,
聞か,動詞-自立,動詞,自立,,
ず,助動詞,助動詞,,,
に,助詞-格助詞-一般,助詞,格助詞,一般,
アホ,名詞-一般,名詞,一般,,
教師,名詞-一般,名詞,一般,,
だの,助詞-並立助詞,助詞,並立助詞,,
差別,名詞-サ変接続,名詞,サ変接続,,
だ,助動詞,助動詞,,,
の,名詞-非自立-一般,名詞,非自立,一般,
と,助詞-格助詞-引用,助詞,格助詞,引用,
口汚く,形容詞-自立,形容詞,自立,,
攻撃,名詞-サ変接続,名詞,サ変接続,,
する,動詞-自立,動詞,自立,,
から,助詞-接続助詞,助詞,接続助詞,,
、,記号-読点,記号,読点,,
それ,名詞-代名詞-一般,名詞,代名詞,一般,
は,助詞-係助詞,助詞,係助詞,,
違う,動詞-自立,動詞,自立,,
ん,名詞-非自立-一般,名詞,非自立,一般,
じゃ,助詞-副助詞,助詞,副助詞,,
ない,助動詞,助動詞,,,
の,名詞-非自立-一般,名詞,非自立,一般,
か,助詞-副助詞／並立助詞／終助詞,助詞,副助詞／並立助詞／終助詞,,
？,記号-一般,記号,一般,,
と,助詞-格助詞-引用,助詞,格助詞,引用,
言っ,動詞-自立,動詞,自立,,
て,助詞-接続助詞,助詞,接続助詞,,
いる,動詞-非自立,動詞,非自立,,
だけ,助詞-副助詞,助詞,副助詞,,
だ,助動詞,助動詞,,,
と,助詞-格助詞-引用,助詞,格助詞,引用,
思う,動詞-自立,動詞,自立,,
が,助詞-接続助詞,助詞,接続助詞,,
。,記号-句点,記号,句点,,
そもそも,接続詞,接続詞,,,
差別,名詞-サ変接続,名詞,サ変接続,,
だ,助動詞,助動詞,,,
と,助詞-格助詞-引用,助詞,格助詞,引用,
言う,動詞-自立,動詞,自立,,
の,名詞-非自立-一般,名詞,非自立,一般,
で,助動詞,助動詞,,,
あれ,助動詞,助動詞,,,
ば,助詞-接続助詞,助詞,接続助詞,,
、,記号-読点,記号,読点,,
今回,名詞-副詞可能,名詞,副詞可能,,
の,助詞-連体化,助詞,連体化,,
学校,名詞-一般,名詞,一般,,
側,名詞-接尾-一般,名詞,接尾,一般,
の,助詞-連体化,助詞,連体化,,
対応,名詞-サ変接続,名詞,サ変接続,,
の,助詞-連体化,助詞,連体化,,
何,名詞-代名詞-一般,名詞,代名詞,一般,
が,助詞-格助詞-一般,助詞,格助詞,一般,
差別,名詞-サ変接続,名詞,サ変接続,,
に,助詞-格助詞-一般,助詞,格助詞,一般,
当たる,動詞-自立,動詞,自立,,
の,名詞-非自立-一般,名詞,非自立,一般,
か,助詞-副助詞／並立助詞／終助詞,助詞,副助詞／並立助詞／終助詞,,
はっきり,副詞-助詞類接続,副詞,助詞類接続,,
言っ,動詞-自立,動詞,自立,,
て,助詞-接続助詞,助詞,接続助詞,,
もらい,動詞-非自立,動詞,非自立,,
たい,助動詞,助動詞,,,
。,記号-句点,記号,句点,,
事前,名詞-一般,名詞,一般,,
の,助詞-連体化,助詞,連体化,,
確認,名詞-サ変接続,名詞,サ変接続,,
が,助詞-格助詞-一般,助詞,格助詞,一般,
ない,形容詞-自立,形容詞,自立,,
まま,名詞-非自立-副詞可能,名詞,非自立,副詞可能,
やれ,動詞-自立,動詞,自立,,
ば,助詞-接続助詞,助詞,接続助詞,,
こう,副詞-助詞類接続,副詞,助詞類接続,,
なる,動詞-自立,動詞,自立,,
可能性,名詞-固有名詞-一般,名詞,固有名詞,一般,
が,助詞-格助詞-一般,助詞,格助詞,一般,
ある,動詞-自立,動詞,自立,,
こと,名詞-非自立-一般,名詞,非自立,一般,
くらい,助詞-副助詞,助詞,副助詞,,
当人,名詞-一般,名詞,一般,,
も,助詞-係助詞,助詞,係助詞,,
わかっ,動詞-自立,動詞,自立,,
て,助詞-接続助詞,助詞,接続助詞,,
い,動詞-非自立,動詞,非自立,,
た,助動詞,助動詞,,,
の,名詞-非自立-一般,名詞,非自立,一般,
で,助動詞,助動詞,,,
は,助詞-係助詞,助詞,係助詞,,
？,記号-一般,記号,一般,,
わかっ,動詞-自立,動詞,自立,,
て,動詞-非自立,動詞,非自立,,
なかっ,助動詞,助動詞,,,
たら,助動詞,助動詞,,,
、,記号-読点,記号,読点,,
重要,名詞-形容動詞語幹,名詞,形容動詞語幹,,
な,助動詞,助動詞,,,
場面,名詞-一般,名詞,一般,,
で,助詞-格助詞-一般,助詞,格助詞,一般,
確認,名詞-サ変接続,名詞,サ変接続,,
を,助詞-格助詞-一般,助詞,格助詞,一般,
怠る,動詞-自立,動詞,自立,,
と,助詞-接続助詞,助詞,接続助詞,,
こういう,連体詞,連体詞,,,
こと,名詞-非自立-一般,名詞,非自立,一般,
に,助詞-格助詞-一般,助詞,格助詞,一般,
なる,動詞-自立,動詞,自立,,
と,助詞-格助詞-引用,助詞,格助詞,引用,
わかっ,動詞-自立,動詞,自立,,
た,助動詞,助動詞,,,
だけ,助詞-副助詞,助詞,副助詞,,
で,助詞-格助詞-一般,助詞,格助詞,一般,
人生,名詞-一般,名詞,一般,,
の,助詞-連体化,助詞,連体化,,
収穫,名詞-サ変接続,名詞,サ変接続,,
に,助詞-格助詞-一般,助詞,格助詞,一般,
なっ,動詞-自立,動詞,自立,,
た,助動詞,助動詞,,,
と,助詞-格助詞-引用,助詞,格助詞,引用,
思い,動詞-自立,動詞,自立,,
ます,助動詞,助動詞,,,
。,記号-句点,記号,句点,,
自分,名詞-一般,名詞,一般,,
の,助詞-連体化,助詞,連体化,,
意見,名詞-サ変接続,名詞,サ変接続,,
を,助詞-格助詞-一般,助詞,格助詞,一般,
言う,動詞-自立,動詞,自立,,
の,名詞-非自立-一般,名詞,非自立,一般,
は,助詞-係助詞,助詞,係助詞,,
構わ,動詞-自立,動詞,自立,,
ない,助動詞,助動詞,,,
と,助詞-格助詞-引用,助詞,格助詞,引用,
思い,動詞-自立,動詞,自立,,
ます,助動詞,助動詞,,,
が,助詞-接続助詞,助詞,接続助詞,,
、,記号-読点,記号,読点,,
何故,副詞-助詞類接続,副詞,助詞類接続,,
、,記号-読点,記号,読点,,
自分,名詞-一般,名詞,一般,,
と,助詞-格助詞-一般,助詞,格助詞,一般,
違う,動詞-自立,動詞,自立,,
意見,名詞-サ変接続,名詞,サ変接続,,
の,助詞-連体化,助詞,連体化,,
人間,名詞-一般,名詞,一般,,
に対して,助詞-格助詞-連語,助詞,格助詞,連語,
攻撃,名詞-サ変接続,名詞,サ変接続,,
的,名詞-接尾-形容動詞語幹,名詞,接尾,形容動詞語幹,
な,助動詞,助動詞,,,
物言い,名詞-一般,名詞,一般,,
を,助詞-格助詞-一般,助詞,格助詞,一般,
する,動詞-自立,動詞,自立,,
の,名詞-非自立-一般,名詞,非自立,一般,
か,助詞-副助詞／並立助詞／終助詞,助詞,副助詞／並立助詞／終助詞,,
が,助詞-格助詞-一般,助詞,格助詞,一般,
分から,動詞-自立,動詞,自立,,
ない,助動詞,助動詞,,,
。,記号-句点,記号,句点,,
差別,名詞-サ変接続,名詞,サ変接続,,
だ,助動詞,助動詞,,,
と,助詞-格助詞-引用,助詞,格助詞,引用,
思う,動詞-自立,動詞,自立,,
の,名詞-非自立-一般,名詞,非自立,一般,
なら,助動詞,助動詞,,,
、,記号-読点,記号,読点,,
その,連体詞,連体詞,,,
理由,名詞-一般,名詞,一般,,
を,助詞-格助詞-一般,助詞,格助詞,一般,
言え,動詞-自立,動詞,自立,,
ば,助詞-接続助詞,助詞,接続助詞,,
良い,形容詞-自立,形容詞,自立,,
だけ,助詞-副助詞,助詞,副助詞,,
で,助動詞,助動詞,,,
、,記号-読点,記号,読点,,
先生,名詞-一般,名詞,一般,,
に対して,助詞-格助詞-連語,助詞,格助詞,連語,
「,記号-括弧開,記号,括弧開,,
アホ,名詞-一般,名詞,一般,,
」,記号-括弧閉,記号,括弧閉,,
という,助詞-格助詞-連語,助詞,格助詞,連語,
必要,名詞-形容動詞語幹,名詞,形容動詞語幹,,
は,助詞-係助詞,助詞,係助詞,,
ない,形容詞-自立,形容詞,自立,,
ん,名詞-非自立-一般,名詞,非自立,一般,
じゃ,助詞-副助詞,助詞,副助詞,,
ない,助動詞,助動詞,,,
か,助詞-副助詞／並立助詞／終助詞,助詞,副助詞／並立助詞／終助詞,,
と,助詞-格助詞-引用,助詞,格助詞,引用,
思う,動詞-自立,動詞,自立,,
。,記号-句点,記号,句点,,
逆,名詞-一般,名詞,一般,,
に,助詞-格助詞-一般,助詞,格助詞,一般,
差別,名詞-サ変接続,名詞,サ変接続,,
で,助詞-格助詞-一般,助詞,格助詞,一般,
は,助詞-係助詞,助詞,係助詞,,
ない,形容詞-自立,形容詞,自立,,
と,助詞-格助詞-引用,助詞,格助詞,引用,
思う,動詞-自立,動詞,自立,,
の,名詞-非自立-一般,名詞,非自立,一般,
なら,助動詞,助動詞,,,
、,記号-読点,記号,読点,,
その,連体詞,連体詞,,,
理由,名詞-一般,名詞,一般,,
を,助詞-格助詞-一般,助詞,格助詞,一般,
言え,動詞-自立,動詞,自立,,
ば,助詞-接続助詞,助詞,接続助詞,,
良い,形容詞-自立,形容詞,自立,,
だけ,助詞-副助詞,助詞,副助詞,,
で,助動詞,助動詞,,,
、,記号-読点,記号,読点,,
せい,名詞-副詞可能,名詞,副詞可能,,
じさ,動詞-自立,動詞,自立,,
ん,助動詞,助動詞,,,
に対して,助詞-格助詞-連語,助詞,格助詞,連語,
「,記号-括弧開,記号,括弧開,,
大丈夫,名詞-形容動詞語幹,名詞,形容動詞語幹,,
？,記号-一般,記号,一般,,
」,記号-括弧閉,記号,括弧閉,,
「,記号-括弧開,記号,括弧開,,
勉強,名詞-サ変接続,名詞,サ変接続,,
し,動詞-自立,動詞,自立,,
て,助詞-接続助詞,助詞,接続助詞,,
」,記号-括弧閉,記号,括弧閉,,
なんて,助詞-副助詞,助詞,副助詞,,
言う,動詞-自立,動詞,自立,,
必要,名詞-形容動詞語幹,名詞,形容動詞語幹,,
は,助詞-係助詞,助詞,係助詞,,
ない,助動詞,助動詞,,,
。,記号-句点,記号,句点,,
結局,名詞-副詞可能,名詞,副詞可能,,
、,記号-読点,記号,読点,,
お互い,名詞-一般,名詞,一般,,
が,助詞-格助詞-一般,助詞,格助詞,一般,
お互い,名詞-一般,名詞,一般,,
を,助詞-格助詞-一般,助詞,格助詞,一般,
攻撃,名詞-サ変接続,名詞,サ変接続,,
し,動詞-自立,動詞,自立,,
合っ,動詞-非自立,動詞,非自立,,
て,助詞-接続助詞,助詞,接続助詞,,
終わっ,動詞-非自立,動詞,非自立,,
て,助詞-接続助詞,助詞,接続助詞,,
しまう,動詞-非自立,動詞,非自立,,
。,記号-句点,記号,句点,,
そんな,連体詞,連体詞,,,
の,名詞-非自立-一般,名詞,非自立,一般,
虚しく,形容詞-自立,形容詞,自立,,
ない,助動詞,助動詞,,,
？,記号-一般,記号,一般,,
まず,副詞-一般,副詞,一般,,
ね,助詞-終助詞,助詞,終助詞,,
、,記号-読点,記号,読点,,
冷静,名詞-形容動詞語幹,名詞,形容動詞語幹,,
に,助詞-副詞化,助詞,副詞化,,
考え,動詞-自立,動詞,自立,,
て,助詞-接続助詞,助詞,接続助詞,,
もらい,動詞-非自立,動詞,非自立,,
たい,助動詞,助動詞,,,
。,記号-句点,記号,句点,,
一人,名詞-一般,名詞,一般,,
の,助詞-連体化,助詞,連体化,,
人間,名詞-一般,名詞,一般,,
が,助詞-格助詞-一般,助詞,格助詞,一般,
複数,名詞-一般,名詞,一般,,
の,助詞-連体化,助詞,連体化,,
人間,名詞-一般,名詞,一般,,
を,助詞-格助詞-一般,助詞,格助詞,一般,
管理,名詞-サ変接続,名詞,サ変接続,,
する,動詞-自立,動詞,自立,,
のに,助詞-接続助詞,助詞,接続助詞,,
精々,副詞-一般,副詞,一般,,
10人,名詞-固有名詞-一般,名詞,固有名詞,一般,
位,名詞-接尾-一般,名詞,接尾,一般,
。,記号-句点,記号,句点,,
それ,名詞-代名詞-一般,名詞,代名詞,一般,
が,助詞-格助詞-一般,助詞,格助詞,一般,
1,名詞-数,名詞,数,,
クラス,名詞-接尾-助数詞,名詞,接尾,助数詞,
30,名詞-数,名詞,数,,
～,記号-一般,記号,一般,,
40人,名詞-固有名詞-一般,名詞,固有名詞,一般,
。,記号-句点,記号,句点,,
そりゃ,名詞-代名詞-縮約,名詞,代名詞,縮約,
ある程度,副詞-助詞類接続,副詞,助詞類接続,,
、,記号-読点,記号,読点,,
服装,名詞-一般,名詞,一般,,
や,助詞-並立助詞,助詞,並立助詞,,
髪型,名詞-一般,名詞,一般,,
に,助詞-格助詞-一般,助詞,格助詞,一般,
制限,名詞-サ変接続,名詞,サ変接続,,
かけ,動詞-自立,動詞,自立,,
ん,助動詞,助動詞,,,
と,助詞-接続助詞,助詞,接続助詞,,
、,記号-読点,記号,読点,,
生徒,名詞-一般,名詞,一般,,
の,助詞-連体化,助詞,連体化,,
変化,名詞-サ変接続,名詞,サ変接続,,
に,助詞-格助詞-一般,助詞,格助詞,一般,
気付き,動詞-自立,動詞,自立,,
づらい,形容詞-非自立,形容詞,非自立,,
し,助詞-接続助詞,助詞,接続助詞,,
、,記号-読点,記号,読点,,
抑制,名詞-サ変接続,名詞,サ変接続,,
かけ,動詞-自立,動詞,自立,,
づらい,形容詞-非自立,形容詞,非自立,,
。,記号-句点,記号,句点,,
そもそも,接続詞,接続詞,,,
不良,名詞-形容動詞語幹,名詞,形容動詞語幹,,
や,助詞-並立助詞,助詞,並立助詞,,
目立ち,動詞-自立,動詞,自立,,
たい,助動詞,助動詞,,,
人間,名詞-一般,名詞,一般,,
は,助詞-係助詞,助詞,係助詞,,
、,記号-読点,記号,読点,,
ルール,名詞-一般,名詞,一般,,
から,助詞-格助詞-一般,助詞,格助詞,一般,
逸脱,名詞-サ変接続,名詞,サ変接続,,
し,動詞-自立,動詞,自立,,
た,助動詞,助動詞,,,
こと,名詞-非自立-一般,名詞,非自立,一般,
に,助詞-格助詞-一般,助詞,格助詞,一般,
『,記号-括弧開,記号,括弧開,,
オレ,名詞-代名詞-一般,名詞,代名詞,一般,
すごい,形容詞-自立,形容詞,自立,,
だろ,助動詞,助動詞,,,
』,記号-括弧閉,記号,括弧閉,,
を,助詞-格助詞-一般,助詞,格助詞,一般,
みせ,動詞-自立,動詞,自立,,
たい,助動詞,助動詞,,,
だけ,助詞-副助詞,助詞,副助詞,,
で,助動詞,助動詞,,,
、,記号-読点,記号,読点,,
ルール,名詞-一般,名詞,一般,,
緩く,形容詞-自立,形容詞,自立,,
し,動詞-自立,動詞,自立,,
て,助詞-接続助詞,助詞,接続助詞,,
いっ,動詞-非自立,動詞,非自立,,
たら,助動詞,助動詞,,,
、,記号-読点,記号,読点,,
もっと,副詞-一般,副詞,一般,,
悲惨,名詞-形容動詞語幹,名詞,形容動詞語幹,,
な,助動詞,助動詞,,,
状態,名詞-一般,名詞,一般,,
が,助詞-格助詞-一般,助詞,格助詞,一般,
うまれる,動詞-自立,動詞,自立,,
。,記号-句点,記号,句点,,
風習,名詞-一般,名詞,一般,,
や,助詞-並立助詞,助詞,並立助詞,,
宗教,名詞-一般,名詞,一般,,
等,名詞-接尾-一般,名詞,接尾,一般,
の,助詞-連体化,助詞,連体化,,
理由,名詞-一般,名詞,一般,,
が,助詞-格助詞-一般,助詞,格助詞,一般,
ある,動詞-自立,動詞,自立,,
かもしれん,名詞-固有名詞-人名-一般,名詞,固有名詞,人名,一般
が,助詞-格助詞-一般,助詞,格助詞,一般,
、,記号-読点,記号,読点,,
そこ,名詞-代名詞-一般,名詞,代名詞,一般,
に,助詞-格助詞-一般,助詞,格助詞,一般,
は,助詞-係助詞,助詞,係助詞,,
そこ,名詞-代名詞-一般,名詞,代名詞,一般,
の,助詞-連体化,助詞,連体化,,
ルール,名詞-一般,名詞,一般,,
が,助詞-格助詞-一般,助詞,格助詞,一般,
あり,動詞-自立,動詞,自立,,
、,記号-読点,記号,読点,,
その,連体詞,連体詞,,,
ルール,名詞-一般,名詞,一般,,
を,助詞-格助詞-一般,助詞,格助詞,一般,
変え,動詞-自立,動詞,自立,,
たい,助動詞,助動詞,,,
なら,助動詞,助動詞,,,
、,記号-読点,記号,読点,,
そこ,名詞-代名詞-一般,名詞,代名詞,一般,
の,助詞-連体化,助詞,連体化,,
生徒,名詞-一般,名詞,一般,,
が,助詞-格助詞-一般,助詞,格助詞,一般,
動か,動詞-自立,動詞,自立,,
ない,助動詞,助動詞,,,
