id1,id2,comment1,comment2,similarity
280,474,息子 さん が 心配 。 ,息子 さん も 調べ られ た 上 で 旦那 が 逮捕 さ れ た の か な … ,0.452849262
364,989,エリート や な ,スーパー エリート が 何 学ん で き た ん だ ！ ,0.452702089
808,989,エリート な ん だ ね 。 ,スーパー エリート が 何 学ん で き た ん だ ！ ,0.452702089
258,902,なんで メタノール ？ ,なんで 簡単 に ばれる 薬品 使う か ね 。 ,0.452667912
174,188,お子さん が 心配 です ね 。 ,心 の ケア が 心配 だ 。 ,0.452576203
617,623,密造 酒 とか に 安い メチル を 混ぜ て い た だけ ( バク ダン とか 言わ れ て い た ) で 、 メチル を 積極 的 に 飲ん で い た わけ で は ない し 、 人体 に 非常 に 有害 な ので 当然 法律 で 禁止 でし た 。 ,戦後 、 メチル 、 バク ダン 　 密造 酒 。 ,0.452285187
465,866,子ども が かわい そう 。 ,子供 が 本当に 本当に かわい そう 。 ,0.452265013
456,802,母親 は 亡くなっ て 父親 は 殺人 容疑 で 逮捕 。 ,母親 を 父親 が 実害 し た … ,0.451178809
311,421,おいおい 、 お子さん いる の か … 。 ,しかも お子さん が いる 。 ,0.450111206
882,984,不思議 ,頭 良い やつ は 不思議 な 犯罪 犯す よ ね 。 ,0.450024661
503,646,その 知識 、 その 技術 、 その 競争 の 中 、 栄誉 の ため なら 理性 は きか ない の か 。 ,なん だ 、 その 髪 は ? ,0.449651994
46,391,確か ハンコ が あれ ば よかっ た だけ 。 ,で あれ ,0.448514505
666,697,先月 の 保険 金 殺人 の 様 に 。 ,殺人 犯 。 ,0.448405464
287,952,これ は 実録 2 時間 ドラマ に し て 欲しい とこ だ な ,２ 時間 ドラマ の よう な 事件 ,0.447349245
301,1050,よく わかり ませ ん けど 。 ,バカ に 出す 　 薬 が ない わけ 　 よく わかり ,0.447234155
116,758,完全 犯罪 に する 気 は なかっ た ん だろ う と は 思う 。 ,完全 犯罪 は なかなか 出来 ない よ ね 。 ,0.446406858
847,916,高学歴 の 夫婦 は 「 知識 」 は あっ て も 「 知恵 」 は ない ん だ ね 。 ,夫婦 で 高学歴 だ と 難しい の か ね 。 ,0.446365943
225,498,子供 が かわいそう だ 。 ,事実 が 報道 通り だ と すれ ば 、 子供 が かわいそう すぎる 。 ,0.44605418
348,498,子供 が かわいそう だ 。 ,事実 が 報道 通り だ と すれ ば 、 子供 が かわいそう すぎる 。 ,0.44605418
498,894,事実 が 報道 通り だ と すれ ば 、 子供 が かわいそう すぎる 。 ,子供 も かわいそう だ 。 ,0.44605418
120,822,松本 サリン の 時 も 、 同じ よう に 犯人 扱い さ れ た 方 が い た よ ね 。 ,犯人 扱い は まだ 早い よう な 。 ,0.445657429
327,469,何 が あっ た の でしょ う か ,どちら も 凄い エリート です が 、 一体 何 が あっ た の でしょ う か ？ ,0.445594999
334,364,めちゃくちゃ エリート じゃん 。 ,エリート や な ,0.445189187
334,808,めちゃくちゃ エリート じゃん 。 ,エリート な ん だ ね 。 ,0.445189187
276,581,そう だ 。 ,側 から 見 たら 、 幸せ そう だ が 。 ,0.444671
581,937,側 から 見 たら 、 幸せ そう だ が 。 ,根 は 深 そう だ ,0.444671
947,1007,それ が 妻 に ばれ て 殺害 し た とか ,ばれ ない と 思っ た の ？ ,0.444522216
317,986,ありゃ 、 メチルアルコール って 飲め ない の か 。 ,自分 が 飲め ば 。 ,0.444414432
138,955,別 の 記事 で み た けど 、 夫 は 否定 し てる ん です ね ,夫 は 殺害 を 否定 。 ,0.443411561
723,948,嫌 なら 離婚 すれ ば いい だけ だろ 。 ,殺害 する くらい なら 離婚 すれ ば よかっ た のに 。 ,0.443361144
483,1003,動機 は 女 か 金 ？ ,動機 は ＤＮＡ 鑑 定か な ( 笑 ) ,0.442390407
1003,1014,動機 は ＤＮＡ 鑑 定か な ( 笑 ) ,動機 は ？ ！ ,0.442390407
339,970,かわいそう だ 。 ,息子 さん が かわいそう で なり ませ ん 。 ,0.441351267
697,987,殺人 犯 。 ,第 一 三共 から も 殺人 者 か ひどい 会社 だ ね ,0.441020473
542,766,夫婦 関係 が 破綻 なんて 、 あちこち ある し 。 ,数 年 前 から 夫婦 関係 は 破綻 し て い て 家庭 内 別居 だっ た みたい です 。 ,0.440298294
325,917,第 一 三共 、 とばっちり で 気の毒 。 ,子供 が 気の毒 ,0.439293031
729,1020,残さ れ た 子供 が 可哀そう 過ぎる 。 ,残さ れ た 子供 が 不憫 ,0.439286288
483,721,動機 は 女 か 金 ？ ,動機 解明 が 待た れ ます ね 。 ,0.438713707
721,1014,動機 解明 が 待た れ ます ね 。 ,動機 は ？ ！ ,0.438713707
261,525,動機 は 何 だろ う ？ ,動機 は なん だっ た の か が 気 に なる 。 ,0.438542699
525,975,動機 は なん だっ た の か が 気 に なる 。 ,動機 は 何 だろ ？ ,0.438542699
533,948,嫌 なら 離婚 すれ ば 良い だけ だろ う 。 ,殺害 する くらい なら 離婚 すれ ば よかっ た のに 。 ,0.438026374
261,507,動機 は 何 だろ う ？ ,動機 は なん だっ た の でしょ う ？ ,0.437940535
507,975,動機 は なん だっ た の でしょ う ？ ,動機 は 何 だろ ？ ,0.437940535
438,969,コロナ 禍 で 人生 の 歯車 が 狂っ て しまっ た １ 人 な の でしょ う か 。 ,あー 、 優秀 な 人 だっ た のに 何 が 狂っ て しまっ た ん でしょ う 。 ,0.437755292
43,503,真相 は 、 その 先 だ 。 ,その 知識 、 その 技術 、 その 競争 の 中 、 栄誉 の ため なら 理性 は きか ない の か 。 ,0.437393356
609,782,お子さん は 今 どんな 気持ち だろ う 。 ,気持ち は わかる けど 。 ,0.43710262
27,970,なんとも 言え ませ ん が 、 少なくとも 、 お母さん を 亡くし て 、 お父さん も これから 取調べ ( 逮捕 と なれ ば 帰っ て は 来 ない でしょ う ) と なる 、 小学生 の 息子 さん の こと が 、 不憫 で なり ませ ん 。 ,息子 さん が かわいそう で なり ませ ん 。 ,0.436044286
980,1020,母親 を 父親 に 毒殺 さ れ 、 残さ れ た お子さん が 不憫 で 可哀想 過ぎる 、 、 、 ,残さ れ た 子供 が 不憫 ,0.435916384
327,513,何 が あっ た の でしょ う か ,動機 が あっ た ？ ,0.435898467
365,1022,まるで 『 科捜研 の 女 』 の よう な 。 ,まるで ドラマ みたい 。 ,0.435806598
278,916,これ は 難しい 事件 。 ,夫婦 で 高学歴 だ と 難しい の か ね 。 ,0.435665985
401,705,冤罪 じゃ ない の か ？ ,何 じゃ これ ！ ,0.43496026
113,354,何 が あっ た の か 知ら ない が 。 ,何 が あっ た ん だろ う か ？ ,0.434759242
113,936,何 が あっ た の か 知ら ない が 。 ,何 か あっ た ん だろ う ね ,0.434759242
594,839,本当に 何 が ある か わから ない 。 ,本当に やっ た の か な ？ ,0.434704148
444,535,自殺 か ？ ,子供 さん の こと を 思う と 、 自殺 か 何 か で あっ て ほしい 。 ,0.434254744
433,1009,可能 性 と すれ ば 、 旦那 の 不倫 の 三角 関係 の 縺れ とか か な 。 ,不倫 し て た とか な の か な 。 。 ,0.434144983
625,889,間違い で なけれ ば 覚悟 の 自殺 な の か ？ ,間違い ない ！ ,0.433794802
839,978,本当に やっ た の か な ？ ,怪 体 な やっ ちゃ な 。 ,0.433318008
48,794,やらかし て くれ た な … 。 ,誰 も 助け て くれ なかっ た 。 ,0.432647581
290,467,子供 の こと を 1 % で も 考え たら 、 そこ まで は ね 。 ,そこ まで 考え られ ない の なら 、 子ども を 持た なけれ ば いい 。 ,0.43225795
138,607,別 の 記事 で み た けど 、 夫 は 否定 し てる ん です ね ,本人 が 否定 し てる ので まだ なんとも 言え ない けど 。 ,0.432187675
800,1022,ドラマ みたい な こと 本当に する やつ いる ん だ な ,まるで ドラマ みたい 。 ,0.431964091
939,947,ばれ ちゃっ た ね 。 ,それ が 妻 に ばれ て 殺害 し た とか ,0.431516762
444,561,自殺 か ？ ,当人 に 飲む 理由 が ない って 、 、 、 他人 から み たら 自殺 の 理由 が 見当たら ない のに 自殺 し た 人 って ま ぁまぁいますよね 。 。 。 ,0.431359745
449,768,母親 を 殺害 し た の が 父親 という 事実 、 せめて 離婚 という 方法 は 取れ なかっ た の でしょ う か ？ ,離婚 という 選択肢 は ！ なかっ た の か な ？ ,0.430939287
228,356,今後 入手 ルート など 明らか に なっ た とき に 、 たとえ 会社 は 関係 ない と 判明 し て も 、 なんとなく イメージ は 落ち ます ね 。 ,会社 の イメージ が 落ち た ,0.429811034
444,625,自殺 か ？ ,間違い で なけれ ば 覚悟 の 自殺 な の か ？ ,0.429118239
603,952,時間 かけ た の か な 。 ,２ 時間 ドラマ の よう な 事件 ,0.429110377
346,839,お子さん が 本当に 心配 ,本当に やっ た の か な ？ ,0.428471063
1037,1038,天才 な の か 馬鹿 な の か 。 ,馬鹿 な こと を し た の は 間違い ない 。 ,0.42846269
383,677,容疑 者 は 、 薬学 研究 者 として 優秀 な 人 だっ た みたい です ね 。 ,退職 し て い た と は いえ 、 きっと 研究 者 として 優秀 な 人 だっ た の だろ う に 。 ,0.427192311
425,841,夫 が 北大 薬学部 院 → 千葉大 薬学部 院 妻 が 京都大 学 薬学部 院 という 凄い エリート な 夫婦 や な ,事件 の 真相 は さておき 、 北大 の しかも 薬学部 から 第 一 三共 ,0.42677384
873,973,殺さ なく て も 離婚 すれ ば いい のに と 思う の は 私 が 凡人 だ から だろ う か … ,単に 別れれ ば いい のに 、 殺さ なく て も ・ ・ ・ ,0.426303385
686,823,大手 製薬 会社 の 研究 員 として は ロン 毛 すぎ じゃ ね ？ ,製薬 大手 「 第 一 三共 」 ,0.426013906
634,1039,しかし 、 、 、 もったいない 。 ,もったいない ね えー 。 ,0.425893065
594,931,本当に 何 が ある か わから ない 。 ,妻 で ある ま え に ,0.42553909
276,465,そう だ 。 ,子ども が かわい そう 。 ,0.425436874
465,937,子ども が かわい そう 。 ,根 は 深 そう だ ,0.425436874
226,298,ご 夫婦 優秀 な 研究 員 な のに 残念 で なら ない 。 ,こんなにも 優秀 な 夫婦 な のに 何 が あっ た ん だろ う ？ ,0.425393867
364,897,エリート や な ,絵 に 描い た よう な エリート カップル 。 ,0.425356329
808,897,エリート な ん だ ね 。 ,絵 に 描い た よう な エリート カップル 。 ,0.425356329
598,677,奥さん の 方 が 優秀 だっ た ん だろ う ね 。 ,退職 し て い た と は いえ 、 きっと 研究 者 として 優秀 な 人 だっ た の だろ う に 。 ,0.424869111
17,895,間違え まし た で は すま ない 逮捕 だ から こそ 、 誤認 逮捕 で は ない と 思い たい です 。 ,さすが に 誤認 逮捕 じゃ ない か ？ ,0.424584677
540,658,これ さ 、 冤罪 だっ たら 、 サリン 事件 の 冤罪 と 同じ だ よ 。 ,冤罪 事件 に なる 可能 性 が 高 そう だ 。 ,0.424339901
293,931,人生 色々 ある ぜ ,妻 で ある ま え に ,0.424060744
483,901,動機 は 女 か 金 ？ ,殺す くらい の 　 動機 って なに ？ ,0.423840026
901,1014,殺す くらい の 　 動機 って なに ？ ,動機 は ？ ！ ,0.423840026
427,796,特に 妻 の 学歴 が 凄 すぎ て 。 。 。 ,頭 悪い すぎ 。 ,0.422852205
314,972,薬品 の プロ が メタノール 使う か 疑問 だ けど ね 。 ,殺害 だ と し たら 、 薬品 の プロ と は 思え ない 手口 だ けど 、 、 、 ,0.42260887
840,980,お子さん は お母様 を 亡くさ れ た 上 に 、 父親 が 逮捕 、 それ も 母親 の 殺害 容疑 って 、 、 、 お子さん が 可哀想 すぎる 。 。 ,母親 を 父親 に 毒殺 さ れ 、 残さ れ た お子さん が 不憫 で 可哀想 過ぎる 、 、 、 ,0.422449923
244,763,奥さん で 実験 し て た とか じゃ ない よ ね … 。 ,家族 を 実験 台 に し た の か な ？ ,0.421525625
259,1004,なんか 、 コナン の 事件 とか に 出 て き そう な 事件 。 ,ドラマ で あり そう な 事件 だ な ,0.421105586
341,1039,色々 と もったいない な ,もったいない ね えー 。 ,0.420902219
174,760,お子さん が 心配 です ね 。 ,お子さん も 被害 者 も 気の毒 です ね 。 ,0.420062058
820,924,薬品 の 専門 家 が メタノール なんて 一般 的 な 薬品 で 病死 を 偽装 する もん だろ う か ？ ,自殺 偽装 で は なく 病死 偽装 な の ？ ,0.419541036
325,355,第 一 三共 、 とばっちり で 気の毒 。 ,お子さん が 気の毒 だ 。 ,0.419329694
140,601,会社 に も メタノール が あり ます 。 ,メタノール か 。 ,0.419075766
1000,1022,不謹慎 だけ と 刑事 物 の ドラマ みたい … 。 ,まるで ドラマ みたい 。 ,0.417499981
364,842,エリート や な ,入社 とか 相当 な エリート です ね 。 ,0.417222616
808,842,エリート な ん だ ね 。 ,入社 とか 相当 な エリート です ね 。 ,0.417222616
425,807,夫 が 北大 薬学部 院 → 千葉大 薬学部 院 妻 が 京都大 学 薬学部 院 という 凄い エリート な 夫婦 や な ,北海道大学 薬学部 出身 の 夫 と 京都 大学 薬学部 出身 の 夫婦 とか めちゃくちゃ 頭 いい な 一体 何 が あっ た の だろ う ,0.416880954
192,205,研究 者 に し て は 殺害 方法 に ひねり が なく て 不自然 。 ,何 か 不自然 な 所 が ある 。 ,0.416100177
8,848,ちょっと 不自然 な 気 も し ます 。 ,ちょっと 待っ て 。 ,0.415126057
601,1013,メタノール か 。 ,メタノール 王子 ,0.415065
624,1038,間違い で 奥さん が 自分 で メタノール を 口 に する こと が ある だろ う か 。 ,馬鹿 な こと を し た の は 間違い ない 。 ,0.414894033
1006,1017,もう 終わり や の ,顔 が もう 普通 じゃ ない ,0.414204869
150,234,メタノール 、 メチルアルコール … 小さい とき 、 メチルアルコール と 言っ て い た が 、 今 は メタノール が 一般 的 ？ ,メタノール って 、 いわゆる メチルアルコール でしょ ？ ,0.413724921
677,893,退職 し て い た と は いえ 、 きっと 研究 者 として 優秀 な 人 だっ た の だろ う に 。 ,退職 し た 奥さん の 方 が 優秀 だっ たら 皮肉 だ ね 。 ,0.413359991
163,480,状況 証拠 で 黒 に できる ん か ね 。 ,妻 は どんな 状況 だっ た の ？ ,0.413324752
177,886,メタノール なんて なん に でも 入っ てる だろ う 。 ,1 と 3 が 入っ て ます ね 。 ,0.413317339
420,847,ものすごい 高学歴 夫婦 。 ,高学歴 の 夫婦 は 「 知識 」 は あっ て も 「 知恵 」 は ない ん だ ね 。 ,0.412879118
45,128,メタノール です が 割 と 簡単 に 手 に 入り ます 。 ,こんな 人 は メタノール 以外 も 自由 に 手 に 入り そう な のに なんで メタノール な の か も 不思議 です よ ね ,0.412854316
125,248,御 長男 が 気の毒 だ 。 ,お子さん が 気の毒 で なら ない 。 。 。 ,0.412624903
165,338,この 裁判 の 結果 が どう なる か は 興味深い 。 ,子供 は どう なる 。 ,0.41261553
358,1004,ドラマ みたい な 話 ,ドラマ で あり そう な 事件 だ な ,0.412059943
525,646,動機 は なん だっ た の か が 気 に なる 。 ,なん だ 、 その 髪 は ? ,0.411896374
31,691,しかし 何で こんな 事 を やっ て しまっ た の か 。 ,何で こんな 考え に なる の か 不思議 。 ,0.411530063
507,646,動機 は なん だっ た の でしょ う ？ ,なん だ 、 その 髪 は ? ,0.411330799
260,949,何 が あっ た の か わから ない けど 、 博士 号 まで 取得 し た 人 だ から 、 エリート だ よ ね ？ ,何 が あっ た か わから ない けど バカ だ なぁ 。 ,0.409919664
343,548,残さ れ た お子さん が 心配 です 。 ,残さ れ た まだ 幼い 子供 の 行く末 が 心配 だ 。 ,0.409631541
163,682,状況 証拠 で 黒 に できる ん か ね 。 ,自 死 で は ない 証拠 が 出 た の だろ う か 。 ,0.409401694
45,49,メタノール です が 割 と 簡単 に 手 に 入り ます 。 ,因みに メタノール で の 殺人 は ， 簡単 に バレ ます 。 ,0.408690213
220,297,二つ 疑問 。 ,って 疑問 に 思っ た ,0.408494769
