id,comment
158,メタノール って 結構 匂い キツ い 記憶 な ん だ けど 、 どう やっ て 飲ま せ た ん だろ こ わっ … 
159,ちょっと 髪 切っ た 方 が いい ね 。 
160,どうして こう なっ た ... 
161,学歴 とか 関係 ない の よ 。 
162,薬剤師 免許 は ない よう だ 。 
163,エリート や な 
164,まるで 『 科捜研 の 女 』 の よう な 。 
165,株 下がる なぁ 。 
166,前髪 雨 降っ てる みたい 
167,名 探偵 コナン の 世界 。 
168,第 一 三 共 怖く て 飲めん な … 
169,いやいや いや 
170,記事 の 書き方 が 下手くそ 
171,人 を 恨め ば 、 苦しめ て 56 してやり たい と 思う の です 。 
171,見つかる から やら ない だけ で 。 
171,子供 の こと を 考え ない ところ は 、 不倫 する 男 たち と 同一 線 上 に ある と 思い ます 。 
171,これ ほど 自分 を 怒ら せ た 相手 が 悪い という 他 罰 思考 と 自己 正当 化 、 根底 に ある の は 強い 自己 中心 性 です 。 
171,生活 や 子供 の 教育 費 を 考えれ ば 、 母親 たち は 簡単 に は 離婚 でき ない です から ね 。 
171,不仲 な 関係 の 中 、 お子さん の 将来 の ため に 自分 を 抑え て 母 を 頑張っ て い た はず 。 
171,奥様 も 、 まさか そこ まで やる と は 考え なかっ た の でしょ う ね 。 
172,まだ 犯人 と 決まっ た わけ で は ない の だろ う が ・ ・ 職業 上 知り合っ た 知人 関係 に 、 高学歴 で 有名 商社 やら 医師 や 弁護士 、 学者 など も いる が 、 正直 、 学校 の 成績 は 良かっ た の だろ う けど 一般 良識 の ない 人 が 多く 、 びっくり する こと も 多い 。 
172,人 は 高学歴 で 良い 職業 の 人 は 人格 も 優れ て いる の で は ない か と 期待 する が 、 プライド だけ 高く 傲慢 な 態度 の 人 も 多く 見掛ける ので 、 私 は 学歴 や 職業 だけ で 人 を 判断 し ない よう に し て いる 。 
172,社会 良識 が ある か どう か は 非常 に 大切 な ので 。 
172,万一 妻 を 殺し て い た と し たら 、 学ん だ 学問 は 人 を 殺す ため の もの で は なかっ た だろ う ？ と ぜひ 自問自答 し て 頂き たい 。 
173,容疑 者 は 、 薬学 研究 者 として 優秀 な 人 だっ た みたい です ね 。 
173,博士 号 を 取得 し 、 勤務 先 から 海外 の 大学院 に 留学 さ せ て いる 経歴 から 見 て も 、 会社 の 新薬 開発 を 担う エリート だっ た の でしょ う 。 
173,そんな 優秀 な 頭脳 を 持っ た 人 な のに 、 何で こんな 直ぐ に 発覚 する よう な 愚かしい 犯罪 に 手 を 染め た の でしょ う か 。 
173,私生活 で は 、 夫婦 仲 が 非常 に 悪化 し て い た の だろ う ぐらい は 推測 が つき ます が 、 それなら 、 話し合っ て 離婚 の 条件 合意 を す べき でし た 。 
173,慰謝 料 、 子供 の 親権 、 養育 費 など 会社 の 研究 職 なら 、 相当 な 給与 を 支給 さ れ て た はず です 。 
173,子供 だって 「 自分 の 父 が 、 自分 の 母 を 殺し た 」 と 云う 事実 を 理解 する 年頃 に なる と 、 どんな 思い が する か 想像 も でき なかっ た の でしょ う か 。 
173,いくら 専門 知識 が あっ て も 、 普通 の 人間 の 感情 が 皆無 な ほど 欠け て い た 悲劇 です ね 。 
174,彼 が 犯人 と し たら 、 メタノール は 劇 物 です ので 、 簡単 に は 入手 は 困難 です 。 
174,で あれ 
174,ば 
174,劇 物 を 簡単 に 外部 に 持ち出せる 問題 な 会社 です 。 
174,また 、 人体 実験 を 行っ た と し たら 、 彼 は もちろん だ が 、 会社 の 採用 、 社員 教育 、 上司 の マネージメント など 考える べき 点 が 多く あり ます 。 
174,殺人 以外 に も 企業 として 大変 深刻 、 甚大 な 問題 に なり ます 。 
175,薬学 研究 と いえ ば 、 「 名古屋大学 女子 学生 殺人 事件 」 の 犯人 は 名古屋大 理学部 の 女子 学生 だっ た が 、 高校 時代 から タリウム 混入 事件 を 起こし て た 。 
175,殺人 以外 に 放火 も 二 回 実行 し て いる （ 動機 は 「 焼死体 が 見 たかっ た 」 ） 。 
175,この ひと も 、 お 勉強 が でき て 頭 が 良い の か と 思い き や 、 放火 も 殺人 も すぐ に バレる よう な 犯行 しか し て い ない 。 
175,今回 の 事件 も 「 第 一 三共 の 研究 者 だ から こんな 簡単 な 誰 でも バレる よう な こと を する わけ ない 」 と 考える の は シロウト の 単なる バイアス だろ う と 思う 。 
175,高学歴 でも 異常 者 は いる し 、 異常 者 は シロウト が 考え ない よう な こと を する から 異常 者 。 
176,冤罪 じゃ ない の か ？ 
176,なんか 不思議 な ん だ けど 。 
176,素人 でも 簡単 に バレる よう な 手段 選ば ん でしょ う 。 
176,誰 か が はめよ う と し た よう に 見える の は 私 だけ か な 。 
176,警察 は 、 状況 だけ で なく 本当に しっかり と 証拠 を 調べ ない と 大変 な こと に なる よ これ 。 
176,記事 に は 出せ ない よう な 証拠 が あっ て から の 逮捕 な ん だ と 信じ たい 。 
177,なん で あえて メタノール なんて 選ん だ の か なぁ 。 
177,これ ほど の 学 と 知識 を 持つ 人 なら ば 、 もっと 体内 に 残ら ず に 、 自然 に 見せかけ られる 方法 も 考え られ た 筈 な のに 。 
177,天然 毒 とか も ある だろ う し 。 
177,本人 は 否認 し て いる ので まだ 不 確定 で は あり ます が 、 この 状況 は 、 お子さん が 可哀想 です 。 
178,夫婦 共 に 医薬品 や 化合 物 に 詳しい 筈 な ので 、 素人 の 様 に 間違える 事故 は 無い と 思う 。 
178,もし 自 死 なら ば 誰か に 迷惑 が 掛から ない 様 に 遺書 など に 、 自 死 を 匂わ せる 記述 が 有っ て も 良い 筈 で ・ ・ ・ 何 も 無く 遺体 から 有毒 の アルコール が 検出 さ れ た なら 、 他殺 と しか 考え られ ない と 思う 。 
178,有毒 の 燃料 アルコール 等 は 誰 でも 簡単 に 買える の だ から 、 良識 と 堅実 な 生活 ＆ 意識 を 失え ば 悲惨 な 事 は 簡単 に 起き 得る ので 、 肝 に 命じ たい 。 
179,亡くなら れ た 奥さん も 薬品 に は 精通 し て いる ので 、 そう 簡単 に は 摂取 し ない だろ う と 思う 。 
179,無理やり 摂取 さ せれ ば 外傷 など が 残る だろ う から 、 他殺 か 自 死 は 判別 は 簡単 で は ない の かも 。 
179,容疑 者 、 被害 者共 に 薬 の プロ だ し 、 容疑 者 の 自白 が 無い と 起訴 は 難しい 様 に 思い ます 。 
179,容疑 者 が 摂取 さ せ た 事 を 立証 する の は 簡単 で は さそう 。 
180,夫 は 北海道大学 で 修士 号 を とり 、 千葉大学 で 博士 号 取得 、 アメリカ の 大学 に 2 年間 留学 。 
180,妻 は 京都大 学 大学院 で 修士 号 を 取得 。 
180,ものすごい 高学歴 夫婦 。 
180,しかも お子さん が いる 。 
180,夫婦 の 間 で 一体 何 が あっ た の か 。 
180,薬剤 の 専門 家 が 犯行 が すぐ に ばれる よう な こと を する の だろ う か 。 
180,警察 は 状況 証拠 で 逮捕 し た よう だ が 、 果たして 真相 は いかに 。 
181,夫 が 北大 薬学部 院 → 千葉大 薬学部 院 妻 が 京都大 学 薬学部 院 という 凄い エリート な 夫婦 や な 
181,(´ ・ ω ・ ｀) 
181,特に 妻 の 学歴 が 凄 すぎ て 。 。 。 
181,大学院 は ロンダ が あっ て 、 普通 に ニットウコマセン の 学卒 が 東大 大学院 とか の パターン も ある から なんとも いえ ん が 。 。 。 
181,しかし 、 こんな 経歴 で 、 三共製薬 に 入社 し て わずか ３ 年 で 寿 退社 で 専業 主婦 なんて 、 なんて もったいない 経歴 と 思う 。 
181,そこ まで 、 学歴 捨て て 、 専業 主婦 なら 別に 中卒 や 高卒 で も 良かっ た 気 が する が 。 。 
181,何 が 不満 やっ た の やろ う 。 
181,年収 １ ０ ０ ０ 万 以上 は 確実 に 稼い で い た と 思う 。 
181,可能 性 と すれ ば 、 旦那 の 不倫 の 三角 関係 の 縺れ とか か な 。 
182,メタノール って 失明 する だけ じゃ なく 、 少量 で 致死 率 が 高い ん です ね 。 
182,重い 病気 で 苦しん で いる 妻 を 可哀想 で 観 て い られ なかっ た 等 の 理由 なら 、 まだ 情状 酌量 も 考え られる けど 、 何らかの 理由 で 彼女 が 邪魔 に なり 、 手 を 下し て い たら 下衆 で しか ない 。 
182,経歴 も 申し分 ない のに 、 それ を 捨て て 迄 リスク を 抱え た 闇 って 何 な ん でしょ う ね 。 
182,明るい 未来 が 沢山 待っ て い た 人生 の 様 に 思う けど 、 隣 の 芝生 は 蒼く ない ん か 。 
182,コロナ 禍 で 人生 の 歯車 が 狂っ て しまっ た １ 人 な の でしょ う か 。 
183,事件 真相 は これから 明らか に なっ て いく だろ う から 何 も 意見 できる 立場 に 無い けれど 、 奥様 の 高学歴 と 就職 先 を 考える と 勤続 年数 が あまりに も もったいない 。 
183,その 理由 が 結婚 で あっ て 今回 の 結果 だ と する と 奥様 の ご 両親 の 無念 さ は いかばかり か 。 
184,同じ 会社 なら 何かしら の 兆候 を 感じ取っ て い たり し ない の か 動機 は 勿論 大事 だ が 子ども の 将来 や 相手 自分 の 人生 を 壊し て まで 犯罪 を やろ う という 傾向 が 怖い な 最近 論理 性 が ない 事件 が 多 過ぎる 
185,これ は 、 慎重 に 捜査 し ない と 、 、 、 この 人 じゃ ない 可能 性 も ある よ 。 
185,だって 、 これ ほど に 頭 の いい 夫 なら 完全 犯罪 だって 、 でき そう だ から 、 もし やる として も 、 、 、 こんな 殺し 方 する か な 。 
185,自殺 か ？ 
185,他殺 か ？ 
185,犯人 は この 人 な の か ？ 
185,どちら に し て も 、 慎重 に 捜査 し て もらい たい 。 
186,『 毒 と 薬 は 匙加減 一つ 』 と 言わ れ ます が 、 ここ まで 人生 の 匙加減 を 間違える と は ・ ・ ・ そして 、 残さ れ た 息子 さん が 不憫 で なり ませ ん 。 
186,母親 を 殺害 し た の が 父親 という 事実 、 せめて 離婚 という 方法 は 取れ なかっ た の でしょ う か ？ 
186,側 から 見れ ば 裕福 で 幸せ 一 杯 の 家族 に 映り ます が 、 何 が 妻 を 殺害 する 動機 だっ た の か 、 事件 の 究明 を 待ち たい と 思い ます 。 
187,半年 以上 経っ て から の 逮捕 。 
187,これ は 身内 や 知り合い から の 捜査 依頼 など を 受け て の 逮捕 かしら ？ 
187,だ と し たら 、 ひとり の 父親 で ある 容疑 者 が 子ども の 成長 を 見守る ため に 黙認 する か 、 身内 や 知り合い が よほど 耐え きれ ず 警察 へ 依頼 し た か 、 でしょ う か ？ 
188,夫婦 揃っ て 有名 大 院 から 製薬 会社 。 
188,家庭 内 の こと は 分から ない が 、 形 だけ 見 たら 絵 に 描い た よう な エリート 夫婦 じゃ ない か 。 
188,母親 は 亡くなっ て 父親 は 殺人 容疑 で 逮捕 。 
188,子供 が 可哀想 だ 。 
188,給食 に 漂白 剤 入れる 教師 の ニュース が 流れ て い た の も そう だ けど 、 ちゃんと し た と 思わ れる 職業 の なか に も とんでも ない こと する 人 が いる ん だ ね 。 
189,別 の 記事 も 読ん だ が 容疑 者 は 犯行 を 自供 し て ない らしい 。 
189,もし 万が一 だ が 本人 が 製薬 会社 に 勤め て い た 為 に 疑わ れ て の 冤罪 だっ たら ひどい 話 だ と 思う 。 
189,奥さん も 製薬 会社 勤務 だっ たら エタノール の 知識 も あっ た 訳 だ し 自 死 だっ た と し たら 証明 難しい よ な 。 
189,日本 の 警察 は 自白 あり き だ し 認める まで 毎日 毎日 攻め られ たら やっ て なく て も 殺害 認め ちゃう よ 。 
190,本人 否定 し て いる ので 、 捜査 に 確証 的 な 証拠 が ある の か 知り たい 。 
190,また いつも の 自白 する まで 粘る 捜査 で は なく 亡くなっ た 方 の ため に も 真実 を ！ 
191,子ども が かわい そう 。 
191,子ども を 持っ た なら 、 常に 自分 の 行動 が 子ども に 与える 影響 を 考える べき 。 
191,そこ まで 考え られ ない の なら 、 子ども を 持た なけれ ば いい 。 
191,大事 な こと を 学ば ず に 、 何 を 学ん だ の か 。 
192,どちら も 凄い エリート です が 、 一体 何 が あっ た の でしょ う か ？ 
192,逮捕 の 決め て 、 つまり 証拠 が あっ た の か ？ 
192,和歌山 カレー 事件 の よう に 、 コイツ しか 犯人 は あり 得 ない という 消去 法 で 逮捕 し た と 思う 。 
193,奥さん に 持病 が あっ た の かも 知れ ない けど 、 専門 分野 に 携わる 人 が 検死 で すぐ に わかる よう な 方法 で 殺人 を する か 疑問 。 
193,変 な 話 、 メチルアルコール なら 小学校 に も ある と 思う 。 
193,息子 さん も 調べ られ た 上 で 旦那 が 逮捕 さ れ た の か な … 
194,なんか 相棒 で あり そう な 事件 です ね 。 
194,薬品 会社 に 勤める 旦那 が 薬品 で 妻 を 殺し たら 、 すぐ に 疑わ れる と 思い ます 。 
194,逆 に 第三者 が 企ん だ なら 、 旦那 に 濡れ衣 を きせる の は 簡単 かも 。 
194,妻 の 不倫 の もつれ で 第三者 の 相手 に 毒 を 盛ら れ た か 、 旦那 の 不倫 が 許せ ず 、 自ら 命 を 断ち 、 旦那 に 濡れ衣 を 着せ た か 。 
195,記事 に は 、 夫 が 妻 を 殺す 理由 の 説明 が ない 。 
195,妻 は どんな 状況 だっ た の ？ 
195,クスリ の 専門 家 が メタノール で 妻 を 殺害 する か ？ 
195,すぐ バレる こと は 分かる でしょ ！ 
195,動機 は 女 か 金 ？ 
195,警察 も 事故死 で 処理 し た 方 が 楽 だ けど 、 そう し なかっ た の は 、 使命 感 から ？ 
195,昔 みたい に とりあえず 誰 か に 罪 を 被せ て 終わり に する 冤罪 に は し ない で 欲しい ！ 
195,警察 は それなり の 理由 が あっ て 、 逮捕 、 起訴 に 持っ て いく の か ？ 
195,今後 、 裁判 で 真相 が 明らか に さ れる だろ う ！ 
195,ワイドショー の 格好 餌食 に なる な ！ 
196,嫁 が どこ 大 の 学部 出身 か は わから ない が 京大 から なら 嫁 の ほう が 優秀 な の か な ？ 
196,子供 も 賢い と 思う が 不幸 な 生い立ち に なる なぁ 。 
196,せめて 嫁 の 親 が 健在 で 孫 に は まとも な 教育 を 受け させ て あげ て ほしい 。 
197,う ～ ん 。 。 。 
197,この 逮捕 さ れ た 夫 って どの 様 な 方 な の だろ う 。 。 ？ 
197,亡くなっ て しまっ た 妻 も 。 。 
197,この 家族 の 御 近所 で の 様子 とか 含め 謎 多い 気 が し ます な 。 。 。 
197,薬 研究 し てる 奴 が こんな 分かり 易い 事 する か な ？ とか も 考え て しまう し でも 夫 携帯 の 内容 で は 犯人 ほぼ 確 だ し なぁ 。 
197,何 に せよ 詳細 と 結果 気 に なり ます ので 続報 待ち ます 。 
198,事実 が 報道 通り だ と すれ ば 、 子供 が かわいそう すぎる 。 
198,母 だけ で なく 
198,父 も 失っ た よう な もの 。 
198,小学生 なら 、 容疑 の 内容 も 理解 できる 部分 が ある と 思う し 。 
199,日本 初 の 心臓 移植 手術 の 経緯 を 思い出す 。 
199,その 知識 、 その 技術 、 その 競争 の 中 、 栄誉 の ため なら 理性 は きか ない の か 。 
199,社内 の 業務 上 の 死 で は 無 さ そう な のに 、 社名 まで 出さ れる と は 、 風評 被害 、 大丈夫 です か 。 
