title,category,text
演出で高める体験の効果　企業の新たな支援のカタチ　高校バスケ「日清トップリーグ」に注目,経済,"まるでライブのような演出。
スポットライトを浴びているのは、“高校生”。

解説の元日本代表・川村卓也選手（36）「いいなぁ、こんな環境なかったですよ、僕が高校生の時は。暗転します。ライトあります。音響あります。すごいな」    

解説を務める元代表選手もうらやむ、プロさながらの演出を高校生たちが体験。

サポートする企業の狙いとは...。

2022年に初めて開催された、バスケットボール「U18日清食品トップリーグ」。

全国トップレベルの男女それぞれ8校が参加し、8月から11月末にかけて、1試合総当たりのリーグ戦形式で、U18世代最強チームを競った。

これまで高校生の主要大会といえば、“負けたら終わり”のカップ戦。

リーグ戦形式にすることにより、多くの選手が出場機会を得るなどの効果が期待されている。

福大大濠・川島悠翔選手「みんなポテンシャル高くやっていて、自分も途中けがをして出られない試合も2、3試合あったが、（チームは）勝っていたので、自分が加わりもっといいチームになるよう、これからも練習していきたい」

仙台明成・片原飛斗選手「1・2年生がこの大会通して、経験する時間があったので、ことしだけではなく来年のチームもすごい力が伸びてきていると思う」

仙台明成・佐藤久夫ヘッドコーチ「一定期間の内にゲームを繰り返しできる。このリーグ戦が終わり、リーグ戦に出なかったチームと試合をやり、『やっぱり成長してるな』というのがあればいい」

日清食品HD・米山慎一郎執行役員    「世界で戦うトップレベルの選手が日本から出てくるのはすごい喜ばしいことだと思うんですけど、それをかなえるには、裾野を。若い世代の裾野をボトムアップすることが大事だと思うので、そういうところから、わたしたちが若年層のスポーツを応援するということを積極的にやりたいなと思っています」

試合会場は、赤を基調とした派手な装飾で施され、プロの試合のような音響効果や、アナウンス。

そして、「カップヌードルをぶちまけたようにしかみえない」と話題となった“モップヌードル”など、“日清ならでは”のアイデアが大会を彩っていた。

福大大濠・片峯聡太ヘッドコーチ「もうぜいたくだと思います。だからこそ我々はプレーで恩返ししないといけない。バスケットボールの価値を高める発信をしていかなければいけない」

日清食品HD・米山慎一郎執行役員「わたしたちのマーケティングは、ほかにはないもの、もともとチキンラーメンは世の中になかったものですから。そういうDNAがあるので、こういう一つのイベント、大会をとっても、ほかにはない大会にしたいというのが強くて、そういう意味ではハーフタイムであったり、選手の入場の仕方であったり、そういうところもJBAさんと一緒に一からくみ上げてきました。一つだけ際だった大会にしたいと思っているので、もっともっとエンターテインメントに、NBA目指してやっていきたいと思っています」、「企業がお金を出しスポンサーするだけでは、いいブランディングとか、いい育成はできない。選手・指導者の方と一緒になり、協会とも一緒になりやっていくことに非常に価値がある。彼らが喜ぶことを一緒に同じ目線でやっていければと思っている」

さらに、今回のような演出で、若い選手たちの体験を高めることは、マーケティングにおいても、大きな効果があるという。

日清食品HD・米山慎一郎執行役員    「ブランドインプリンティング効果というんですかね。皆さんも覚えがあると思うが、自分の好きなことをやっている時、例えば冬に家族でスキーに行ったり、そんな時に食べたカップヌードルってすごく印象に残っていると思う。本当に一生懸命やってる高校生の部活にカップヌードルが寄り添うのは、僕たちの中では最高のマーケティング効果だと思っているので、そういう意味合いももちろんあります」、「（中・長期的にサポートする意味について）単発でイベント的にやるのではなく、選手だけではなくて、例えば指導者、それから社会、そういうものがバスケットボールをもっともっと盛り上げていく。そういうところを目指すとなると、中・長期的に時間がかかるものだと思うので、短期ではなく長期でやっていきたいという思いがすごく強いですね。長期的にいくと、わたしたちのブランドはカップヌードルがもう50年を超えるブランドで、チキンラーメンは65周年を迎えるブランドになっています。100年たっても鮮度のあるブランドというのを我々はどうしたら実現できるか、ということでコマーシャルを工夫しているんですけど、長期的にやることで、そういうブランディングも可能になっていくんじゃないかなと思っています」"
鴻海への罰金「間もなく」、中国半導体企業への出資巡り＝関係筋,経済,"[台北 １９日 ロイター] -     台湾の電子機器受託生産世界最大手である鴻海精密工業を巡り、中国半導体メーカーへの出資が許可を得ていなかったとして台湾当局が罰金を科すと発表した問題で、事情を直接知る関係筋は１９日、罰金は間もなく科される見通しだと明らかにした。

米アップルのサプライヤーである鴻海は今年７月、経営再建を進めている中国半導体大手の紫光集団に出資していることを明らかにしたが、今月１６日夜に紫光集団の保有株式全てを売却することに同意したと発表。台湾当局は１７日、鴻海に罰金を科すと発表した。

台湾では全ての対外投資に承認の必要があるが、この取引は承認されていなかった。また、企業が中国で最先端半導体工場を建設することを禁止している。

関係筋はロイターに対し「たとえ後になって出資が引き揚げられたとしても、出資していたという事実はある。鴻海が罰せられるのにそれほど時間はかからないはずだ」と述べた。

鴻海はコメントを控えた。

紫光集団に出資引き揚げに関するコメントを求めているが、回答は得られていない。"
渋谷に全9室のサウナ施設「渋谷 SAUNAS」開業へ　「サ道」タナカカツキ氏が監修,経済,"東急不動産は12月23日、マンガ&エッセイ「サ道」著者で、サウナ・スパ協会公認の日本サウナ大使のタナカカツキ氏が総合プロデュースを手がけたサウナ施設「渋谷 SAUNAS（シブヤサウナス）」を東京の渋谷桜丘エリアに開業する。設計はSNARKの山田優氏が担当した。

【画像】渋谷に全9室のサウナ施設「渋谷 SAUNAS」開業へ　「サ道」タナカカツキ氏が監修"
〔東京外為〕ドル、136円台前半＝共同声明改定否定で持ち直し（19日正午）,経済,"19日午前の東京外国為替市場のドルの対円相場（気配値）は、日銀の大規模緩和策修正への思惑などを背景に1ドル＝135円台後半まで下押す場面があったが、松野博一官房長官が政府・日銀の共同声明改定を巡る報道を否定したことを受け、136円台前半に持ち直した。正午現在は、136円29～33銭と前週末（午後5時、137円21～21銭）比92銭のドル安・円高。
　前週末の海外市場では、米国時間序盤に137円30銭台まで上昇した後、12月の米購買担当者景況指数（PMI）が市場予想を下回ったことを受け、売り優勢に転じた。景気後退懸念からリスクオフムードが広がり、一時136円20銭台まで水準を切り下げた。
　週明けの早朝は政府・日銀による「2％物価目標」を明記した共同声明の見直しに関する報道が出たことを受け、一時135円80銭前後まで売られるなど軟調に推移。ただ、この水準では買い戻しが入り、東京時間は136円50銭台で始まった。米景気後退への懸念が強まる中でドル売りが先行し、午前11時すぎには135円70銭台まで軟化。しかし、松野官房長官が共同声明の見直しを否定したことが伝わり、正午に向けては136円30銭前後に買い直された。
　市場では、「あすまで開催される日銀金融政策決定会合の結果と黒田総裁のその後の会見を控え、上値が重い」（外為仲介業者）との見方が出ている。こうした中、「日銀の政策修正に対する海外勢の関心が集まっており、（結果次第で）ドル円が乱高下することもあり得る」（大手証券）との警戒感が浮上していた。
　ユーロは朝方に比べ対円で横ばい、対ドルでは上昇。正午現在は、1ユーロ＝144円59～60銭（前週末午後5時、145円89～90銭）、対ドルでは1．0608～0609ドル（同1．0632～0632ドル）。"
VWのオープンカーにマット塗装の限定車,経済,"フォルクスワーゲンは12月14日、小型オープンSUVの『Tロック・カブリオレ』（Volkswagen T-Roc Cabriolet）に、欧州で「エディショングレー」を999台限定設定すると発表した。2023年2月から納車を開始する予定だ。

写真：VW Tロック・カブリオレ の「エディショングレー」

◆インジウムグレーの特別なマット塗装
エディショングレーには、インジウムグレーの特別なマット塗装を採用した。グロス塗装ではなく、つや消しのクリアコートが施される。これにより、従来のクリアコートと同じレベルの保護性能を可能にし、とくに紫外線や石跳ねに対する耐久性が向上するという。

エディショングレーは、「Rライン」をベースに、ブラックのアクセントを追加した。ブラックのトリムストリップとドアミラーカバー、ブラックのリアスポイラーを備えたブラックスタイルデザインパッケージを装備している。ドアハンドルとリアのエンブレムは、ディープブラックで仕上げた。グランジヒルデザインのブラック塗装の18インチアルミホイールが、足元を引き締めている。

装備を充実させているのも、エディショングレーの特長になる。ディスカバーメディアナビゲーションシステムは、ストリーミングやインターネット接続が可能。ヒーター付きステアリングホイールなどをセットしたウィンターパッケージやリアビューカメラシステムも標準装備する。「IQ LIGHT」には、高度なメインビーム制御をはじめ、LEDマトリックスヘッドライトのダイナミックライトアシストが付く。

◆電動ソフトトップは9秒で開閉可能
日本市場にも導入されている『Tロック』のオープン版が、Tロック・カブリオレだ。フォルクスワーゲンブランドの現行ラインナップでは、唯一のカブリオレとなる。オープントップのクロスオーバー車として、SUVの堅牢性とコンバーチブルの楽しさを融合させた、と自負する。スイッチ操作によって、およそ9秒で開閉できる電動式の3層ファブリックソフトトップを標準装備した。

ドイツ本国仕様のパワートレインは、1.0リットル直列3気筒ガソリンターボ「TSI」（最大出力110ps）と、1.5リットル直列4気筒ガソリンターボTSI（最大出力150ps）の2種類だ。トランスミッションは6速MTを基本に、7速デュアルクラッチを設定している。

第3世代の「モジュラーインフォテインメントツールキット（MIB3）」を採用した。これにより、さまざまなオンラインベースの機能やサービスが利用できる。例えば、「We Connect Plus」サービスは、標準パッケージの一部として、ヨーロッパでは1年間無料付帯する。これにより、自然言語によるオンライン音声コントロールやストリーミングサービスが利用できる。必要に応じて、Apple「CarPlay」やグーグル「AndroidAuto」を「App-Connect Wireless」を通じて、ワイヤレスで制御システムに統合することも可能だ。

◆210km/hまでの幅広い速度域で部分自動運転が可能
最新の先進運転支援システム（ADAS）として、「フロントアシスト」と「レーンアシスト」を標準装備する。さらに、新たに「IQ.DRIVE」の「トラベルアシスト」と「プレディクティブクルーズコントロール」を採用した。トラベルアシストは、部分自動運転システムで、0～210km/hという幅広いスピード領域において、部分的な自動運転を可能にする。

210km/hを上限に、ドライバーのステアリング、ブレーキ、加速の各操作をアシストする。車両の制御システムは、車両のフロントのカメラからの信号とGPS、地図データを統合することにより、制限速度の情報、境界標識、ジャンクション、ラウンドアバウトを組み込むことができる、としている。"
SEVENTEEN バーノン、1stソロミックステープ「Black Eye」コンセプトフォトを公開,エンタメ,"SEVENTEENのバーノンが、デビュー後初のソロミックステープのコンセプトフォトで注目を集めている。

本日（19日）0時、所属事務所のPledisエンターテインメントは、バーノンの1stソロミックステープ「Black Eye」のコンセプトフォトを公開した。赤色の背景の前で強烈な眼差しとダークな雰囲気を見せる彼の姿が目を引く。

特に目の周りのあざあタフなスタイリングで、セクシーで反抗的な雰囲気を漂わせており、今回の音楽を通じてどのような新しい姿を披露するのか期待を高めている。

「Black Eye」は、無心に投げかけるように歌ったボーカルと軽快なバンドサウンドが調和したポップパンクジャンルの楽曲だ。バーノンは作詞に参加してストレートな歌詞を表現しただけでなく、作曲にも参加した。



これに先立って彼は、イギリス出身のシンガーソングライターであるチャーリーXCX（CHARLI XCX）とのコラボ曲「Beg For You」のリミックスバージョンに続いて、Balming TigerのメンバーOmega SapienのEP「Wuga」の収録曲「Wrecker」にフィーチャリング参加するなど、幅広い音楽活動を展開してきた。また、今回のミックステープの作詞・作曲に参加することで、真のアーティストとして着実に成長している。

「Black Eye」は23日午後2時、各音楽配信サイトを通じてリリースされる。"
アンジェリーナ・ジョリー、UNHCRの特使退任を報告 難民の支援活動は違う形で継続へ,エンタメ,"アンジェリーナ・ジョリーが、20年以上務めたUNHCR（国連難民高等弁務官事務所）の特使を退任したことを発表した。

【写真】UNHCR特使を務めたアンジェリーナ・ジョリー

インスタグラムの投稿によると、「私はUN（国連）が行っている多くのこと、特に緊急支援を通して救っている命について信じています。UNHCRには日々、人々の生活に変化をもたらしている素晴らしい人たちがたくさんいます。難民は、私が世界で最も尊敬している人々です。残りの人生も彼らと働くことに尽くします」とのこと。


UNHCRは公式ホームページにアンジェリーナとの共同声明を掲載。その中で、アンジェリーナは「20年間、国連のシステムの中で働いてきて、これまでとは違う形で活動する時期だと感じました」とつづっている。具体的には、「難民や現地の機関と直接的に関わり、解決に向けての支援活動を行いたい」と表明した。フィリッポ・グランディ国連難民高等弁務官はアンジェリーナのこれまでの奉仕活動や尽力に感謝し、アンジェリーナの決断を支持すると述べている。

アンジェリーナは2001年にUNHCRの親善大使となり、2012年に特使に任命された。21年の間に60回以上現地訪問を行ったという。

ツイッターでは「アンジェリーナのおかげで、世界中の人々が直面している問題について多くの多くのことを学びました。彼女の働きとコミットメントは、人を元気付け、称賛されるものです」「20年以上も！　これからの活動にも期待しています」などアンジェリーナを労う声が多数寄せられている。"
星街すいせい、ナナホシ管弦楽団による新曲「ソワレ」配信,エンタメ,"VTuberグループ“ホロライブ”所属の星街すいせいが、ニュー・シングル「ソワレ」をリリースした。

その他の画像

　12月18日に新衣装お披露目配信を行った星街。そこで情報解禁された同曲は、作詞作曲および編曲にナナホシ管弦楽団を迎えた新曲で、2023年1月25日にリリースされる2ndアルバム『Specter』にも収録される。

　2021年9月にリリースされた1stアルバム『Still Still Stellar』に続く2ndアルバム『Specter』は、すでに配信済みの「TEMPLATE」「灼熱にて純情(wii-wii-woo)」「放送室」「ソワレ」をはじめ、制作陣にAyase、じん、宮田'レフティ'リョウらを迎えた新曲含む、計11曲を収録している。


◎リリース情報
シングル「ソワレ」
2022/12/19 RELEASE

◎リリース情報
アルバム『Specter』
2023/1/25 RELEASE
＜トラックリスト＞
01. 灼熱にて純情(wii-wii-woo)
02. TEMPLATE
03. みちづれ
04. 褪せたハナミドリ
05. TRUE GIRL SHOW
06. 放送室
07. デビュタントボール
08. 7days
09. Damn Good Day
10. ソワレ
11. Newton"
芸能リポーター・前田忠明さん、くも膜下出血のため死去　81歳　自宅で転倒し救急搬送,エンタメ,"芸能リポーターの前田忠明さんが、9月にくも膜下出血のため亡くなっていたことが分かりました。81歳でした。

前田さんは、9月28日午後2時20分ごろ東京都内の自宅マンションで転倒し、病院に救急搬送されましたが午後4時30分ごろに、くも膜下出血のため亡くなったということです。

前田さんは長年、芸能リポーターとして活躍し、“前忠（まえちゅう）”の愛称で親しまれていました。葬儀は、親族のみで執り行われたということです。"
厚切りジェイソン、欲しいものは「高級なものは何もいらない」,エンタメ,"タレントの厚切りジェイソン（３６）が１９日、都内で「年間書籍三冠達成イベント」を開催した。

　昨年１１月に発売した著書「ジェイソン流お金の増やし方」は、投資や貯金についての丁寧な説明が反響を呼び、電子書籍を含めて５５万部を突破。「オリコン」「ＴＳＵＴＡＹＡ」「楽天ブックス」の年間ランキングで１位を獲得し、“３冠”を達成した厚切りジェイソンは「売り上げよりも、多くの人の役にたてば、うれしいだけですよね」とほほ笑んだ。

　ゲストで登壇した井上咲楽に投資のススメをする中、それぞれ「“お金”を得たらやってみたいこと」を発表。井上は「自動販売機」と即答。「ずっと憧れていて。外で自動販売機で飲み物を買うことがないので、家にあったらなって。昆虫食が好きなので、たがめサイダーとかいいですね」と話すと、厚切りジェイソンは悩んだ末に「もう欲しいものは全部持っているので、何も欲しくない」とコメント。「（ペットの）インコと一緒に遊べるような遊具を作るかもしれないですけど、それも木を買ってきて自分で作ったりしますね。高級なものは何もいらないですね」と回答していた。"
“ゼッタイに不倫させる女”鶴嶋乃愛、不敵な笑みで妻帯者を誘惑　ドラマ『あなおと』ポスター＆予告編公開,エンタメ,"俳優の鶴嶋乃愛と村井良大がW主演する、MBSドラマ特区『あなたは私におとされたい』（来年1月5日スタート、毎週木曜　深0：59）のポスタービジュアルと予告編が公開された。

【動画】鶴嶋乃愛が妻帯者に迫る…ドキドキの30秒予告編　

　マンガ配信サービス「サイコミ」で連載中の同名漫画（作画：梅涼／原作：宮口ジュン）を実写化。ゼッタイに不倫しない男×ゼッタイに不倫させる女の駆け引きを描くサスペンスストーリー。

　連ドラ初主演となる鶴嶋が、証券会社の新人社員・立花ノアにふんし、妖艶な魅力で会社の“おしどり夫婦”を崩壊させていく。村井はノアに翻ろうされる相澤直也役。その妻・夏菜は宇垣美里が演じる。このほか、内藤秀一郎、佐藤友祐（lol-エルオーエル-）、マーシュ彩、染野有来らが共演する。 

　解禁されたポスタービジュアルでは、原作の表紙でもモチーフとなっている紫の蝶が舞う中、“ゼッタイに不倫させる女”ノアが、不敵な笑みを浮かべる。その周囲に、直也、夏菜らがそろった。

　また、予告映像では「欲望って、持ち主にすっごく忠実なんですよ」という魅惑的なノアのセリフとともに、戸惑う直也の姿や、夫に不信感を募らせる夏菜らが描写され、それぞれの関係性の危うさを予期させる仕上がりとなった。

　オープニング主題歌はフィリピン出身シンガー・Beverlyの「Swamp!」、エンディング主題歌は3人組グループ・THREE1989の「幸福論理」に決定。ともにドラマのために書き下ろされた。

　MBSテレビのほか、関東地区ではテレビ神奈川、チバテレ、とちテレ、テレ玉、群馬テレビで放送される。

■あらすじ
証券会社勤務の相澤直也（村井良大）は同じ会社で働く妻・夏菜（宇垣美里）と社内結婚。2人は会社でも“おしどり夫婦”として有名だった。そんなある日、直也の働くライト証券新宿支店に配属された新入社員の立花ノア（鶴嶋乃愛）。若く妖艶なノアは直也を誘惑し、直也も彼女の色香に翻ろうされるも、信頼できる部下・平野恭介（内藤秀一郎）に相談しながら断り続ける。それでも、ノアはあの手この手で直也を罠にかけていく。
一方、銀座支店で働く直也の妻・夏菜は、新入社員の大村ユリカ（マーシュ彩）、小山みゆき（染野有来）との向き合い方に悩んでいた。夫への不信感から直也には素直に相談できず、だんだん部下の皆木蒼（佐藤友祐）を頼りにするようになっていき…。"
「鎌倉殿の13人」平均視聴率は12.7％！12月29日に総集編放送,エンタメ,"18日に最終回を迎えた大河ドラマ「鎌倉殿の13人」の初回から最終回までの平均視聴率は世帯が12.7％、個人が7.6％だった（※数字は関西地区・ビデオリサーチ社調べ）。

【画像】最終回、衝撃のクライマックス

　本作は、鎌倉時代を舞台に、野心とは無縁だった伊豆の若武者・北条義時（小栗旬）が武士の世を盤石にした二代執権に上り詰めていく物語。脚本を、大河では「新選組！」（2004）、「真田丸」（2016）などを手掛けてきた三谷幸喜が担当した。18日放送の最終回・48回「報いの時」は15分拡大で放送。オープニングには来年1月8日スタートの大河ドラマ「どうする家康」の松本潤演じる主人公・徳川家康が登場するサプライズも。義時の近しい人物たちの思惑が義時の最期に帰結していく、衝撃的な展開が反響を呼んだ。タイトルのほか「三谷幸喜」「大河ドラマ」「報いの時」「八重さん」「終わり方」「徳川家康」など複数の関連ワードがTwitterトレンド入りした。"
Peel the Apple、新メンバーオーディション開催,エンタメ,"Peel the Appleの新メンバーを募集するオーディションが開催される。

Peel the Appleは、2019年12月から約半年にわたって行われた26時のマスカレイドの新メンバーオーディションから派生したアイドルグループ。Peel the Appleが新メンバーを募集するのは2年ぶりとなる。リーダーである松村美月はホームページにて「この度、Peel the Apple新メンバーオーディショを開催させて頂くことになりました。私たちと一緒に大きな目標に向かって頑張ってくれる熱い気持ちを持った方、ぜひご応募お待ちしています。一緒に夢を叶えましょう！」とコメントしている。

新メンバーは書類選考ののち面接、実技や配信審査を経て決定する。募集期間は1月12日まで。"
『ヒルナンデス！』滝菜月アナ＆篠原光アナ卒業　後任には入社1年目・浦野モモアナを抜擢,エンタメ,"情報バラエティー番組『ヒルナンデス！』（日本テレビ系／毎週月曜～金曜11時55分）のアシスタントを務める日本テレビの滝菜月アナウンサーと篠原光アナウンサーが、12月末をもって番組を卒業することが19日の生放送で発表された。

【写真】後任に抜擢された入社1年目・浦野モモアナウンサー


　滝アナは5年2ヵ月、篠原アナは1年8ヵ月の期間、番組アシスタントを務めた。滝アナは、産休・育休に入る。

　卒業にあたり滝アナは「番組をサポートすることが私の役割ですが、振り返ってみると、人生の恩師であり父の様な存在の南原さん、いつも周りを笑顔にさせる出演者の皆さん、陰で入念な準備をしているスタッフ、何よりロケ先やテレビの前で温かく見守ってくださった視聴者の方々に、私の方が支えられ、日々楽しいお昼を過ごしていた様に思います」と感謝のコメント。

　篠原アナも「担当コーナーでは、街頭インタビューで大勢の方にご協力頂きました。インタビューで伺うお話一つ一つに驚いたり、笑ったりしながら、私自身も元気をいただいていたように思います」と振り返った。

　後任として、入社1年目の浦野モモアナウンサーが2023年1月5日より登場する。

　『ヒルナンデス！』は、日本テレビ系にて毎週月曜～金曜11時55分放送。

※コメント全文は以下の通り"
Ｍ-１で「枚方大菊人形」ネタに反響…ハイツ友の会ら参加のイベントが開催,エンタメ,"「吉本興業」の新入社員が発案・企画したライブをおこなうプロジェクト『ニューシャインプロジェクト２０２２』が１２月２１・２２日の２日間、「森ノ宮よしもと漫才劇場」（大阪市中央区）で開催される。『Ｍ-１』『ＴＨＥ Ｗ』などの賞レースで活躍した人気芸人らが登場する。

【画像】『M-1』敗者復活、唯一の女性コンビ…ハイツ友の会

「お笑い・エンタメに新しい光を」という２つの意味を込め、吉本の新入社員がはじめて企画立案をする同イベント。

２１日には、先日おこなわれた『Ｍ-１グランプリ２０２２』の敗者復活戦でトリを務めたマユリカはじめ、今年の『キングオブコント』ファイナリストのニッポンの社長らが参加する『真のセンスあるヤツはだれだ！～オシャレｖｓダサい芸人対決～』では、「クリスマスの初デート」をテーマに勝負私服を披露し、最後は観客投票で順位を決めるという参加型イベントとなっている。

また２２日は、『Ｍ-１』敗者復活戦で、かつて「ひらかたパーク」で展示されていた「枚方大菊人形」のネタを披露し、「全国ネットで伝わらんリスク負ってもこのネタする度胸が最高」「まさかの枚方大菊人形ネタｗ」などの反響を呼び、関連ワードがトレンド入りを果たしたハイツ友の会や、女芸人Ｎｏ.１決定戦『ＴＨＥ Ｗ』の王者・天才ピアニストなど、注目の芸人ら５組による寄席イベントも。

チケットは当日各１５００円（合計４公演）、ＦＡＮＹチケットにて発売中。"
滝菜月アナ、産休のため「ヒルナンデス！」卒業　1月から入社1年目・浦野モモアナが就任,エンタメ,"日本テレビの滝菜月アナウンサーと篠原光アナウンサーが、12月末をもって「ヒルナンデス！」（毎週月曜～金曜、午前11時55分）を卒業することが19日放送の番組内で発表された。

【写真】「オードリーのNFL倶楽部」ではベンガルズ推し　満面の笑みの入社1年目・浦野モモアナ

　5年2か月の間アシスタントを務めた滝アナは、「見ている方のお昼が少しでも楽しく明るくなっていたらいいなと思いながら、5年2か月間、アシスタントとして全力で『ヒルナンデス！』に携わってきました。番組をサポートすることが私の役割ですが、振り返ってみると、人生の恩師であり父の様な存在の南原さん、いつも周りを笑顔にさせる出演者の皆さん、陰で入念な準備をしているスタッフ、何よりロケ先やテレビの前で温かく見守ってくださった視聴者の方々に、私の方が支えられ、日々楽しいお昼を過ごしていた様に思います。本当に本当にありがとうございました」と感謝した。

　また、現在第1子妊娠中であり、「残り1週間もよろしくお願いいたします。卒業後は産休・育休に入るので、『ヒルナンデス！』の一視聴者として楽しいお昼を過ごしたいと思います！」と今後についても明かした。

　約1年8か月間、アシスタントを担当した篠原アナは「こうして1日1日を積み重ねることができたのは、出演者の皆さま、スタッフ、そして何より視聴者の皆さまのおかげです。担当コーナーでは、街頭インタビューで大勢の方にご協力いただきました。インタビューで伺うお話一つ一つに驚いたり、笑ったりしながら、私自身も元気をいただいていたように思います」と振り返った。

　最後には「今後も、『ヒルナンデス！』で学んだ温かさや明るさを胸に仕事に臨みたいと思います。あと1週間、引き続きよろしくお願い致します！　改めまして、心から感謝申し上げます」とコメントした。

　また、2023年1月5日からは入社1年目の浦野モモアナウンサーにバトンが渡ることも発表された。"
滝菜月アナ、5年2ヶ月出演の『ヒルナンデス！』卒業＆産休へ　後任は入社1年目・浦野モモアナ,エンタメ,"日本テレビの滝菜月アナウンサーが今月末をもって、アシスタントを務める同局お昼の情報番組『ヒルナンデス！』（月～金　前11：55）を卒業することが、この日の生放送で発表された。滝アナは5年2ヶ月にわたって出演し、卒業後は産休・育休入りする。

【写真】入社1年目・浦野モモアナにバトンタッチ

　滝アナは「見ている方のお昼が少しでも楽しく明るくなっていたらいいなと思いながら、5年2ヶ月間、アシスタントとして全力で『ヒルナンデス！』に携わってきました。番組をサポートすることが私の役割ですが、振り返ってみると、人生の恩師であり父の様な存在の南原（清隆）さん、いつも周りを笑顔にさせる出演者の皆さん、陰で入念な準備をしているスタッフ、何よりロケ先やテレビの前で温かく見守ってくださった視聴者の方々に、私の方が支えられ、日々楽しいお昼を過ごしていたように思います。本当に本当にありがとうございました。残り1週間もよろしくお願いいたします」と感謝を述べる。

　「卒業後は産休・育休に入るので、ヒルナンデス！の一視聴者として楽しいお昼を過ごしたいと思います！」とコメントを寄せた。

　また、1年8ヶ月の同じくアシスタントを担当した篠原光アナも同じタイミングで卒業。篠原アナは「こうして1日1日を積み重ねることができたのは、出演者の皆さま、スタッフ、そして何より視聴者の皆さまのおかげです。担当コーナーでは、街頭インタビューで大勢の方にご協力いただました。インタビューで伺うお話一つひとつに驚いたり、笑ったりしながら、私自身も元気をいただいていたように思います。今後も、『ヒルナンデス！』で学んだ温かさや明るさを胸に仕事に臨みたいと思います」と力強く語っている。

　なお、後任は入社1年目の浦野モモアナが起用された。"
厚切りジェイソン「欲しいものは全部持ってる」本の印税も地味な投資に「将来の自由のため」,エンタメ,"お笑い芸人の厚切りジェイソンが19日、都内で行われた『厚切りジェイソン年間書籍三冠達成イベント～今年一番売れた本～』に登場。著書の大ヒットによる印税の意外な使い方を明かした。

【写真】キュート！白ニット×ふんわりお団子ヘアで登場した井上咲楽

　昨年11月に発売した『ジェイソン流お金の増やし方』は、「オリコン年間BOOKランキング2022」、「TSUTAYA 2022年年間ランキング書籍販売総合ランキング」、「楽天ブックス2022年年間ランキング和書部門」で1位を受賞。どうしたらお金を増やすことができるか悩む人々へ、簡単にできる節約や投資術をまとめた内容となっている。

　「投資でお金が増えた今、欲しいものは？」と聞かれたジェイソンは「こんな事言うと嫌われるかも知れませんが…」と言いつつ「欲しい物は全部持っているというか、何も欲しくない。現状に満足している」と打ち明ける。

　長い間、高いものは買っていなかったというが、「今年に入って中型インコを買いまして、インコとの時間が一番の楽しみ」と打ち明ける。「高級なものは何もいらないんです。本の印税も何に使うんですかと聞かれるんですけど、地味な投資に回すだけです」と印税の使い道も明かした。

　ゲストで登場した井上咲楽が、「じゃあお金貯めてしたいことは？」と聞くと、ジェイソンは「今は特にないんですけど、将来起業したりとか、支援したい団体に出会うとか、娘たちが会社を立ち上げるとか、将来の自由を持つために今は貯めている」と語っていた。"
【M-1】性教育YouTuber、ウエストランドの“毒舌ネタ”に複雑「たとえネタだとしても…」,エンタメ,"“漫才日本一”を決める「M-1グランプリ2022」の決勝が18日、東京・六本木のテレビ朝日で行われた。7261組の頂点に立ったウエストランドが第18代王者に輝いた。毒舌漫才で大いに盛り上がったが、性教育YouTuberのシオリーヌが複雑な心境をツイッターにつづっている。

【動画】「私ももらい泣き」…ウエストランドの優勝に号泣する三四郎・小宮の姿

　タイタン所属のウエストランドは井口浩之と河本太で2008年に結成されたコンビ。決勝で披露したネタは「あるなしクイズ」に絡め、いろいろなものを毒でぶった切る漫才。「アイドルは“向上心”が強いから他人を蹴落とす」「警察に捕まり始めている」と井口の偏見が入ったボケに会場は大爆笑だった。

　YouTuber側は複雑な心境のようだ。性教育YouTuberのシオリーヌはツイッターに「『YouTuberって言うと”トラブル起こしそう”と嫌がる大家さん多いので…』と不動産屋で渋い顔されてきた立場なので、たとえネタだとしても『YouTuberは逮捕される』とか言われると胸がザワっとしてしまう」とツイートした。

　このネタにネット上では「井口さんのキャラクターありきで笑えるネタだよなーって思ってる」「みんな心の中で確かにとか思ってる」「YouTuberもアイドルも、悪いやつは悪いやつ」「言い回しツボすぎて手叩いて喜んだ」などの声が寄せられている。"
