title,category,text
今年の冬も「大雪に注意！」 備えておくべき準備＆装備は何が必要？ 雪道運転で気をつけるべきコトとは,経済,"寒さが一段と強まり、いよいよ本格的な冬が到来しました。気象庁の長期予報によれば、2023シーズンの冬はラニーニャ現象が続いていることから日本海側で大雪の恐れともいわれています。
　
　降雪地帯にドライブに出かける際は、十分な準備したほうが良さそうですが、どのような対策をすれば良いのでしょうか。

【画像】なんだこれは…!? 雪が積もりすぎたバスが凄い！ SNSで話題となった衝撃画像を見る！（21枚）雪道といえば欠かせないのが、冬用タイヤと滑り止めですが、両方の対策をしていく人は少ないかもしれません。

　高速道路で冬タイヤ規制が実施された場合には、どちら一方があれば通行することが許さますが、その一方で安心というわけではありません。

　スタッドレスタイヤは、凍結路、圧雪路走行のための性能を備えていると同時に、ある程度は深雪を走行することができるように考えられています。

　また、スタッドレスタイヤの寿命は3年から4年といわれています。交換時期の目安として減り具合を確認することである程度の判断が可能です。

　減り具合は、溝の間にあるプラットフォームという小さな壁のような部分がトレッド面と同じ高さになっていたら交換時期だといえます。

　新品のスタッドレスタイヤを履いた場合は、最低でも100km程度の慣らし運転をすることが理想で、昨今のタイヤは新品でもある程度の効果が出るように工夫されていますが、十分な性能発揮とまではいかないため、注意が必要です。

　また、スタッドレスタイヤを履いたからといって完璧なわけではありません。

　一気に何十cmも積雪があった場合は、スタッドレスタイヤでも運転が難しいこともあり、深雪に対してはタイヤチェーンが有効な対策です。そのため、雪道に運転に不慣れな人ほど、両方用意する方が得策でしょう。

　タイヤチェーンは氷雪路のみならず、深雪を掻くことでクルマの前進を可能にしてくれますが、それはあくまでも車両の最低地上高を超えない積雪量での話で、あまりに積雪が多い場合は車両の下に雪が入ってしまい、亀の子状態で前進できなくなります。

　そんなときに役立つのが、除雪用スコップで、ホームセンターなどで販売されており、樹脂製やアルミ製のものが軽量で使いやすくなっています。

　降雪地帯に行く場合に1本積んでおけば、駐めてあった車両の周囲に積もった雪をどかすときなど、何かと重宝します。

　また側溝に脱輪してしまった場合などは、スコップで溝に雪と石を詰めてスロープを作ってやれば、意外と簡単に脱出することができます。

　亀の子スタック状態になって、スコップで除雪しても脱出できないときに、大いに役立ってくれるのがけん引ロープです。

　これ1本あれば、自車や他車問わず、2台のクルマがあればレスキューが可能で、けん引ロープにはいくつかのタイプがありますが、伸縮式のクッションロープであれば、ある程度の助走をつけてレスキューすることができます。深雪にはまったクルマを助けるときに威力を発揮してくれます。

　またけん引ロープには、破断張力というけん引時にかかる力のキャパシティがあり、一般的な乗用車であれば3t以上、SUVやクロカン4WDなどで使う場合は5t以上の張力があるロープであれば安心です。

　ちなみに車種によってはけん引ロープをけん引フックに直接付けられない場合もあるため、そのときは別途でU字シャックルという金具が必要になります。事前に確認しておきましょう。

※　※　※

　また、ガソリンはこまめに満タンにするように心がけたいものですが、ディーゼル車の場合は出発地で軽油を満タンにするのはやめておきましょう。

　これは地域によって軽油の特性が異なるからで、1月から3月は本州の寒冷地では「3号」、北海道は「特3号」といって凝固を防ぐ添加剤が混ざられた軽油が販売されています。

　エンジンオイルも凍結する可能性が考えられ、粘度が0w、5w、10wであれば寒冷地でも粘度が上がりすぎることはありません。

　さらにウォッシャー液のチェックも忘れずにしておきましょう。低温に地域に行く場合、ウォッシャー液は原液で入れるのが良く、水で薄めてしまうと凍結して出なくなることがあります。"
不眠症アプリで注目「サスメド」の株価上昇の本番はこれから【笑顔でMake Money！】,経済,"【笑顔でMake Money！】

　某紙に、「ユーロシステムは720兆円相当の債券を保有。インフレ率は決して上昇しない事を前提にした、ギャンブルに興じたヘッジファンド」とのコラムが掲載されていた。

　日銀も全く同じ状況で、次期総裁はこのほとんど不可能ともいえる難問解決..."
「チャーム・ケア・コーポレーション」高齢化ニッポンで着実に成長！【Z世代のための株式投資】,経済,"【Z世代のための株式投資】

　Z世代は、少子高齢化がかなりすすんだ状態で生まれた世代ですが、今後ますます日本は高齢化社会を迎えます。

　2020年現在で、総人口に占める65歳以上の高齢者比率は28.6％ですが、日本の将来推計人口では40年に35.3％、Z世代が高齢者に..."
円相場、132円55～55銭　20日午後5時現在,経済,20日の東京外国為替市場の円相場は、午後5時現在1ドル＝132円55～55銭と、前日（135円83～84銭）に比べ3円28銭の円高・ドル安となった。
貨物だけで初便就航「考えたこともなかった」特集・ZIPAIR西田社長に聞く中長距離LCCの勝ちどころ（2）,経済,"前回からの続き。日本航空（JAL/JL、9201）が100％出資する中長距離LCCのZIPAIR（ジップエア、TZP/ZG）が就航したのは2020年6月3日。まだ新型コロナウイルス感染症（COVID-19）の影響が大きく、1路線目の成田－バンコク（スワンナプーム）線は旅客便を運航できず、ボーイング787-8型機（2クラス290席）に貨物だけ積む貨物専用便としてスタートした。

【写真】ZIPAIRの787のフルフラットシート

　しかし、西田真吾社長は貨物便でスタートすることは、考えてもみなかったことだという。インタビュー第2回は、コロナの影響について聞いた。

◆考えたこともなかった貨物便

── 2020年6月3日に1路線目の成田－バンコク線が就航。当初は貨物便としてスタートした。

　西田社長：直前までそんなことを考えたこともなかった。わぁ、コロナだ、訓練は進めなければいけない、この先のパイロットや客室乗務員の入社予定も決まっている──、という状況だった。

　きれい事のように聞こえるかもしれないが、当時テレビで酒造メーカーが手指消毒用のアルコールを作り始めたとニュースでやっているのを見て、我々も何かできることがあるんじゃないのか、という気持ちになった。

　ある部門長が「貨物でやりましょうよ」と言い、計算したら貨物でもペイできるし、訓練もできるので飛ばそう、となった。うちの客室乗務員1期生は、貨物便でお客さん役を交代でやりながら訓練していた。

　航空会社はみんなしんどかったと思うが、787は貨物が載せられて燃費が良いので貨物便で始めることができた。うちの社員たちは、しんどい時でも何かのチャンスだと前向きな発想をしてくれる人がいっぱいいるのがありがたいことだ。

　海外のように全便運休で待つ、という選択肢もあったが、結果的にはコロナが長引いた。あそこで踏ん切りつけなかれったらジリ貧になっていた、という怖さを振り返ると感じる。

　片道だけ旅客便というのもやっていたが、各国の航空当局に「片道でいいので旅客便をやらせてください」と担当者がお願いして、1つずつ開けていった。

── 乗客を乗せないよりは乗せた方が良いと。

西田社長：貨物で油代は取れていた。結果的には今年10月に日本の水際対策が緩和されてインバウンドがドバッと来た時に、その前から乗っていただいていたインフルエンサーとか、旅行好きの方が、ZIPAIRをSNSやYouTubeなどで宣伝してくれていた。

　このおかげで、我々は「はじめまして」ではなく、お客様にある程度は認知された状態で日本の国境が開いたのは大きかった。
　皆さんが旅行に行けなかった時に、そうした動画などで旅行に行った気分になろうと思ったら、「ZIPAIR、悪くないね」というのが広がっていったのかなと思う。

── コロナ前に採用が始まっていたが大変だったことは。

西田社長：まだ中長距離LCCがうまくいくかどうかわからない中、いっぱい応募いただいて入社してもらった人たちに、いきなり「ボーナスはこれしか出せない」といった状況になったのがしんどかった。家族持ちも少なからずいる。

　航空会社はみんな一緒、と言えればいいが、みんな生活がかかっている。

◆日本語コールセンターは日本へ

── 運航以外でコロナの影響を受けたのはどういう分野か。

西田社長：コロナ特有だったのは、コールセンターだ。一時期うちのコールセンターに電話がつながらないという状況になってしまっていた。海外にあるので、コロナの影響でビザが発給されず、日本語を話せるスタッフを増員できなかった。この時期にお客様にご迷惑をかけてしまった。

　そこで担当者が「日本語のコールセンターだけ日本に持っていきます」と言い、日本語の問い合わせは日本で対応するようになった。そこはリスクの大きさを感じた。

　海外だと政府が出社制限などをポーンと打ち出すと、それでコールセンターを運用できなくなってしまう。

── 1路線目の就航地がバンコクだったのは、JALが客室乗務員の基地を持っているなど大きな拠点だったからなのか。

西田社長：安心感はあるけど決め手ではなかった。貨物需要やコロナ後の旅客需要が太いことと、ETOPSを取らなければならないので成田－バンコク線で実績を積んだ。

　バンコクの委託先は、整備や旅客、グランドハンドリングなどJALのアセットを使っていない。ただ、何かあった時に我々がコロナで行けなくても、JALのスタッフに頼めたので安心はできた。（就航の決め手は）需要の太さだった。

　しかし、委託先を選ぶ際のノウハウが我々にはない。委託先を選定する際に「こういう所は見たほうがいいよ」「ああいう心配はした？」と、アドバイスをもらった。

　うちにはタイ語を話せる社員がいなかったので、JALのタイ人客室乗務員にタイ語講座をZoomで開いてもらった。

（つづく）"
東証、日興に売買停止処分　相場操縦、過怠金3億円も,経済,"東京証券取引所は20日、相場操縦事件に関与したSMBC日興証券のエクイティ本部に対し、来年1月16日から5日間の株式売買停止の処分を取ると発表した。併せて過怠金3億円を科すとともに業務改善報告書の提出も求めた。

　日興は大株主から株を買い取り、投資家に転売する「ブロックオファー」という取引で、対象銘柄の株価を安定させるため不正に買い支えていた。

　東証は、不公正な取引を防止するための審査態勢に不備があったと指摘。法令順守の徹底や経営管理態勢も不十分だったとした。"
量産車の性能で戦う「ハコ」の時代グループA。平凡なボルボが黒船となった大きな理由,経済,"1982年、世界のモータースポーツ界は大きな転換点を迎えていた。
車両規定が大きく変わり、ツーリングカーレースは量産車の基本性能で戦うグループA規定が適用された。
折しも、日本は排ガス対策明けでハイメカ、性能自慢の量産車が覇を競う形で割拠していたが……。

>>【画像14枚】カーナンバー22と23のランデブー走行。その後のJGTCスカイラインGT-Rでもおなじみとなったニスモ編隊。この当時は車両開発も兼ねベテラン/中堅ドライバーの登用による参戦体制を組んでいた。4バルブDOHCターボのハイメカニズムに期待は集まったが……

【 黒船の来襲、そして砕かれた自信からの再起】

　JTCシリーズ最終戦として開かれた富士インターTEC。ETCラウンドから招聘したワークスボルボ240Tの2台が、JTC最速、この年のチャンピオンBMW635を足元に寄せ付けることもなく圧勝してしまった。BMWは善戦したがボルボとは7ラップの超大差。

　日本車勢は、BTCCで先行実績のあった三菱スタリオンが、かろうじてBMWと同ラップの4位に食い込んでいたが、それでもBMWにはラップ遅れにされる寸前だった。　これは関係者、ファンにとって衝撃的な出来事だった。どう見ても平凡な実用セダン、ターボとはいえ2.1LSOHCエンジンのボルボに、メカ自慢の日本車勢がことごとく大敗するという、あり得ない出来事が起きてしまったのである。

　まさに黒船の来襲。平凡なボルボがなぜこれほどに強かったのか？

　この疑問はすぐに氷解することになる。グループA規定は、量産車の基本メカニズムで戦うことを前提としていたが、幅広くエントラントを募ることも視野に入れたため、レースに不向きな車両を持つメーカーでも参戦できるよう、使用パーツの追加公認制度が設けられていた。本来の目的は救済策だが、この制度を積極利用することで性能の引き上げが可能だったのだ。

　ジャガーXJ‐S、ローバー・ヴィテス、ホールデン・コモドアもこの手法でレース車としての戦闘力を備えていた。当然、日本車勢もこの手法にならうことになるのだが、本家のヨーロッパではさらに1歩進んだ領域に足を踏み入れていたのだ。



初出：ハチマルヒーロー 2016年 3月号 vol.34
（記事中の内容は掲載当時のものを主とし、一部加筆したものです）"
ニッポンが生み出した世界に誇る＜RS＞と＜R＞アルバム「究極&ファンな走りを実現する国産スポーティ」,経済,"世界のライバルたちと勝負できるモデルから走る楽しさを追求したスポーティな走りのモデルまで、専用チューンが施された国産のハイパフォーマンスモデルたちを紹介しよう。（Motor Magazine 2023年1月号より）

【写真はこちら】操る楽しさを極めるためのアイコンは、いつの時代も特別な存在であり続ける（全13枚）

日本の「R」や「RS」で直近でもっともホットなのは、シビック タイプRだろう。「タイプR」というのは、もともと初代NSXで究極の走行性能を追求した軽量かつ高性能版として1992年に初めて設定されたのち、95年にインテグラ、97年にシビックにも設定されて大人気を博した。FFの概念を覆す切れ味鋭いハンドリングや、突き抜けるように回る高回転型のエンジンは、たしかに印象深いものがあった。

そんなタイプRはやがてシビックのみとなり、FF量産車世界最速という使命が与えられた。新型は、後塵を拝している宿敵ルノーメガーヌR.S.を上回るべく、ニュルのタイム更新の準備を着々と進めているようだ。

スバルはレヴォーグとWRX S4に新たに設定されたのが、「STIスポーツ R」だ。いずれも現行のスバル車でもっとも高性能な同じFA24型エンジンを搭載しており、レヴォーグの場合は既存のCB18型搭載車とは一線を画する存在となっている。

トヨタではGRシリーズがスポーツカーブランドでGRスープラ、GR86 、GRヤリスの最上級グレードが「RZ」だ。参考までにGRスープラとGR86は下に「SZ」系があり、GR86では装備が差別化され、GRスープラはエンジンまで異なる。

GRヤリスは、別格的なRZに対して、見た目はRZとほぼ同じながら中身はノーマルのヤリスに近い、気軽に走りを楽しめるベースモデルという位置づけで、「RS」がラインアップされている。そもそも「R」といえば、真っ先に思い浮かべる自動車メーカーは、多くの人にとっておそらく日産のはずだ。現時点ではあまりRの名の付く車種は少ないが、「R」の象徴的存在であるスカイラインにはラインナップされている。

「400R」という名称は、スカイライン史上最高の400psを超えるエンジンをより印象づける「400」と、歴代の特別なモデルのみに与えられてきた、スカイラインにとっては「GT」よりも格上といえる「R」の称号を組み合わせたものだ。

そして、しめくくりはなんといってもGT-Rだ。究極な走行性能を追求し、スカイラインの中の高性能版ではなく、独立した車種となったのは周知のとおり。　

その圧倒的なパフォーマンスは高性能車を手がける世界の名だたるメーカーも一目置くほどで、登場から15年が経過してもなお強烈な存在感を発揮し続けている。世界でもっともメジャーな「R」である。（文：岡本幸一郎／写真：佐藤正巳、永元秀和、井上雅行）「GR（GAZOO Racing）」はトヨタ自動車が展開するモータースポーツ、スポーツカーブランドで、モータースポーツで培ってきた技術を市販車にフィードバックしたGRシリーズ。2019年に発売されたGRスープラはGRブランド初となるグローバルモデル。現在はGRヤリスやGR86、GRカローラをはじめ数多くのGRモデルをラインナップする。"
駅と電車内の迷惑行為ランキング　「扉付近で乗降の妨げ」「騒々しい会話」を上回った1位は？,経済,"全国の私鉄72社が加盟する日本民営鉄道協会（東京都千代田区）は12月20日、2022年度の「駅と電車内の迷惑行為ランキング」を発表した。アンケート調査の結果、「座席の座り方（詰めない・足を伸ばすなど）」が昨年の2位から、2年ぶりの1位となった。

【一覧】迷惑と感じる行為ランキング

　アンケートは駅と電車内でのマナー向上を目的に、同協会が1999年から実施している。今回の調査は10月1日～11月30日の2カ月間、インターネットで実施し、3305人から回答を得た。

　1位となった「座席の座り方」（34.3％）のうち、最も迷惑に感じる行為は「座席を詰めて座らない」（43.3％）、「座りながら足を伸ばす・組む」（23.4％）、「荷物や身体が隣の人にぶつかる」（15.2％）といった項目が上位になった。

　2位は昨年1位だった「騒々しい会話・はしゃぎまわり」（33.9％）がランクインし、3位は昨年と同じく「乗降時のマナー（扉付近で妨げるなど）」（27.0％）となった。

　「乗降時のマナー」のうち、最も迷惑に感じる行為は「扉付近から動かない」（58.7％）が最も多く、「降りる人を待たずに乗り込む」（19.7％）、「駆け込み乗車」（6.4％）が続いた。

　今年度のアンケートの特徴として、昨年6位だった「荷物の持ち方・置き方」が4位に上昇した。5位には「周囲に配慮せず咳やくしゃみをする」（昨年4位）、6位には同率で「スマートフォンなどの使い方（歩きスマホ・混雑時の操作など）」（同5位）、「ゴミ・ペットボトルなどの放置」（同7位）が続く結果となった。新型コロナウイルス感染症がまん延する中で、電車利用時に気になることも尋ねた。1位は「マスクの未着用者」（57.5％）、2位は「周囲の人の会話」（46.5％）、3位は「車内の換気」（38.3％）、4位は「隣の人との距離」（37.8％）、5位は「車内での飲食」（31.6％）という結果になった。

　駅や電車内でのマナーが以前に比べて改善されたと思うかと尋ねたところ、「変わらない」との回答が47.3％で最多となった。一方で、昨年に比べ「改善された」「やや改善された」の割合がそれぞれ増え、「やや悪化した」「悪化した」の割合は減少した。電車や駅の利用時に「うれしかった」「心が温まった」行為についても聞いた。「妊婦やお年寄り、怪我をしている方などに席を譲っていたこと」や、「駅員さん・車掌さんの温かい一言・アナウンス」「駅構内がきれいに保たれていること」などといった回答が寄せられた。"
ホンダブランド最強のV6搭載、SUV『パイロット』新型…米国で生産開始,経済,"ホンダの米国部門は12月16日、中型SUV『パイロット』新型の生産をアラバマ工場で開始した、と発表した。

写真：ホンダ・パイロット 新型

◆3.5リットルV6エンジンは最大出力285hp
パイロットは、『CR-V』をひと回り大型化したボディを持つ北米専用の中型SUVだ。このパイロットが7年ぶりにモデルチェンジを行い、4世代目となる新型が登場した。

新型パイロットには、「トレイルスポーツ」が設定される。ホンダの米国向けSUVやピックアップトラックに、オフロード仕様車として設定される新シリーズが、トレイルスポーツだ。第一弾には、『パスポート』が選ばれた。

これに続くトレイルスポーツの第二弾モデルが、パイロットになる。パワートレインは、3.5リットルV型6気筒ガソリン自然吸気エンジンだ。米国のホンダブランド史上、最もパワフルなV6エンジンは、最大出力285hp、最大トルク36.2kgmを発生する。トランスミッションは、パドルシフト付きの10速ATを組み合わせている。

◆オフロード走行をサポートするカメラシステム
『パイロット・トレイルスポーツ』には、専用ブルーの「Diffused Sky Blue」のボディカラーを用意する。スチール製のスキッドプレートは、ホンダパワースポーツのエンジニアと共同開発された。これにより、オフロード走行時、オイルパンやトランスミッション、燃料タンクを保護する。車体を保護するスキッドプレートを備えた初のホンダSUVになるという。

室内には、専用のオレンジ色のコントラストステッチや 「TrailSport」のロゴが刺繍されたヘッドレストを装備した。専用デザインを採用したオールシーズンフロアマットは、雪や泥からカーペットを保護する機能を発揮する。スライディングパノラミックサンルーフが標準装備されている。

新開発の「TrailWatch」カメラシステムは、4つのカメラを使用して、ドライバーから見えない障害物の回避を支援する。トレイルモードでおよそ24km/h以下の速度で走行している場合、前面のカメラが自動的にオンになり、速度が24km/hを超えるとオフになる。TrailWatch は、車速がおよそ19km/hを下回ると自動的に再起動する。

◆オフロード走行向けの足回り
パイロット・トレイルスポーツには、オフロードでのトラクション性能を向上させるオールテレーンタイヤを装備した。コンチネンタル製のオールテレーンタイヤは、265/60R18サイズ。砂や泥、岩の多い地形、雪上での性能を追求する。専用の18インチアルミホイールは、オフロードでの損傷からホイールを保護するデザインとしている。

オフロード用にチューニングされたサスペンションを専用装備した。最低地上高は約25mm引き上げられており、アプローチ、ディパーチャー、ランプブレークオーバーの各アングルの性能を向上させた。スタビライザーバーをはじめ、スプリングレートとダンパーバルブのチューニングも専用とした。

AWDシステムも強化された。トレイルモードでは、「トレイルトルクロジック」オフロードシステムが、「i-VTM4」トルクベクタリング全輪駆動システムのエンジントルクを、最適に配分する。同時に、フロントのブレーキにブレーキベクタリングを行い、ホイールスピンを低減させる。

トレイルトルクロジックは、リアアクスルに送られるパワーも制御する。たとえば、厳しいオフロードを登る場合、タイヤが一時的に地面との接触を失う可能性がある。この時、パワーは、最も牽引力のあるタイヤに伝達される。トラクションのマネジメントを強化し、オフロードをスムーズに進むために、全体の25％のトルクが牽引力のないホイールに送られ、タイヤが地面に接触するとすぐに、駆動力が伝達されるようにした、としている。"
