と,助詞-格助詞-引用,助詞,格助詞,引用,
思う,動詞-自立,動詞,自立,,
。,記号-句点,記号,句点,,
アップロード,名詞-固有名詞-一般,名詞,固有名詞,一般,
する,動詞-自立,動詞,自立,,
側,名詞-一般,名詞,一般,,
も,助詞-係助詞,助詞,係助詞,,
悪,名詞-一般,名詞,一般,,
だ,助動詞,助動詞,,,
が,助詞-接続助詞,助詞,接続助詞,,
、,記号-読点,記号,読点,,
ダウンロード,名詞-サ変接続,名詞,サ変接続,,
する,動詞-自立,動詞,自立,,
こと,名詞-非自立-一般,名詞,非自立,一般,
も,助詞-係助詞,助詞,係助詞,,
悪,名詞-一般,名詞,一般,,
だ,助動詞,助動詞,,,
と,助詞-格助詞-引用,助詞,格助詞,引用,
認識,名詞-サ変接続,名詞,サ変接続,,
する,動詞-自立,動詞,自立,,
べき,助動詞,助動詞,,,
。,記号-句点,記号,句点,,
利用者,名詞-固有名詞-一般,名詞,固有名詞,一般,
の,助詞-連体化,助詞,連体化,,
9,名詞-数,名詞,数,,
5,名詞-数,名詞,数,,
％,名詞-接尾-助数詞,名詞,接尾,助数詞,
が,助詞-格助詞-一般,助詞,格助詞,一般,
日本,名詞-固有名詞-地域-国,名詞,固有名詞,地域,国
から,助詞-格助詞-一般,助詞,格助詞,一般,
の,助詞-連体化,助詞,連体化,,
アクセス,名詞-サ変接続,名詞,サ変接続,,
な,助動詞,助動詞,,,
ん,名詞-非自立-一般,名詞,非自立,一般,
だ,助動詞,助動詞,,,
から,助詞-接続助詞,助詞,接続助詞,,
、,記号-読点,記号,読点,,
この,連体詞,連体詞,,,
人たち,名詞-一般,名詞,一般,,
が,助詞-格助詞-一般,助詞,格助詞,一般,
アクセス,名詞-サ変接続,名詞,サ変接続,,
し,動詞-自立,動詞,自立,,
なけれ,助動詞,助動詞,,,
ば,助詞-接続助詞,助詞,接続助詞,,
成り立た,動詞-自立,動詞,自立,,
なかっ,助動詞,助動詞,,,
た,助動詞,助動詞,,,
。,記号-句点,記号,句点,,
検索サイト,名詞-固有名詞-一般,名詞,固有名詞,一般,
で,助詞-格助詞-一般,助詞,格助詞,一般,
無料,名詞-一般,名詞,一般,,
だ,助動詞,助動詞,,,
とか,助詞-並立助詞,助詞,並立助詞,,
調べ,動詞-自立,動詞,自立,,
て,助詞-接続助詞,助詞,接続助詞,,
ない,助動詞,助動詞,,,
で,助詞-接続助詞,助詞,接続助詞,,
、,記号-読点,記号,読点,,
しっかり,副詞-助詞類接続,副詞,助詞類接続,,
お金,名詞-一般,名詞,一般,,
を,助詞-格助詞-一般,助詞,格助詞,一般,
払っ,動詞-自立,動詞,自立,,
て,助詞-接続助詞,助詞,接続助詞,,
コンテンツ,名詞-一般,名詞,一般,,
の,助詞-連体化,助詞,連体化,,
保護,名詞-サ変接続,名詞,サ変接続,,
に,助詞-格助詞-一般,助詞,格助詞,一般,
努め,動詞-自立,動詞,自立,,
ない,助動詞,助動詞,,,
と,助詞-接続助詞,助詞,接続助詞,,
、,記号-読点,記号,読点,,
世界,名詞-一般,名詞,一般,,
に,助詞-格助詞-一般,助詞,格助詞,一般,
誇れる,動詞-自立,動詞,自立,,
カルチャー,名詞-一般,名詞,一般,,
が,助詞-格助詞-一般,助詞,格助詞,一般,
廃れる,動詞-自立,動詞,自立,,
の,名詞-非自立-一般,名詞,非自立,一般,
は,助詞-係助詞,助詞,係助詞,,
時間,名詞-副詞可能,名詞,副詞可能,,
の,助詞-連体化,助詞,連体化,,
問題,名詞-ナイ形容詞語幹,名詞,ナイ形容詞語幹,,
と,助詞-格助詞-一般,助詞,格助詞,一般,
なる,動詞-自立,動詞,自立,,
。,記号-句点,記号,句点,,
海賊版,名詞-一般,名詞,一般,,
を,助詞-格助詞-一般,助詞,格助詞,一般,
上げる,動詞-自立,動詞,自立,,
中国,名詞-固有名詞-地域-国,名詞,固有名詞,地域,国
の,助詞-連体化,助詞,連体化,,
サイト,名詞-一般,名詞,一般,,
も,助詞-係助詞,助詞,係助詞,,
最悪,名詞-一般,名詞,一般,,
だ,助動詞,助動詞,,,
けど,助詞-接続助詞,助詞,接続助詞,,
、,記号-読点,記号,読点,,
その,連体詞,連体詞,,,
アクセス,名詞-サ変接続,名詞,サ変接続,,
の,助詞-連体化,助詞,連体化,,
95%,名詞-固有名詞-一般,名詞,固有名詞,一般,
が,助詞-格助詞-一般,助詞,格助詞,一般,
日本,名詞-固有名詞-地域-国,名詞,固有名詞,地域,国
から,助詞-格助詞-一般,助詞,格助詞,一般,
と,助詞-格助詞-引用,助詞,格助詞,引用,
言う,動詞-自立,動詞,自立,,
の,名詞-非自立-一般,名詞,非自立,一般,
が,助詞-格助詞-一般,助詞,格助詞,一般,
何とも,副詞-一般,副詞,一般,,
…,記号-一般,記号,一般,,
…,記号-一般,記号,一般,,
中国,名詞-固有名詞-地域-国,名詞,固有名詞,地域,国
の,助詞-連体化,助詞,連体化,,
モラル,名詞-一般,名詞,一般,,
を,助詞-格助詞-一般,助詞,格助詞,一般,
何とか,副詞-一般,副詞,一般,,
し,動詞-自立,動詞,自立,,
なく,助動詞,助動詞,,,
ちゃ,助詞-接続助詞,助詞,接続助詞,,
いけ,動詞-非自立,動詞,非自立,,
ない,助動詞,助動詞,,,
の,名詞-非自立-一般,名詞,非自立,一般,
は,助詞-係助詞,助詞,係助詞,,
確か,名詞-形容動詞語幹,名詞,形容動詞語幹,,
だ,助動詞,助動詞,,,
けど,助詞-接続助詞,助詞,接続助詞,,
、,記号-読点,記号,読点,,
日本,名詞-固有名詞-地域-国,名詞,固有名詞,地域,国
の,助詞-連体化,助詞,連体化,,
モラル,名詞-一般,名詞,一般,,
低下,名詞-サ変接続,名詞,サ変接続,,
も,助詞-係助詞,助詞,係助詞,,
どうにか,副詞-一般,副詞,一般,,
し,動詞-自立,動詞,自立,,
なく,助動詞,助動詞,,,
ちゃ,助詞-接続助詞,助詞,接続助詞,,
いけ,動詞-非自立,動詞,非自立,,
ない,助動詞,助動詞,,,
な,助詞-終助詞,助詞,終助詞,,
。,記号-句点,記号,句点,,
そういう,連体詞,連体詞,,,
意識改革,名詞-固有名詞-一般,名詞,固有名詞,一般,
という,助詞-格助詞-連語,助詞,格助詞,連語,
の,名詞-非自立-一般,名詞,非自立,一般,
は,助詞-係助詞,助詞,係助詞,,
難しい,形容詞-自立,形容詞,自立,,
ん,名詞-非自立-一般,名詞,非自立,一般,
だろ,助動詞,助動詞,,,
う,助動詞,助動詞,,,
けど,助詞-接続助詞,助詞,接続助詞,,
、,記号-読点,記号,読点,,
やら,動詞-自立,動詞,自立,,
ない,助動詞,助動詞,,,
と,助詞-接続助詞,助詞,接続助詞,,
いけ,動詞-非自立,動詞,非自立,,
ない,助動詞,助動詞,,,
。,記号-句点,記号,句点,,
横暴,名詞-形容動詞語幹,名詞,形容動詞語幹,,
な,助動詞,助動詞,,,
他国,名詞-一般,名詞,一般,,
の,助詞-連体化,助詞,連体化,,
やり方,名詞-一般,名詞,一般,,
に,助詞-格助詞-一般,助詞,格助詞,一般,
文句,名詞-一般,名詞,一般,,
が,助詞-格助詞-一般,助詞,格助詞,一般,
いい,動詞-自立,動詞,自立,,
づらく,形容詞-非自立,形容詞,非自立,,
なるし,形容詞-自立,形容詞,自立,,
。,記号-句点,記号,句点,,
＞,記号-括弧閉,記号,括弧閉,,
CODA,名詞-固有名詞-組織,名詞,固有名詞,組織,
は,助詞-係助詞,助詞,係助詞,,
サイト,名詞-一般,名詞,一般,,
側,名詞-接尾-一般,名詞,接尾,一般,
に,助詞-格助詞-一般,助詞,格助詞,一般,
繰り返し,動詞-自立,動詞,自立,,
削除,名詞-サ変接続,名詞,サ変接続,,
を,助詞-格助詞-一般,助詞,格助詞,一般,
要請,名詞-サ変接続,名詞,サ変接続,,
する,動詞-自立,動詞,自立,,
一方,名詞-非自立-副詞可能,名詞,非自立,副詞可能,
で,助詞-格助詞-一般,助詞,格助詞,一般,
、,記号-読点,記号,読点,,
現地,名詞-一般,名詞,一般,,
当局,名詞-一般,名詞,一般,,
に,助詞-格助詞-一般,助詞,格助詞,一般,
情報,名詞-一般,名詞,一般,,
提供,名詞-サ変接続,名詞,サ変接続,,
する,動詞-自立,動詞,自立,,
など,助詞-副助詞,助詞,副助詞,,
対策,名詞-サ変接続,名詞,サ変接続,,
を,助詞-格助詞-一般,助詞,格助詞,一般,
進め,動詞-自立,動詞,自立,,
て,助詞-接続助詞,助詞,接続助詞,,
い,動詞-非自立,動詞,非自立,,
た,助動詞,助動詞,,,
。,記号-句点,記号,句点,,
こちら,名詞-代名詞-一般,名詞,代名詞,一般,
が,助詞-格助詞-一般,助詞,格助詞,一般,
訴え,動詞-自立,動詞,自立,,
始め,動詞-非自立,動詞,非自立,,
て,助詞-接続助詞,助詞,接続助詞,,
10年,名詞-固有名詞-一般,名詞,固有名詞,一般,
以上,名詞-非自立-副詞可能,名詞,非自立,副詞可能,
が,助詞-格助詞-一般,助詞,格助詞,一般,
経ち,動詞-自立,動詞,自立,,
、,記号-読点,記号,読点,,
やっと,副詞-一般,副詞,一般,,
動い,動詞-自立,動詞,自立,,
た,助動詞,助動詞,,,
といった,助詞-格助詞-連語,助詞,格助詞,連語,
感じ,名詞-一般,名詞,一般,,
で,助詞-格助詞-一般,助詞,格助詞,一般,
、,記号-読点,記号,読点,,
たった,副詞-助詞類接続,副詞,助詞類接続,,
1件,名詞-固有名詞-一般,名詞,固有名詞,一般,
で,助詞-格助詞-一般,助詞,格助詞,一般,
、,記号-読点,記号,読点,,
どうせ,副詞-一般,副詞,一般,,
次に,副詞-一般,副詞,一般,,
動く,動詞-自立,動詞,自立,,
の,名詞-非自立-一般,名詞,非自立,一般,
も,助詞-係助詞,助詞,係助詞,,
それ,名詞-代名詞-一般,名詞,代名詞,一般,
くらい,助詞-副助詞,助詞,副助詞,,
かかる,動詞-自立,動詞,自立,,
の,名詞-非自立-一般,名詞,非自立,一般,
で,助動詞,助動詞,,,
は,助詞-係助詞,助詞,係助詞,,
ない,助動詞,助動詞,,,
か,助詞-副助詞／並立助詞／終助詞,助詞,副助詞／並立助詞／終助詞,,
と,助詞-格助詞-引用,助詞,格助詞,引用,
も,助詞-係助詞,助詞,係助詞,,
予想,名詞-サ変接続,名詞,サ変接続,,
さ,動詞-自立,動詞,自立,,
れ,動詞-接尾,動詞,接尾,,
、,記号-読点,記号,読点,,
だから,接続詞,接続詞,,,
何,名詞-代名詞-一般,名詞,代名詞,一般,
だ,助動詞,助動詞,,,
といった,助詞-格助詞-連語,助詞,格助詞,連語,
感じ,名詞-一般,名詞,一般,,
で,助詞-格助詞-一般,助詞,格助詞,一般,
も,助詞-係助詞,助詞,係助詞,,
ある,動詞-自立,動詞,自立,,
の,名詞-非自立-一般,名詞,非自立,一般,
だ,助動詞,助動詞,,,
が,助詞-接続助詞,助詞,接続助詞,,
、,記号-読点,記号,読点,,
まずは,接続詞,接続詞,,,
第一歩,名詞-一般,名詞,一般,,
として,助詞-格助詞-連語,助詞,格助詞,連語,
評価,名詞-サ変接続,名詞,サ変接続,,
す,動詞-自立,動詞,自立,,
べき,助動詞,助動詞,,,
だろ,助動詞,助動詞,,,
う,助動詞,助動詞,,,
。,記号-句点,記号,句点,,
しかし,接続詞,接続詞,,,
今回,名詞-副詞可能,名詞,副詞可能,,
摘発,名詞-サ変接続,名詞,サ変接続,,
さ,動詞-自立,動詞,自立,,
れ,動詞-接尾,動詞,接尾,,
た,助動詞,助動詞,,,
サイト,名詞-一般,名詞,一般,,
は,助詞-係助詞,助詞,係助詞,,
約,接頭詞-数接続,接頭詞,数接続,,
2年間,名詞-固有名詞-一般,名詞,固有名詞,一般,
で,助詞-格助詞-一般,助詞,格助詞,一般,
の,助詞-連体化,助詞,連体化,,
アクセス数,名詞-固有名詞-一般,名詞,固有名詞,一般,
は,助詞-係助詞,助詞,係助詞,,
3億,名詞-固有名詞-一般,名詞,固有名詞,一般,
回,名詞-接尾-助数詞,名詞,接尾,助数詞,
を,助詞-格助詞-一般,助詞,格助詞,一般,
超え,動詞-自立,動詞,自立,,
、,記号-読点,記号,読点,,
重慶市,名詞-固有名詞-一般,名詞,固有名詞,一般,
の,助詞-連体化,助詞,連体化,,
男,名詞-一般,名詞,一般,,
は,助詞-係助詞,助詞,係助詞,,
日本円,名詞-一般,名詞,一般,,
で,助詞-格助詞-一般,助詞,格助詞,一般,
1億,名詞-固有名詞-一般,名詞,固有名詞,一般,
2,名詞-数,名詞,数,,
千,名詞-数,名詞,数,,
万,名詞-数,名詞,数,,
～,記号-一般,記号,一般,,
1億,名詞-固有名詞-一般,名詞,固有名詞,一般,
4,名詞-数,名詞,数,,
千,名詞-数,名詞,数,,
万,名詞-数,名詞,数,,
円,名詞-接尾-助数詞,名詞,接尾,助数詞,
の,助詞-連体化,助詞,連体化,,
利益,名詞-一般,名詞,一般,,
を,助詞-格助詞-一般,助詞,格助詞,一般,
上げ,動詞-自立,動詞,自立,,
て,助詞-接続助詞,助詞,接続助詞,,
おり,動詞-非自立,動詞,非自立,,
、,記号-読点,記号,読点,,
これ,名詞-代名詞-一般,名詞,代名詞,一般,
迄,助詞-副助詞,助詞,副助詞,,
の,助詞-連体化,助詞,連体化,,
損失額,名詞-固有名詞-一般,名詞,固有名詞,一般,
に,助詞-格助詞-一般,助詞,格助詞,一般,
比べ,動詞-自立,動詞,自立,,
たら,助動詞,助動詞,,,
微々たる,連体詞,連体詞,,,
もの,名詞-非自立-一般,名詞,非自立,一般,
で,助動詞,助動詞,,,
、,記号-読点,記号,読点,,
中国側,名詞-固有名詞-一般,名詞,固有名詞,一般,
も,助詞-係助詞,助詞,係助詞,,
これ,名詞-代名詞-一般,名詞,代名詞,一般,
で,助詞-格助詞-一般,助詞,格助詞,一般,
手打ち,名詞-一般,名詞,一般,,
に,助詞-格助詞-一般,助詞,格助詞,一般,
する,動詞-自立,動詞,自立,,
よう,名詞-非自立-助動詞語幹,名詞,非自立,助動詞語幹,
な,助動詞,助動詞,,,
こと,名詞-非自立-一般,名詞,非自立,一般,
は,助詞-係助詞,助詞,係助詞,,
なく,助動詞,助動詞,,,
、,記号-読点,記号,読点,,
今後,名詞-副詞可能,名詞,副詞可能,,
も,助詞-係助詞,助詞,係助詞,,
継続的,名詞-固有名詞-一般,名詞,固有名詞,一般,
かつ,接続詞,接続詞,,,
大々的,名詞-形容動詞語幹,名詞,形容動詞語幹,,
に,助詞-副詞化,助詞,副詞化,,
取り組ん,動詞-自立,動詞,自立,,
で,助詞-接続助詞,助詞,接続助詞,,
いただき,動詞-非自立,動詞,非自立,,
たい,助動詞,助動詞,,,
もの,名詞-非自立-一般,名詞,非自立,一般,
で,助動詞,助動詞,,,
、,記号-読点,記号,読点,,
これ,名詞-代名詞-一般,名詞,代名詞,一般,
が,助詞-格助詞-一般,助詞,格助詞,一般,
中国,名詞-固有名詞-地域-国,名詞,固有名詞,地域,国
に,助詞-格助詞-一般,助詞,格助詞,一般,
も,助詞-係助詞,助詞,係助詞,,
知的財産,名詞-固有名詞-一般,名詞,固有名詞,一般,
の,助詞-連体化,助詞,連体化,,
保証,名詞-サ変接続,名詞,サ変接続,,
は,助詞-係助詞,助詞,係助詞,,
ある,動詞-自立,動詞,自立,,
という,助詞-格助詞-連語,助詞,格助詞,連語,
パフォーマンス,名詞-一般,名詞,一般,,
に,助詞-格助詞-一般,助詞,格助詞,一般,
使わ,動詞-自立,動詞,自立,,
れ,動詞-接尾,動詞,接尾,,
たく,助動詞,助動詞,,,
ない,助動詞,助動詞,,,
もの,名詞-非自立-一般,名詞,非自立,一般,
だ,助動詞,助動詞,,,
。,記号-句点,記号,句点,,
アメリカ,名詞-固有名詞-地域-国,名詞,固有名詞,地域,国
で,助詞-格助詞-一般,助詞,格助詞,一般,
NARUTO,名詞-固有名詞-一般,名詞,固有名詞,一般,
の,助詞-連体化,助詞,連体化,,
放送,名詞-サ変接続,名詞,サ変接続,,
が,助詞-格助詞-一般,助詞,格助詞,一般,
開始,名詞-サ変接続,名詞,サ変接続,,
さ,動詞-自立,動詞,自立,,
れ,動詞-接尾,動詞,接尾,,
て,助詞-接続助詞,助詞,接続助詞,,
00年代,名詞-固有名詞-一般,名詞,固有名詞,一般,
中頃,名詞-副詞可能,名詞,副詞可能,,
から,助詞-格助詞-一般,助詞,格助詞,一般,
日本,名詞-固有名詞-地域-国,名詞,固有名詞,地域,国
アニメ,名詞-一般,名詞,一般,,
が,助詞-格助詞-一般,助詞,格助詞,一般,
普及,名詞-サ変接続,名詞,サ変接続,,
し,動詞-自立,動詞,自立,,
た,助動詞,助動詞,,,
時,名詞-非自立-副詞可能,名詞,非自立,副詞可能,
に,助詞-格助詞-一般,助詞,格助詞,一般,
、,記号-読点,記号,読点,,
吹き替え,名詞-一般,名詞,一般,,
より,助詞-格助詞-一般,助詞,格助詞,一般,
も,助詞-係助詞,助詞,係助詞,,
オリジナル,名詞-一般,名詞,一般,,
に,助詞-格助詞-一般,助詞,格助詞,一般,
字幕,名詞-一般,名詞,一般,,
付け,名詞-接尾-一般,名詞,接尾,一般,
た方,名詞-一般,名詞,一般,,
が,助詞-格助詞-一般,助詞,格助詞,一般,
声優,名詞-一般,名詞,一般,,
の,助詞-連体化,助詞,連体化,,
演技,名詞-サ変接続,名詞,サ変接続,,
が,助詞-格助詞-一般,助詞,格助詞,一般,
良く,形容詞-自立,形容詞,自立,,
て,助詞-接続助詞,助詞,接続助詞,,
良い,形容詞-非自立,形容詞,非自立,,
という,助詞-格助詞-連語,助詞,格助詞,連語,
こと,名詞-非自立-一般,名詞,非自立,一般,
で,助動詞,助動詞,,,
、,記号-読点,記号,読点,,
海賊版,名詞-一般,名詞,一般,,
サイト,名詞-一般,名詞,一般,,
が,助詞-格助詞-一般,助詞,格助詞,一般,
流行,名詞-サ変接続,名詞,サ変接続,,
し,動詞-自立,動詞,自立,,
て,助詞-接続助詞,助詞,接続助詞,,
しまっ,動詞-非自立,動詞,非自立,,
た,助動詞,助動詞,,,
ん,名詞-非自立-一般,名詞,非自立,一般,
です,助動詞,助動詞,,,
よ,助詞-終助詞,助詞,終助詞,,
ね,助詞-終助詞,助詞,終助詞,,
。,記号-句点,記号,句点,,
これ,名詞-代名詞-一般,名詞,代名詞,一般,
に対し,助詞-格助詞-連語,助詞,格助詞,連語,
日本,名詞-固有名詞-地域-国,名詞,固有名詞,地域,国
の,助詞-連体化,助詞,連体化,,
プロデューサー,名詞-一般,名詞,一般,,
は,助詞-係助詞,助詞,係助詞,,
無策,名詞-一般,名詞,一般,,
で,助詞-格助詞-一般,助詞,格助詞,一般,
注意喚起,名詞-固有名詞-一般,名詞,固有名詞,一般,
すら,助詞-係助詞,助詞,係助詞,,
なく,形容詞-自立,形容詞,自立,,
何,名詞-数,名詞,数,,
年,名詞-接尾-助数詞,名詞,接尾,助数詞,
も,助詞-係助詞,助詞,係助詞,,
放置,名詞-サ変接続,名詞,サ変接続,,
し,動詞-自立,動詞,自立,,
た,助動詞,助動詞,,,
の,名詞-非自立-一般,名詞,非自立,一般,
が,助詞-格助詞-一般,助詞,格助詞,一般,
最悪,名詞-一般,名詞,一般,,
の,助詞-連体化,助詞,連体化,,
対応,名詞-サ変接続,名詞,サ変接続,,
でし,助動詞,助動詞,,,
た,助動詞,助動詞,,,
。,記号-句点,記号,句点,,
Crunchyroll,名詞-一般,名詞,一般,,
や,助詞-並立助詞,助詞,並立助詞,,
bilibili,名詞-一般,名詞,一般,,
で,助詞-格助詞-一般,助詞,格助詞,一般,
の,助詞-連体化,助詞,連体化,,
最新,名詞-一般,名詞,一般,,
話,名詞-接尾-サ変接続,名詞,接尾,サ変接続,
無料,名詞-一般,名詞,一般,,
の,助詞-連体化,助詞,連体化,,
正規,名詞-一般,名詞,一般,,
配信,名詞-サ変接続,名詞,サ変接続,,
を,助詞-格助詞-一般,助詞,格助詞,一般,
もっと,副詞-一般,副詞,一般,,
早める,動詞-自立,動詞,自立,,
べき,助動詞,助動詞,,,
でし,助動詞,助動詞,,,
た,助動詞,助動詞,,,
。,記号-句点,記号,句点,,
NARUTO,名詞-固有名詞-一般,名詞,固有名詞,一般,
に,助詞-格助詞-一般,助詞,格助詞,一般,
限ら,動詞-自立,動詞,自立,,
ず,助動詞,助動詞,,,
日本,名詞-固有名詞-地域-国,名詞,固有名詞,地域,国
の,助詞-連体化,助詞,連体化,,
P,名詞-固有名詞-一般,名詞,固有名詞,一般,
は,助詞-係助詞,助詞,係助詞,,
残念,名詞-形容動詞語幹,名詞,形容動詞語幹,,
ながら,助詞-接続助詞,助詞,接続助詞,,
この,連体詞,連体詞,,,
パターン,名詞-一般,名詞,一般,,
で,助詞-格助詞-一般,助詞,格助詞,一般,
、,記号-読点,記号,読点,,
海外,名詞-一般,名詞,一般,,
と,助詞-格助詞-一般,助詞,格助詞,一般,
なる,動詞-自立,動詞,自立,,
と,助詞-格助詞-引用,助詞,格助詞,引用,
対応,名詞-サ変接続,名詞,サ変接続,,
が,助詞-格助詞-一般,助詞,格助詞,一般,
難しい,形容詞-自立,形容詞,自立,,
から,助詞-接続助詞,助詞,接続助詞,,
と,助詞-格助詞-引用,助詞,格助詞,引用,
逃げ腰,名詞-形容動詞語幹,名詞,形容動詞語幹,,
です,助動詞,助動詞,,,
。,記号-句点,記号,句点,,
目先,名詞-一般,名詞,一般,,
の,助詞-連体化,助詞,連体化,,
金儲け,名詞-サ変接続,名詞,サ変接続,,
だけ,助詞-副助詞,助詞,副助詞,,
考え,動詞-自立,動詞,自立,,
て,助詞-接続助詞,助詞,接続助詞,,
業界,名詞-一般,名詞,一般,,
を,助詞-格助詞-一般,助詞,格助詞,一般,
守ろ,動詞-自立,動詞,自立,,
う,助動詞,助動詞,,,
という,助詞-格助詞-連語,助詞,格助詞,連語,
動き,名詞-一般,名詞,一般,,
が,助詞-格助詞-一般,助詞,格助詞,一般,
出,動詞-自立,動詞,自立,,
て,助詞-接続助詞,助詞,接続助詞,,
こ,動詞-非自立,動詞,非自立,,
なかっ,助動詞,助動詞,,,
た,助動詞,助動詞,,,
ん,名詞-非自立-一般,名詞,非自立,一般,
です,助動詞,助動詞,,,
。,記号-句点,記号,句点,,
結果,名詞-副詞可能,名詞,副詞可能,,
、,記号-読点,記号,読点,,
海外,名詞-一般,名詞,一般,,
の,助詞-連体化,助詞,連体化,,
人達,名詞-一般,名詞,一般,,
が,助詞-格助詞-一般,助詞,格助詞,一般,
日本,名詞-固有名詞-地域-国,名詞,固有名詞,地域,国
の,助詞-連体化,助詞,連体化,,
著作物,名詞-固有名詞-一般,名詞,固有名詞,一般,
を,助詞-格助詞-一般,助詞,格助詞,一般,
罪悪感,名詞-固有名詞-一般,名詞,固有名詞,一般,
なく,形容詞-自立,形容詞,自立,,
フリーライド,名詞-固有名詞-一般,名詞,固有名詞,一般,
し,動詞-自立,動詞,自立,,
まくる,動詞-非自立,動詞,非自立,,
よう,名詞-非自立-助動詞語幹,名詞,非自立,助動詞語幹,
に,助詞-格助詞-一般,助詞,格助詞,一般,
なっ,動詞-自立,動詞,自立,,
た,助動詞,助動詞,,,
。,記号-句点,記号,句点,,
未だに,副詞-一般,副詞,一般,,
日本,名詞-固有名詞-地域-国,名詞,固有名詞,地域,国
大好き,名詞-形容動詞語幹,名詞,形容動詞語幹,,
日本,名詞-固有名詞-地域-国,名詞,固有名詞,地域,国
