id,comment
205,子供 に対する 世間 の 目 は 研究 者 の 息子 から 殺人 犯 の 息子 に なる 。 
205,祖父母 や 親戚 が 成人 する まで 守れれ ば 良い が 。 
206,不謹慎 かも 知れ ない が 、 これら を 題材 に 心理 描写 を 描き ながら 推理 小説 を 書け そう です ね 。 
206,事実 は 小説 より 奇 なり 。 
206,最近 題材 が 巷 に 溢れ て い ます ね 。 
207,一 人 息子 さん が いる の に 何故 殺す ？ 
207,信じ られ ない 。 
207,嫌 なら 離婚 すれ ば 良い だけ だろ う 。 
207,検死 すれ ば 直ぐ に バレる こと は 分かっ て いる 人 でしょ 。 
207,子供 さん の こと を 思う と 、 自殺 か 何 か で あっ て ほしい 。 
208,まさか 第 一 三共 の 社員 の 話 だっ た と は 、 驚き まし た 。 
208,しかも ご 夫婦 そろっ て 超 が 付く 優秀 な 経歴 の 持ち主 たち じゃ ない です か 。 
208,お子さん も おら れる のに 、 お母さん が 亡くなり 、 お父さん が 殺人 容疑 で 逮捕 さ れ ただ なんて 、 大変 な こと に なっ て しまい まし た ね 。 
208,奥さん も もちろん です が 、 状況 から 見 て お子さん が 一番 気の毒 に 思い ます 。 
209,これ さ 、 冤罪 だっ たら 、 サリン 事件 の 冤罪 と 同じ だ よ 。 
209,もともと が 農家 だっ た から 、 農薬 が 自宅 に あっ た とか さ 、 、 、 。 
209,夫婦 関係 が 破綻 なんて 、 あちこち ある し 。 
209,消毒 液 として 、 自宅 に おい てる 家庭 も ある だろ し 。 
209,まして 、 製薬 会社 て 、 、 、 
210,警察 は 裏 取 を し て いる よう に 思い ます 。 
210,流石 に 逮捕 状 を 請求 し て いる ん だ から 、 起訴 できる もの を 掴ん で いる と は 思い ます 。 
210,事実 が 早く 明るみ に なる と いい です ね 。 
211,残さ れ た まだ 幼い 子供 の 行く末 が 心配 だ 。 
211,父親 に 母親 を 殺さ れ 、 恐らく 親戚 筋 に 預け られる の だろ う か 。 
211,専門 知識 から の 殺人 だ と 、 見過ごさ れ て いる 件 も ある の だろ う な 。 
212,セックス レス の 原因 は 男 だけ で は ない と おもう 。 
212,現に 子供 ひとり いる の だ から 。 
212,旦那 が やり た がる よう に 仕向ける こと が 大事 。 
213,夫婦 間 で 色々 あり 離婚 の 話し が 出 て た の か な … 
213,そこで 、 子供 が 母親 の 方 に いく の が 嫌 で 殺害 し た … なんて 事 も あり うる けど 残さ れ た 子供 が 本当に 可愛 そう 。 
213,優秀 な 頭脳 が あっ て も 、 自分 の 人生 を 狂わせ て しまう と は 。 
214,研究 中 の 技術 を 用い て 痛み なく サツガイ し た ん でしょ う か ね … 
214,不倫 が こじれ た の か 、 妻 から の アカハラ みたい な の が あっ た の か 、 何 か プレッシャー を 与え られ て い た の か … 
214,想像 し て も 邪推 に しか なら ない 。 
214,亡くなら れ た 奥さん 成仏 の ため に も 、 正直 に 話し た 方 が いい と 思い ます よ 。 
215,当人 に 飲む 理由 が ない って 、 、 、 他人 から み たら 自殺 の 理由 が 見当たら ない のに 自殺 し た 人 って ま ぁまぁいますよね 。 。 。 
215,夫 に は 殺す 理由 が ある という か 、 記事 に は 書け ない 秘密 の 暴露 的 な 、 、 、 逮捕 に 至る 理由 が ある の だろ う けど 。 。 。 
215,わかる まで は あまり 記事 に は し て ほしく ない です ね 。 
215,勘繰っ て しまい ます し 。 。 。 
216,コナン とか 金田一 みたい な 犯罪 すれ ば バレ ない と 思っ て た けど 大人 に なっ て 分かっ た の は 今 の 捜査 は すごく 発達 し てる という 事 です でも この 感じ だ と そんなに 苦労 せ ず 逮捕 さ れ た と 思う けど 
217,メタノール 服用 後 40 ～ 72 時間 は 無 症状 の こと が 多く 、 すぐ に 症状 が あらわれ ない ケース が ある そう な 。 
217,自宅 以外 で 上手い こと し て 入れ られ た とか も あり 得 なく は ない けど ね 。 
217,この 人 を 犯人 と 決める の は まだ 早い の で は ない か ？ 
218,製薬 会社 の 人間 が わざわざ メタノール なんて 使用 する の だろ う か 。 
218,６ ０ ｋｇ の 人間 を 殺そ う と 思う と ６ ０ ｇ くらい 飲ま せ て 死ぬ 確率 は 半分 しか ない 。 
218,製薬 会社 なら タヒチ など に 生える 藻 から 採る マイトトキシン とか 、 南米 とか の ヤドクガエル から バトラコトキシン を 使え ば 極 微量 で も 一瞬 で 殺せる 。 
218,テトロドトキシン なら どこ でも 河豚 が 手 に 入る 日本 だ と 特定 が 困難 だろ う に 。 
218,詳細 が 判 から ない から 、 他殺 な の か 、 自殺 な の か 、 判ら ない が 証拠 が 何処 に も ない という の も 謎 だ よ ね 。 
219,新薬 開発 を 担当 し て い ながら メタノール 。 
219,以前 に 高校生 が 筋 弛緩 剤 を 合成 し た 犯罪 が あっ た が 、 大手 製薬 会社 の 技術 レベル が それ 以下 だっ た と なる 。 
220,勿体ない 、 製薬 会社 は 年収 高い し そんなに 殺し たい なら まず 離婚 すれ ば いい し 人生 損 に なる ことし ちゃい まし た ね 。 
220,メチルアルコール 等 血 中 濃度 で 一 発 だし 。 
221,凄い 優秀 な 夫婦 な のに 。 
221,何 か あっ た の か な 。 
221,研究 職 って なかなか 就職 難しい ん でしょ ？ 
221,側 から 見 たら 、 幸せ そう だ が 。 
222,徳川 吉宗 の お母さん は 、 実家 が 薬屋 で 薬学 の 知識 が あっ て 、 次々 に 吉宗 の お 兄さん たち が 、 謎 の 不審 死 を 遂げ て 、 最終 的 に 吉宗 を 将軍 に まで 登ら せる こと が でき た 。 
222,門前 の BBA の 方 が 優秀 じゃ ない か 。 
223,そこ じゃ ない だろ ！ と いわ れる と 思い ます が 、 奥様 は 京都大 学 の 大学院 まで で て 、 3 年 で 仕事 を 辞め られ た の です ね 。 
223,その 上 命 も 無くなっ て 、 、 日本 として も ロス 、 もったいない 。 
224,なぜ 一流 製薬 会社 の 科学 者 が 、 すぐ バレ そう な 非 科学 的 な 犯罪 を やらかし た ん だ ？ 
224,先日 の 関学 アメフト 部 出身 の 保険 金 殺人 事件 の 犯人 は 、 アメフト 部 時代 に 脳 内 出血 を 発症 し て 人格 が 逝っ て しまっ た よう だ が 、 この 三共 科学 者 社員 も 脳 が やら れ て い ない か 気がかり だ 。 
224,で は ない と 中 々 説明 が いか ない ほど 意味 不明 で クレイジー が 過ぎる 事件 だ わ 。 
225,勿体ない です ね ！ 
225,一生懸命 勉強 し た のに ・ ・ ・ 離婚 は 4 組 に １ 件 です 。 
225,恥 で も 何 でも あり ませ ん 。 
225,最近 の ドラマ で も 科捜研 の 操作 は いつも 犯人 は 逮捕 さ れ ます 。 
226,頭 が 良い だけ が 取り柄 で は ない けれど 実際   殺さ れ て 亡くなっ た 奥さま も 殺し て しまっ た と 言う 男性 も 京大 卒 な ん です よ ね 。 
226,本当に 何 が ある か わから ない 。 
227,息子 さん の こと を 思う と 、 いたたまれない 。 
227,お母さん は 亡くなり 、 お父さん は お母さん を 殺害 し た 容疑 で 逮捕 。 
227,何 か の 間違い で あっ て ほしい 、 そう 思う の は 私 だけ か な 。 
228,奥さん の 方 が 優秀 だっ た ん だろ う ね 。 
228,同業 で 結婚 し て 家 で 仕事 の 話 で いじら れる 。 
228,そんな とこ じゃ ない か な 。 
228,メタノール か 。 
228,肝硬変 とか か な 。 
228,時間 かけ た の か な 。 
229,エタノール で は なく て メタノール 　 普通 の 人 で は 手 に 入ら ない だろ う ね 
229,研究 者 で 頭 も 良い 旦那 さん だ か も し 犯人 なら 
229,人生 終わっ た ね 
230,本人 が 否定 し てる ので まだ なんとも 言え ない けど 。 
230,決して 完全 犯罪 を 認め てる わけ で は なく 、 これ だけ 高 学歴 で 知識 の ある 人 なら 、 こんな 殺害 方法 は 持ち い ない ん じゃ ない の か なぁ ？ 
230,お子さん は 今 どんな 気持ち だろ う 。 
231,メタノール 中毒 って 、 アルコール 中毒 と 同様 に 遅効 性 の 中毒 だ から 、 家 の 中 で 摂取 し た と は 限ら ない 。 
231,外 で 誰 か と 酒 を 飲ん で 、 それ に 盛ら れ たら 、 今日 は なんだか 悪酔い する わ ね 、 で 帰っ て 、 そのまま 死亡 する こと も 十分 考え られる 。 
232,いくら 夫婦 仲 が 悪く て も 、 奥さん の 異常 な 体調 不良 で 救急 車 を 呼ば ない 時点 で 警察 が 不審 に 思う と 思う 。 
233,夫婦 生活 破綻 し て い た として も 息子 さん から 大切 な ママ を 奪っ て いい 理由 に は 断じて 有り は し ない ！ 
233,まして 劇薬 を 飲ま せ て 殺す なんて 新薬 開発 者 って 肩書き を なん だ と 思っ てる ん だ ！ 
233,ふざける の も 大概 に す べき で ある 
234,戦後 は メチル 飲ん で たって 、 大きな 間違い です 。 
234,密造 酒 とか に 安い メチル を 混ぜ て い た だけ ( バク ダン とか 言わ れ て い た ) で 、 メチル を 積極 的 に 飲ん で い た わけ で は ない し 、 人体 に 非常 に 有害 な ので 当然 法律 で 禁止 でし た 。 
234,燃料 用 アルコール とか 、 航空機 用 燃料 と か 。 
234,失明 する だけ ?? 
234,冗談 で は ない 、 死亡 者 続出 でし た よ 。 
234,適当 な こと を 書か ない で ください 。 
234,ググ って み なさい 。 
234,戦後 、 メチル 、 バク ダン 　 密造 酒 。 
235,間違い で 奥さん が 自分 で メタノール を 口 に する こと が ある だろ う か 。 
235,間違い で なけれ ば 覚悟 の 自殺 な の か ？ 
235,今 の 段階 で は なんと も わから ない が 。 
236,メタノール なんて どこ でも 簡単 に 入手 できる 。 
236,アマゾン 、 ホームセンター 、 薬局 で 身分 証明 書 も 何 も 要ら ず に 買え ます 。 
236,人 を 殺す こと が 出来る もの なんて 、 そこら 中 に ある から 対策 なんて 不可能 でしょ う 。 
236,今回 の もの なら 酒 に 混ぜ られ たら 分から ん だろ う 。 
236,残さ れ た 子供 が かわいそう だ な ・ ・ ・ ・ 
237,やっぱり 地方 の 国立 薬学部 卒 程度 で は 、 名 の 知れ た メーカー は 無理 だ よ な 。 
237,メーカー に 入ら ない で 良かっ た 。 
237,しかし 、 、 、 もったいない 。 
237,全て 人生 終わっ た よう な もん 。 
238,メタノール 入れる わ 漂白 剤 いれる わ 道 で 人 刺す わ 電車 で 刺し たり 色々 する わ 最近 日本 の 治安 が 悪化 し て き た と 思い ませ ん ？ 
238,これ は 、 ネット の せい な の か 経済 の せい な の か コロナ の ストレス な の か 
238,政府 は 一 回 考え て ほしい 
238,居眠り し て ない で 。 
239,Yahoo トップ に は 「 薬品 で 殺害 」 って 書い て ある けど 、 酒 と 間違える 事故 も ある よう な メチルアルコール で 普通 そんな 表記 は し ない 。 
239,製薬 会社 社員 で ある こと に 無理やり 絡めよ う として 悪意 を 混ぜる な よ 
240,ホント か なぁ 、 薬品 の 最先端 の 研究 員 が 嫁 を 分から ない よう に 殺す のに 、 メタノール です か ？ 
240,アルコール ランプ の 燃料 で そこら に 売っ てる よ 、 普通 もっと 解明 の でき ない 薬 じゃ 無い の ？ 
240,警察 の でっち上げ かも ね 
241,薬品 の 研究 者 なら 、 研究 者 らしく 、 髪 を 何とか しろ 。 
241,なん だ 、 その 髪 は ? 
241,清潔 感 の カケラ も 無い で は ない か 。 
241,第 一 三共 も 大した 事 ない な 。 
241,薬品 の コンプラ は 大丈夫 な の か ？ 
241,もし 、 管理 体制 に 問題 なかっ た なら ば 、 多分 … 劇薬 メタノール を 内密 に 工面 し た 共犯 者 が いる の で は ない か ? 
241,う ～ む … … … … … 
241,それ が 女 なら 、 わかり やすい 事件 な ん だ が … … 。 
241,さすが に 、 それ は 無い か … … … 。 
242,勉強 出来 すぎる 人間 は 背景 に こう いっ た 裏 の 怖い 顔 が ある の だろ う か 。 
242,少し 適当 な ぐらい が 丁度 いい 。 
243,これ は 危ない な 。 
243,こんな すぐ に ばれる 幼稚 な 手口 を 使う と も 思わ れ ない 。 
243,冤罪 事件 に なる 可能 性 が 高 そう だ 。 
244,突然 亡くなら れ た 奥さん から 、 死因 の メタノール が 出 て き た 。 
244,旦那 さん は 、 薬学 知識 が あり 、 薬品 会社 の 研究 室 に お 勤め 、 メタノール を 使用 し て いる 。 
244,ていう か 、 イケメン や なぁ 
245,父親 も 長期 勾留 確実 だろ う し 、 子ども は 児童 養護 施設 に ぶち込ま れ て 、 現時点 で 人生 詰ん だ の で は 。 
246,よく わかん ない けど 、 奥さん も 京大 大学院 卒 で 同僚 だっ た のに 、 結局 は 結婚 し たら 、 会社 やめ て 子育て し てる 主婦 って 、 その あたり が 第 一 三共 を 含め て も 人生 って つまんない な と 思う わ 。 
247,容疑 者 は 写真 見た目 で 派手 な 芸能人 みたい です が 、 夫婦 共 に 経歴 が 凄い です ね 。 
247,サスペンス ドラマ みたい です が 、 学歴 エリート で も 頭脳 明晰 で は 無い の か 病死 偽装 は 普通 に バレる でしょ う 。 
247,先月 の 保険 金 殺人 の 様 に 。 
248,氷河期 に 大手 製薬 会社 の 研究 職 に 入り込める ほど の 知能 が ある のに こんな 薬品 を 使用 する の か 疑問 本人 も 否定 し て いる よう だ し 確定 で いい の か ？ 
249,子供 どう なっ ちゃう ん だろ 。 。 
249,世帯 収入 4000 万 くらい いっ て そう だ よ な 。 
249,お母さん は 殺さ れ て 、 お父さん は 刑務所 。 
249,加害 者 の 家族 を ケア する カウンセラー とか 、 もう少し 近い ところ に い て ほしい 。 
250,夫婦 とも 学歴 すごい な 。 何 が 原因 か わから ん が 幸せ って どこ に ある ん だろ う ね 。 
250,子供 が 一 人 残さ れ て かわいそう だ よ 。 
251,製薬 会社 研究 員 の 給料 で 都内 で 子供 1 人 嫁 が 専業 だっ たら お金 カツ カツ だっ た と 思う 京大 大学 大学院 卒 エリート 嫁 が 息子 に 良い 教育 うけ させ たく て 金 絡み で 揉め て た と 予想 （ あくまで 推測 ） 
252,メタノール 摂取 で 思い 浮かぶ の は 失明 だ が 、 致死 量 を 飲ま せ た わけ か 。 
252,殺さ れ た 京大 大学院 出 の 妻 。 
252,退職 し て い た と は いえ 、 きっと 研究 者 として 優秀 な 人 だっ た の だろ う に 。 
253,逮捕 時 の 容疑 者 の 表情 を 見る 限り 冤罪 と は 思え ない 警察 も それなり の 証拠 が 揃っ た うえ で 逮捕 に 踏み切っ た の だろ う 
254,一月 に 死亡 し て 今頃 逮捕 に なっ た 理由 は なん な ん だろ う ？ 
254,本人 否定 し てる し まだ 真相 は 分から ん な 。 
254,しかし 、 リーマン に し て は ちょっと 身だしなみ が アカ ン な 。 
255,自 死 で は ない 証拠 が 出 た の だろ う か 。 
255,メタノール を 無理やり とか こっそり 飲ます の は 難しい と 思う の だ けど 。 
256,本当に この 人 が やっ た の ？ 
256,頭 の 良い 人 が やる に は やり方 が 短絡 的 過ぎる から 冤罪 かも と 思っ た 。 
257,大手 製薬 会社 の 研究 員 として は ロン 毛 すぎ じゃ ね ？ 
257,風紀 が 自由 な 社則 な の かも しれ ない けど 、 もっと 清潔 感 出し て 爽やか に 製薬 し て 欲しい なぁ 。 
258,薬物 の プロ が メタノール を 使う ？ 
258,そもそも 殺害 を 企図 する 時点 で 精神 が 病ん で いる 。 
258,離婚 し て 別居 すれ ば 他人 と なっ て 晴れ晴れ と なる ん だ から ね 。 
258,何で こんな 考え に なる の か 不思議 。 
259,そんなに 嫌 に なっ た の なら ， まずは 別居 し て 別れる 方向 に 動け ば よかっ た のに 。 
259,殺し た 「 い ほど 憎ん で 」 
259,て 
259,も 
259,ただ の 一般人 に 普通 に 暮らし て いける けど ， 殺し た 「 ら 」 
259,殺人 犯 。 
259,しかも 子 が 実子 だ と し たら ， 自分 の 両親 に 殺人 犯 と 被害 者 の 両方 を かかえる って ， どんな 感情 持っ て 生き て いけ ば って こと に も なる 。 
259,どんなに 頭 が よかろ う が ， こいつ は アホ 確定 。 
260,ど ひゃー 両親 共 に 高 学歴 で きっと 経済 的 に も 余裕 あり そ … 
260,これから 、 家族 旅行 だの クラブ 活動 だの 留学 だの 進学 だの 楽しみ たくさん ある のに ね 残さ れ た 息子 か わ いそ すぎ … 
261,誰 も 聞い た こと や 飲ん だ こと が ない 薬 が 使わ れ た か と 思っ たら 、 メタノール ？ 
261,そんな の 、 すぐ に 司法 解剖 で バレ ちゃう と 思う ん だ けど 、 薬剤 の プロ が そんな の 使う もの ？ 
262,えっ 、 、 高学歴 な 夫婦 が 、 、 、 奥さん 京大 大学院 て 。 
262,何 じゃ これ ！ 
262,
262,最近 家族 間 の 殺人 とか 多く ない です か ？ 
262,理解 不能 。 
262,学歴 も ない し 、 何 の 取り柄 も ない けど 、 仲良し 家族 で よかっ た 。 
263,なるほど 、 薬 の 専門 家 だっ た ん です ね 。 
263,今回 の 事件 で 身近 な 薬品 でも 簡単 に 殺害 手段 として 使える こと が わかり まし た 。 
263,（ 模倣 犯 に ご 注意 を ・ ・ ・ 私 は 使用 し ませ ん が ） 
264,エリート 研究 員 が 妻 を 病気 を 偽装 し て 毒殺 。 
264,まるで クライムドラマ の よう な 話 。 
264,容疑 者 が 否認 し て いる ので 勝手 な 事 は 言え ない が 続報 が 気 に なる 。 
265,薬学 博士 で 海外 留学 も し た ？ 
265,奥様 も 薬学 修士 修了 ？ 
265,子供 も いる のに 、 薬殺 ？ 
265,どういう 風 に なっ たら こう なる の か ？ 
265,統合 失調 症 か なんか か な ？ 
265,通常 の 思考 で は 考え られ ない 。 
265,動機 解明 が 待た れ ます ね 。 
266,一体 何 考え てる ん だ ？ 
266,嫌 なら 離婚 すれ ば いい だけ だろ 。 
266,シン ママ に なっ た 方 が 経済 的 に も 楽 だ し 、 ウィンウィン だろ 。 
266,研究 者 は 普通 より 頭 いい ん だ から 、 それ くらい わかる だろ 。 
267,薬剤師 に なる なら 勉強 も がんばっ て き た だろ う に 、 、 、 苦しん でる 人 へ の 新薬 かい はつ に 頭 を つかっ て ほしかっ た 
268,院 まで 出 てる 製薬 の プロ が こんな メタノール とかいう 陳腐 な 事件 起こす か … ？ 
268,本当に 彼 が 起こし た なら 、 せめて 血 中 濃度 とか 代謝 分解 もろもろ 、 頭 使い そう な 気 は する けど 。 
269,残さ れ た 子供 が 可哀そう 過ぎる 。 
269,もし 、 殺人 だっ たら 犯人 は 短絡 的 。 
270,夫 の 風体 が 悪い ． 髪 が ボサボサ 。 
270,普通 は 顔 隠し たい だろ う が 、 それ も し ない 。 
270,夫 に かなり 問題 が あっ た はず 、 薬品 犯罪 捜査 は 難しい が 、 いたいけ な 子 ら が かわいそう ら 、 
271,夫婦 間 の こと は 、 他人 が 言う こと で は ない 。 
271,思い詰め た の だろ う 。 
271,夫婦 の 両親 など 、 肉親 が 助け て あげ られ なかっ た の か ？ 
271,人間 なんて 、 弱い 。 
271,すぐ に 壊れる 。 
272,メタノール って 同定 さ れ やすい もの 使っ た ね 。 
272,いつも 思う けど 何で 殺す ん だろ う 。 
272,人 を 殺す くらい なら 自分 が 死ね ば いい のに 。 
273,子供 かわい そう 。 
273,エリート 両親 の 子 → 人殺し の 子 、 しかも 母親 を 奪わ れ 犯人 が 父 。 
273,ものすごい 十字架 を 背負わ せ た もの だ 
274,こんな 勉強 できる 子 が 犯罪 犯し て 割 に 合わ ない と 考え られ ない の ？ 
274,映画 みたい に 頭 いい 犯罪 者 だけ で 国 が 組織 作っ たら 面白い もの でき そう 。 
275,事件 の 影 に 女 あり な の か どうせ 、 若い 愛人 が 居る の だろ う よ 
275,薬 の 専門 家 だ から と 言う に は 、 御 粗末 な 事案 だ 確信 犯 的 殺人 、 極刑 確定 だ な 最近 は 、 こんな の ばかり だ 
276,もう 20 年 も 前 だ から 時効 だ と 思う けど 酒 臭く も ない のに 寮 の 駐車 場 で ぶつけ まくっ た アレ な 人 が い た っけ 特 薬 作っ てる 会社 は 怖い わぁ と 思っ た もの です ね 
277,この 人 、 勉強 は できる の だろ う けど ホント の 馬鹿 だ 。 
277,自分 の 研究 し てる メタノール で 殺し て 更に 現場 から メタノール 持ち出し て いる 。 
277,これ で 自殺 の 完全 犯罪 でも 企ん で い た の だろ う か ？ 
278,揉め に もめ た の か な 。 
278,理系 として は かなり しょう動 的 な 犯行 だっ た の かも 。 
278,やり方 に よっ ちゃ tukamaranai 
279,もしも 、 妻 が 、 夫 に 罪 を 着せる ため に 、 敢えて 、 メタノール を 飲ん だ と し たら ？ 
280,いや 、 個人 的 に は 家族 間 で 治験 を 行い 、 それ が 失敗 し て 死 に 至っ た って 線 だ と 考え て ます 。 
281,完全 犯罪 は なかなか 出来 ない よ ね 。 
281,頭脳 明晰 、 超 優秀 な ん でしょ う けど 、 知識 使う の は そこ じゃ ない でしょ 。 
281,お子さん も 被害 者 も 気の毒 です ね 。 
282,そん だけ の 知識 ある なら そんな バレ やすい やり方 で 殺害 し ない でしょ ？ 
282,鬱 か 何 かしら 精神 異常 者 が 考え た 案 なら 納得 し ます が … 
283,家族 を 実験 台 に し た の か な ？ 
283,最悪 の 亭主 だ な 。 
283,実験 なら 自分 の 体 で すれ ば 良い 。 
284,数 年 前 から 夫婦 関係 は 破綻 し て い て 家庭 内 別居 だっ た みたい です 。 
285,まずは 、 頭脳 明晰 な お 二 人 が 何故 ？ 
285,離婚 という 選択肢 は ！ なかっ た の か な ？ 
285,その 段階 で の トラブル か な ？ 
285,しかし 、 殺さ なく て も ･･･ しかも 、 専門 知識 を 駆使 し て ･･･ 
285,残さ れ た 子供 さん が 、 不憫 です 。 
286,これ を 機 に 、 金持ち と 結婚 し たい と 思わ ない こと だ な 。 
286,モラハラ と 誰 の お金 で とか 役立た ず とか 人格 否定 さ れる の が 鉄板 ！ 
287,逮捕 に 踏み切っ た の に は 、 相応 の 証拠 なり 事情 なり を 警察 側 が 握っ た と 言う こと でしょ う 。 
287,不倫 か 不仲 か 借金 か 。 
287,悪 に は 鉄槌 を 。 
288,本人 は 否定 し て いる … 
288,仕事 柄 自分 が 疑わ れる よう な こと する か な ？ 
289,学歴 も つりあっ て 子ども も い て 、 向上心 が ある 人間 が 何故 ？ 
290,"戦後 間 も ない 頃 は "" バク ダン "" など という 名称 で 出回っ て たらしい な 失明 する から 洒落 で 目 散る アルコール なんて 呼ば れ て たそ う な 近年 でも 発展 途上 国 や ロシア で 死亡 事故 が 起こっ て た な "
291,産後 に 夫婦 は 悪化 する から 子供 の 事 を 考える と 殺ら ない か な 。 
291,気持ち は わかる けど 。 
292,創 薬 関係 は 闇 が 深い 。 
292,近年 の 騒動 で 見方 が ガラッ と 変わっ て しまっ た 。 
292,ご 冥福 を お祈り いたし ます 。 
293,殺人 に 殺し 方 も へったくれ も ない が 自分 の 知識 を 使っ て やり口 が 卑怯 卑劣 過ぎる 、 しかも 妻 を 、 いくら 上手く 行っ て なかっ た として も 、 何 てこ と する だ と 思う 
294,私 の 毒 父 は 病院 の 薬剤師 だっ た 。 
294,病院 から 薬 盗み 放題 。 
294,庭 に 罠 仕掛け て 毒 入り 餌 、 毒 注射 で 猫 を 9 匹 殺し て ゴミ 袋 に 入れ て 裏 の 溜池 に 捨て た 。 
294,「 俺 は 猫 を 殺せる 。 
294,偉い 。 
294,お前 も 俺 の 言う こと を 聞か ん かっ たら どう なる か わかっ てる な 」 と 脅迫 さ れ 、 3 回 殺さ れ かけ た 。 
294,毒 母 は 見 てる だけ 。 
294,誰 も 助け て くれ なかっ た 。 
295,超 エリート な の だ が 、 まさか 本気 で こんな 殺人 方法 で バレ ない と 思っ た の か ? 
295,頭 悪い すぎ 。 
295,まさか 、 離婚 という 制度 が ある こと 知ら なかっ た ん じゃ ない か と 疑う レベル 
296,周り から し たら 、 夫婦 揃っ て 超 エリート で 羨まし がら れ て い た ん で は ？ と 妄想 ながら 思う 。 
296,本当 、 内情 わかん ない もん だ ね 、 、 殺さ なく て よい だろ う 、 、 息子 いる ん だ よ 
297,ドラマ みたい な こと 本当に する やつ いる ん だ な 
297,亡くなっ た 奥さん は さぞかし 無念 だろ う 　 愛し た 夫 に こんな こと さ れ て 
298,母親 を 父親 が 実害 し た … 
298,子供 の メンタル が 他 人事 ながら 心配 よ 。 
299,起こし て しまっ た 罪 は 仕方 ない 。 
299,あと は 、 刑務所 で 囚人 たち を 相手 に その 培っ た 専門 知識 を 役立て て 下さい 
