Column1,comment,label
122,全く 触れ ず に こんな 糞 みたい な 煽り ツイート か ,0
125,いやいや 、 いつも 主語 が デカ い の は あん たら クソフェミ だ から ,0
127,この 人 、 注目 さ れ たい かまっ て ちゃん な のに 、 文化 的 教養 が 低 すぎ て 哀れ 。 ,0
128,ご覧 の 皆さん に 注釈 を 残す と 、 この 発言 内容 は デマ です 。 ,0
129,大丈夫 か こいつ 頭 が お 悪く いらっしゃる 、 、 ,0
131,ちょっと 何 言っ て ん の かわか ん ない 。 ,0
132,この クズ ,0
135,いいえ 、 この よう な 著作 や 講演 会 を さ れ て いる 時点 で 全く 説得 力 ない です 。 ,0
137,こんな いい加減 な 記事 で 惑わさ れる 時点 で あり え ない と 思い ます 。 ,0
139,こういう コント は 面白い ん だ けど な 時々 ライン 越え の 発言 する から な ,0
142,笑い すぎ て お腹 が 痛い ,0
148,「 いつも の 様 に 難癖 付け たら 強烈 に 反撃 さ れ て 旗色 悪く なっ た し 、 活動 アピール する という 最低限 の 成果 は 得 た から 撤退 し まし た 」 って の を 活動 家 用語 に 直す と そういう 発言 に なる ん です ね 、 よく わかり ます 。 ,0
150,みじめ な 人生 だ から と 言っ て 、 加害 者 の くせ に 被害 者 気取り で 世の中 に 甘える の も いい 加減 に し ましょ う 。 ,0
151,コイツ の 方 が 、 チンカス だろ 。 ,0
153,単に 自分 が 嫌い な 反発 を 並べ た だけ です よ ね 。 ,0
155,まさに お前 じゃん 　 乞食 ジジイ ,0
159,この 人 以前 も 似 た よう な こと いっ て い て 、 尚 且つ 指摘 さ れ て い て それ で また 繰り返し て いる の だ から ただただ 不誠実 と しか いえ ない 。 ,0
163,よう ネトウヨ ,0
164,データ を 出し て 反論 出来る の か な ？ ,0
165,何 他 人事 みたい に 言っ てる ん や ！ ,0
166,日本語 の 勉強 から し 直し て おい で ,0
