,Unnamed: 0,comment_sentence,label
386,65,飼犬ども、チンカス。。。,1.0
43,2449,馬鹿ばっかです。,0.0
336,15,わざとやってる気もします。,1.0
597,276,己の罪を全て吐いて償って、どっかへすっこんでろ！！と言いたい。,1.0
627,306,ナイス突っ込み,1.0
285,34285,仮定が良くわからないな…,0.0
628,307,方針が国民を守る事に向いてないでしょうよ。,1.0
464,143,感染力の強さと医療崩壊の可能性を考えると特別扱いも已む無しかと。,1.0
255,34188,まさにお前じゃん　乞食ジジイ,0.0
0,607,んー、これを言い出すと、Amazonで星１つのレビューしている人は全員訴えられるんちゃう？,0.0
595,274,当然萌え絵と政治的なポスターは全く事情が違うし、例えば胸を出したりするような卑猥なポスターがあれば、公共の場からは排除されて当然。,1.0
55,4761,あなたは犯罪者です！,0.0
548,227,本当にソレな!ですね,1.0
289,34316,そのような判断の責任を相手に転嫁していますが、あなたは戦争をした上での責任を取ることは出来ませんよね？,0.0
476,155,おつかれっした。,1.0
353,32,2うるさいけど、オタクの性欲丸々詰め込んだ作品を公共でも楽しみたいというのはお気持ちじゃないのですかね,1.0
557,236,日本は日本で生き残る術を模索したほうがいい。,1.0
269,34231,お前らが規制しようと躍起になるからそうなるんだよ,0.0
603,282,だから話し合いも理解しあおうとするのも、無駄だなって。,1.0
582,261,そもそも九割ってほんと？,1.0
411,90,ろくでなし子(@6d745)さん や 柴田英里(@erishibata)さん,1.0
233,34094,？,0.0
570,249,医師の方がみれば死んでる体と分かります子孫を助ける為降りてきてくれましたがある者達にずっと狙われ酷い目にあってます,1.0
247,34178,おんなじような事を年中呟いてるけど、要はボキャ貧なんだなw,0.0
440,119,アメリカに逆行する東京都！,1.0
265,34227,根拠ない邪推でワロタｗ,0.0
126,19096,ん？？？？？,0.0
136,20902,違和感ある発言。,0.0
61,5586,言ってることが尽く論点ズレてますよ。,0.0
63,5588,誤魔化さないよう。,0.0
113,17800,自己紹介か？,0.0
545,224,むしろ、日本共産党でさえリベラルに傾いていると思うけどね。,1.0
585,264,なるほど,1.0
473,152,「デスゲームで格差」って言われてラブデスターを連想してしまうの、TLの影響が強い。,1.0
273,34240,なるほど、そう信じたいんですね,0.0
141,20951,恐怖心煽り社会を混乱させてる。,0.0
536,215,歴史に学ばない人々が圧倒的多数なのが、始末に負えません。,1.0
315,34406,皇太子時代の上皇陛下をディスっているのでしょうか？,0.0
221,34038,早く垢消せ,0.0
88,16254,ほーら始まった、何にもわかってないくせにわかったフリするようなやつ。,0.0
367,46,私は山本太郎が嫌いです。,1.0
553,232,売上が6万じゃなく粗利が6万増えるのだから。,1.0
445,124,誰かが言ったことを鵜呑みにしてるだけなんじゃないの？,1.0
133,20089,ネトウヨ。,0.0
596,275,思い込ませたら儲け物共感から伝播させたら其処から拡がるからその分、懐が暖まる訳だ尚現実。,1.0
565,244,叩かれたからゲリラ戦術に切り替えたか、まさかのまさかで関与してなかったり。,1.0
7,1036,違う違う。,0.0
180,33623,ばかばっかり,0.0
397,76,説明してよ。,1.0
32,2329,こういうコントは面白いんだけどな時々ライン越えの発言するからな,0.0
423,102,サンマって天才的なテレビタレントだと思うが、自分の影響力がどう及ぶのかまで考えてない。,1.0
398,77,「経済大国」を標榜するのなら国民の実態もそれに合っていなければおかしいですよね！,1.0
196,33948,あなたはそもそも胡散臭いのなんとかした方がいいっすよ、と思ってます。,0.0
504,183,F1のグリッドガールは対立したから滅ぼされたんじゃない。,1.0
30,2326,モラルがねぇからたたかれてんだろ？,0.0
294,34327,これほど頭固いとは。,0.0
157,23924,オタク嫌いって偏見とかもう見飽きたわ。,0.0
337,16,それをテレビの向こうの視聴者は信じるんですよね,1.0
31,2327,フェミニストと大きく言うなら常識ない人=フェミニストってイメージがどんどん浸透するよ？,0.0
171,25755,まぁ、貴方は次もないと思いますが。,0.0
145,21586,この人、注目されたいかまってちゃんなのに、文化的教養が低すぎて哀れ。,0.0
638,317,ホームレスさんが考える人間らしい生活を考えた事あるのかな,1.0
366,45,違います。,1.0
319,34427,どんどんバカになってくな…,0.0
307,34374,だから根拠なく根拠なくって、根拠なくという根拠を述べてみてくれ。,0.0
404,83,フェラーリ乗って身を切る改革,1.0
256,34189,お前は無理だからさぁ、人に迷惑かける動画だけはやめたら？,0.0
321,0,何もしなかったから滅ぼされたんや。,1.0
107,17344,偏見。,0.0
96,16416,多くの日本人が望んでいるなら実現しているはずなので、ソースも無しにウソは言わないでください。,0.0
22,2054,渡辺弁護士の鼻がスケベっぽくてエロいから隠しとけとか言われたら反発するだろ？,0.0
159,23927,よく考えてよ。,0.0
387,66,やっぱバイオレントファット太郎の名は伊達ではないのでは,1.0
348,27,都合よくカウントする方向に基準もコロコロ変わってます。,1.0
461,140,俺は世界映画ランキングなんかで一位をとったこともある映画のファンだが、それについて民衆はほとんど無関心だ。,1.0
514,193,あるならその根拠と事実を提示してください。,1.0
498,177,イジメられた人ってのはね、力が手元にあっても使う覚悟がない人だからイジメられ続けるんだよ,1.0
45,2655,具体的にどういった問題が起こるのか提示も出来ないなら、お前も幼稚であることに変わりがないのだから、自分で言っていることを体現しているとしか言えないと思うんだが…。,0.0
15,1311,脳みそがゲシュタルト崩壊！,0.0
493,172,ギャンブルyoutubernoteなどで予想を売ってる人が言う全ては自己責任なんでしょ？,1.0
81,15294,何回同じような事言ってるんですか,0.0
214,34021,お前が、賢さと無縁で学歴コンプだというのは、よくわかった。,0.0
395,74,それが出来ないから｢,1.0
156,23923,貴方個人の感想、ワガママでディストピア作られちゃかなわんよ。,0.0
347,26,生活環境くらい自分で整えるのが当然。,1.0
454,133,北口は湾岸タワマンのようなニコニコ幸せそうな子育て勢、反対に南口は高齢者に半グレ夜職みたいなのばっか。,1.0
146,21587,この人以前も似たようなこといっていて、尚且つ指摘されていてそれでまた繰り返しているのだからただただ不誠実としかいえない。,0.0
193,33926,右翼は国粋主義であって、尊皇ではあるけど、天皇主義では無い勉強して下さい,0.0
505,184,ワクチン信じてる医者が結構いそう,1.0
170,25731,多様性以前に、極めて不誠実です。,0.0
46,2666,このプロフィールから滲み出る頭の悪さよ,0.0
262,34216,恥かくだけだからやめとけ,0.0
475,154,何時出るか、そもそも出るのか不明な一律給付を頼るとか有り得ませんね。,1.0
259,34209,雑な誘導は逆効果です。,0.0
355,34,こんな条例に自分の家のことに口出しされたくないわ！,1.0
528,207,議員と言う役職の本来の仕事を知らないんだね,1.0
287,34298,ようネトウヨ,0.0
400,79,生まれつきの性質や出生地など本人に責任のないことで不公平に判断されるのが差別です。,1.0
18,1557,本当に高校生当事者からの切実な声なの…？,0.0
263,34223,どう考えても今の発言は差別です。,0.0
229,34080,いつもいつも日本のやることに対して悪口、文句ばかりを言っている。,0.0
556,235,西原理恵子のエッセイでそんなのがあった。,1.0
621,300,立憲民主党、絶対に支持しない。,1.0
144,21585,まだ牢獄にいないのが不思議なくらいだ。,0.0
122,18736,オマケにデマ流すな？,0.0
314,34403,議論をする上で大事な事はデマや事実の基づかない物、エビデンスが十分でない物、などを省きながら質の高い、また、広い視野での議論が尽くされるとより良い方向に向かうと思います。,0.0
441,120,努力の量が圧倒的だよね,1.0
587,266,控えめに言ってキチガイ,1.0
488,167,いや、若い人より高齢者の方がお金持ってるの当たり前だと思う。,1.0
57,4777,アホくさ,0.0
48,2677,君はそろそろおたくから卒業したほうがいいんじゃないか？,0.0
67,7492,その実例を挙げて説明されたい。,0.0
50,3493,ちょっと何言ってんのかわかんない。,0.0
99,16441,は？,0.0
463,142,中国、歴史的な文化遺産や観光地は素晴らしいが現代的な魅力のあるソフトパワーがない。,1.0
399,78,オミクロンよりも、煽ってくる自称専門家や芸能人の方が怖いんですが…,1.0
428,107,おかしい。,1.0
249,34180,それは価値観の押し付けだと思いませんか？,0.0
507,186,蓮の花は泥の中で美しく咲き誇る風俗嬢も同じではないですか,1.0
468,147,えぇーッ、高市なんかずっと前からバラエティに出てたけど?,1.0
623,302,2001年の出生数が1,1.0
474,153,米国議会に言いつけて、他国から誰かを叱って貰うと意見に賛同されたからでは？,1.0
79,15292,あなたの意志が弱いだけです。,0.0
331,10,表現を規制する価値観は危険です。,1.0
154,23670,個人的にくそなんちゃんらとかって言う言い回しが大嫌いです。,0.0
91,16389,日本語わかりますか？,0.0
210,34003,たかがテレビ見るのにこんなに脳みそこじらせてかあいそう、かあいそう。,0.0
409,88,どこのアメリカ人が日本人のために闘うのかな？,1.0
212,34009,そんなことは中２でも言える。,0.0
383,62,まあ、私も誤字等多いが、同じ文章を何度も繰り返しツイートするならちょっとは推敲すればいいのに。,1.0
381,60,野党かメディアのいずれかがまともであったら、あんな馬鹿騒ぎになるはずがなかったのです。,1.0
270,34232,むし守備側はてめえのテリトリーで手一杯なんだ、お前らが余計な飛び火するやり方ばかりしてるから仕方なく病巣ごと叩き潰す戦略に移ってるだけでな,0.0
53,4752,本気で言ってるのでしょうか。,0.0
479,158,皆で等しく貧乏になろうよって間違った共産主義なんだけどそれと、同じように見える実力あるヤツや才能に溢れたり魂削って表現してるヤツらに夢を託してそうゆう人達が豊かになる今の社会のなにが悪いんだよ,1.0
625,304,お体ご自愛くださいね,1.0
253,34186,大丈夫？,0.0
421,100,下層階級も知らないんだよ。,1.0
405,84,これ以上社会経済活動を止められたら2年3年後には国中の中小零細企業は大変な局面を迎える事になる！,1.0
615,294,オミクロン株は、低毒性です。,1.0
396,75,いつまでも居座るのは何でなんだろう。,1.0
414,93,その団体に陽性者がいればバイオテロは真も、陽陰わからぬ中でバイオテロは過度な非難。,1.0
215,34022,反ワク、自分が嫌なら打たなきゃいいだけなのに相手の高学歴を持ち出して腐すのが意味不明。,0.0
155,23730,言うだけだったら誰でも出来んだぜ行動に移しな,0.0
591,270,早慶を下に見やがって。,1.0
27,2321,フェミニズムをおかしな宗教みたいにした連中のうちの一人が何言ってんだろう？,0.0
406,85,地球温暖化を信じてなくて、現代の魔女狩りと言ってた人も打ってます。,1.0
8,1039,本当生産性のない奴らw,0.0
481,160,あ、ごついという意味ではないです。,1.0
236,34098,一寸、論を飛躍させ過ぎて極論に持ってってる印象が。,0.0
227,34078,こういうこと言う人、戦後の経済を支えてきた人の気持ちなんて理解しようともしてないんだろうな。,0.0
516,195,苦労した数だけ、人生は厚みを増す。,1.0
129,20057,キチンと日本語使えないお前のようなのがネトウヨ脳になってるだけ。,0.0
207,33989,そして皆んなの共感を得て更なる批判ルームを作っているわけですね。,0.0
72,9860,本を読んだから賢い！なんて考え方が子供過ぎる（笑）,0.0
333,12,驚くなぁ。,1.0
370,49,そんな番組やってたなｗ,1.0
251,34184,当たらないから文句言ってるだけですよね？,0.0
261,34212,玉木さん、まともなこと言っちゃってどうしたの？,0.0
584,263,ノウリさん、そうそうって頷いて読みました,1.0
401,80,伝統と言うか因習ね。,1.0
240,34147,誰のことを言ってるのだろう？,0.0
443,122,あー勿体無い。,1.0
502,181,刑務所行きからのクビ離婚からの家族離散上級国民はええなぁ,1.0
117,18284,倒閣に加担してたんだろ。,0.0
95,16414,具体的根拠を示せよ！,0.0
391,70,「吉本興業」は維新や高市早苗氏や最右翼支持の組織団体なんだろうかなんでもお笑いに化,1.0
630,309,つまりどういうことですか？,1.0
203,33969,駄文を長々と列ねても結局「ボクちゃんはアニメや漫画が嫌いなんでちゅ～」の一言で済むのだから中身など全く無し。,0.0
359,38,でもそんなの、実態が伴わないから常に空回りしてるんだよね。,1.0
581,260,人生を勝ち負けと言ってる時点で薄っぺらなんだよ,1.0
363,42,多くの日本人が望んでいる割に、良いねやリツイート数は控えめですね。,1.0
174,25768,こんな人間が出政治家を志してる恐怖よ。,0.0
276,34251,こういうデマを流す人も乗っかる人も通報ね,0.0
486,165,バカな人間は。,1.0
407,86,政策提案をメディアを使って（この際博報堂とつるめ）,1.0
21,2041,これは司法試験の答案でこう書いても本当に合格できるのだろか？,0.0
266,34228,僕、こういう頭の悪い主張は嫌いだけど、世の中がこういう意見を言えない環境にはなって欲しくないと言い続けるよ。,0.0
158,23926,ん？,0.0
308,34375,やんわり現代のオタクをdisる,0.0
412,91,もう帰っていいんじゃない？,1.0
34,2331,このクズ,0.0
465,144,ほんこれ,1.0
120,18577,脳が凝り固まってる。,0.0
76,15232,なんかさ、君は金銭欲や自己顕示欲が強すぎて周りの人間やサラブレッドに対しての愛が感じられないんだよね。,0.0
472,151,海外は日本と違って厳しく取り締まりが行われてるんだSNSも厳しいよね!!,1.0
442,121,生理を体験したいなら、魔法をかけてあげる。,1.0
371,50,魅力があるとすれば文化遺産と料理と三国志だな,1.0
302,34364,#きっこ左翼の言葉の汚さ。,0.0
573,252,箇条書きで良いんでいくつか挙げて下さいよｗ,1.0
14,1310,なんか、哀れだな。,0.0
526,205,自分で動いた人のみ正しい情報を手に入れて生き残る時代ですね。,1.0
281,34278,お前見たいな事を、言う奴が居るから、更に感染者が増えんだろ(＃｀皿´),0.0
480,159,仰るそれはご自身が心身も環境も整った状態の下で過ごしてこられたため、必要性が認識できないのだと思われます。,1.0
543,222,意見を表明することは全く自由です。,1.0
612,291,規制したから多いわけじゃなくて、そもそも多いから規制してんのや。,1.0
241,34148,ムカつくな。,0.0
226,34077,また、”学校で憲法に沿って反日教育が行われている。”とするが、何を指して反日教育と言っているのかも不明だ。,0.0
361,40,支持者は支持者達で衆愚の極みだしどうしようもない。,1.0
182,33877,矛盾が多すぎで拾いきれないですね！！,0.0
431,110,与えられる方が多いなら文句言わなくていいじゃん。,1.0
298,34356,レベル低すぎで語る気もしない,0.0
118,18443,読めても理解できない。,0.0
432,111,字幕とアナウンスだけで、えっ？,1.0
422,101,安倍がそんなにいいですかね。,1.0
161,23967,合ってないんだからさ。,0.0
168,25701,そんな中で、方法論が優れているから自民党が優れてるとか、何の冗談だよ。,0.0
424,103,続ければ何かが見えて来るというのは、ホント実感します。,1.0
100,16442,ちゃんと裏付けとりましょね,0.0
477,156,さすが韓国人が大好きな国だけあるな。,1.0
354,33,まだ中国に金を恵んでるの？,1.0
547,226,信用出来ぬ者とは協力出来ない！,1.0
242,34149,東大京大に入った人は普通に本読んでるし、そもそもこの人のIDが頭悪すぎる。,0.0
564,243,エロでもなんでもないものをいやらしいと撤去されるのがいやなんだよ。,1.0
85,16114,クソオス,0.0
568,247,自分たちと意見の違う者を勝手に線引きして、自分たちこそ正当だと勝手に振る舞っているのは、あなたも同じだと思いますけど。,1.0
364,43,何でもかんでも結局最後に一律給付にする当たり一律給付信仰でもしているのは？,1.0
17,1317,嫌われてるのはあんたらインセルやキモモタだけ。,0.0
538,217,一律に、トンデモめちゃくちゃな話してる人たちと科学的に慎重に発言してる人を一緒くたにすることで、反対する人全員を「おかしい人」と印象づけられる。,1.0
312,34384,あなたのアジテーター活動のコストパフォーマンスはかなり低そう。,0.0
188,33900,生理のどこが贅沢な悩みなんだ。,0.0
234,34095,何を仰りたいのか、よくわかりません。,0.0
639,318,NHKのSDGsで話題になるのは、マイボトルくらいです。,1.0
378,57,日本共産党の一部だけ。,1.0
521,200,だがその場合、犯罪者予備ではないのは「窃盗も暴行も殺人も性犯罪もあらゆる犯罪を未来永劫一切行わないと保障された人間」のことを言う。,1.0
73,9963,ピンボケな見解だな。,0.0
275,34250,またデマ流してるーくっだらない動画ばっか見てないでたまには正しい情報も見ましょうね,0.0
279,34273,心だけではなく脳ミソもないか足りなくなってしまってるようですね。,0.0
492,171,その問いかけは普通に欧州の先進国にも刺さりそうなんよなぁ…。,1.0
278,34259,公共の場で他人を非難しておいて、自分達の発言にさえ向き合えない、責任さえ反故にするような左翼勢力とはそんな馬鹿げた連中の集まりなのか話にならん,0.0
577,256,さすが多摩湖ナルコレプシー(@tamako_han)さんが、フェミニズムの細い細い糸を繋いでおられます。,1.0
225,34076,田母神氏の、この ↓ ツイートの意味がわからない。,0.0
453,132,どんな喚き声だったんです？ｗ,1.0
44,2652,だから説得力も皆無。,0.0
444,123,逆に友人に知られるくらいアカウントバズらせたりますか！！！って今思ってます。,1.0
341,20,深夜のコンビニワンオペとか？,1.0
374,53,AVなどに影響を受けるって結局まともな性教育を長年忌避し続けてきたのが原因ではないですか。,1.0
338,17,ほんとたくさんの学びをありがとうございました,1.0
622,301,地球のガンです,1.0
394,73,馬鹿にされてるだけ。,1.0
515,194,決められた金額で遊べば問題ない。,1.0
592,271,お気持ち×,1.0
388,67,休日が…増えると…平日の仕事(時間あたり)も…激増…するので…,1.0
340,19,私は勉強出来ないのは自分の努力不足もあるから仕方ないとして、不細工、収入は障害者施設の工賃と障害年金。,1.0
434,113,息子にもらったか聞いてみまーす,1.0
223,34071,だから何？,0.0
206,33975,何か問題があるんですか？,0.0
567,246,ちなみに、この論法を使うと戦争は正しいことになってしまう。,1.0
491,170,学歴あって年収が中の上やや上流から上の方々の多くが極度のコロメ脳コロメ脳から、脱却できない,1.0
633,312,先輩(？),1.0
19,1767,ただネタとして見る分には面白いです,0.0
384,63,個人的なアレだけど、某国の麻薬カルテルが猟奇的な犯罪を行っているのと、古代にマヤ文明が行っていた儀式って、性格の問題で関係はあるんじゃないかな？って思ってる。,1.0
598,277,反日教育は近隣諸国条項とそれに従う政治家と官僚の影響です。,1.0
211,34008,うーん一見いいこと言ってるようで政治への要望がコロナ脳。,0.0
616,295,普通の風邪のようなオミクロンを怖がらせるのはもうやめて欲しいし、ブースター危ないって海外でも言われてるのに何故誘導するのでしょうか。。,1.0
487,166,太田は頭が悪いくせに、知ったかぶり、あんなんで芸人なんて、干されなきゃわからないのよ。,1.0
90,16387,非常に多くの日本人は望んでおりません間違い忖度はしないで下さい。,0.0
316,34414,そんなわけ無いだろ笑,0.0
601,280,じゃあ履歴書に読んだ本でも列挙してれば？笑,1.0
10,1290,哀れだな。,0.0
322,1,ホント。,1.0
231,34085,だからその五輪貴族の実名を挙げてください。,0.0
410,89,例えばDBでギャルのパンティがお札に変更されてた。,1.0
162,23968,普段、根拠やデータを気にしてないからこう受け止めちゃうんでしょうね,0.0
246,34174,普通は、楽しんでいますよいますよ、胴元のせいにするなら、人からお金をだまさないでくださいね。,0.0
618,297,節度をもって楽しんでる方は大勢いらっしゃいますよ,1.0
16,1314,贅沢だとしても何が悪いの？,0.0
254,34187,そんな事より約束守ろうね出来ない守れない約束をするから嘘つき言われるんだよ,0.0
566,245,自公維とその支持者達だけ無人島で大日本帝国ごっこやってろって話。,1.0
250,34183,ギャンブルの為の口座やアプリを勧める人が言える発言ではありませんよ,0.0
471,150,「皆無」です。,1.0
280,34275,まるっきり反対派の主張内容を脳内で生成してるっぽくて、このあたりは表自だとかと共通する妄想系が多いね。,0.0
295,34329,これを取り締まる権力を得たら、あなたみたいな人は香港弾圧みたいなこと平気でするんですか？,0.0
446,125,ほとんどの人間はバカですから何を言っても理解できません。,1.0
345,24,格差が存在し子供達が路頭に迷うようなことは絶対に有ってはならないと思います！,1.0
166,23988,どのへんが？,0.0
593,272,ちなみに未接種だけど、反ワクではありません,1.0
271,34233,貴女の屁理屈だと､お父様は女性差別をしたんだよ｡,0.0
560,239,あちら側は、極端に変態も多いですしね。,1.0
301,34363,小学生かな？,0.0
532,211,謝罪文とか絶対に何があっても書いちゃだめなやつじゃん………,1.0
459,138,これよ,1.0
51,4476,いちいちさんまのテレビ見るのに洗脳ガーとか言ってるやつ#マイキー大喜利,0.0
172,25764,そんな中で、方法論が優れているから自民党が優れてるとか、何の冗談だよ。,0.0
555,234,学校ではよく使われちゃう気がしますね。,1.0
110,17794,ゴ〇,0.0
116,18256,いや、そんな程度の話じゃないよね。,0.0
535,214,今までの傲慢な姿勢が数々の誤報を生んできたのだろう。,1.0
325,4,いいわけはいいから絞首刑にして欲しい。,1.0
497,176,これはだれ？,1.0
484,163,どうかご自分を責めないでください,1.0
499,178,NOワクチンで入場規制になるのは大規模なイベントだけ。,1.0
519,198,アメリカはアメリカのためにしか闘わないよ。,1.0
369,48,バカデス。,1.0
2,755,それも言い過ぎだろう。,0.0
544,223,罰を与えろ！,1.0
460,139,どうしてこれほど、ケチなのか。,1.0
86,16239,正直一つ前のツイートの一行目からギョッとしたけど、まぁ男なんてこんなもんだよな。,0.0
344,23,応援しています！,1.0
26,2320,大丈夫？,0.0
59,5120,というかこの議論に学歴うんぬん関係ありますか？,0.0
125,19080,かわいそうな人達です。,0.0
39,2346,長えんだよ妄想が。,0.0
37,2337,口論してたら突然吐く人も怖い。,0.0
551,230,負の遺産多数,1.0
97,16418,アンケートとったの？,0.0
352,31,痛くて耐えられないと思う。,1.0
508,187,私にとっては挑戦でした。,1.0
112,17798,大丈夫？,0.0
483,162,それを知らないはずはありませんよね？,1.0
466,145,ほんまやな。,1.0
148,22091,頭のネジ飛んだのか？,0.0
360,39,よろしくお願いします！,1.0
189,33901,論理的に破綻！,0.0
160,23966,決め付けもここまで来ると清々しいもんだな。,0.0
167,23991,「ようなもの」よって事実ではない単なる感想であるQ.E.D,0.0
350,29,人手不足による医療機関のオーバーワークなどが起きないことを願います。,1.0
417,96,同じ気持ちの方がどんどん増えてる,1.0
530,209,今年ももっと幸せになるために日々の感謝を忘れず、チャレンジし続け、他者の役に立つようGiveし続けます！,1.0
332,11,本当に、本当におっしゃる通りだと思います！,1.0
447,126,"ジョージさんのツイートでいつも""言葉""を学んでます。",1.0
56,4763,東国原と橋本で芸人でもしたら？,0.0
139,20939,これがオウムのサリン事件と同一に見えるのならば医者に行くべきだ,0.0
552,231,元々増やす計画のために無料PCRでしょ？(笑),1.0
380,59,責任取る必要がない言葉 言質を取られないような表現を使うことには長けているようです。,1.0
267,34229,まーた架空のオタク像を捏造してそれを叩くなぞの行動か(*´∀｀*)お前オタクへの依存症よな(笑),0.0
327,6,女の体を最も性的に見ているのは誰かという。,1.0
448,127,教えて下さい,1.0
489,168,自民は右・左というわけ方はできやんなぁーどっちの派閥もあるからどっちの派閥が力強いかで傾きが変わる最近できた安倍さんの派閥にはかなり期待してる。,1.0
534,213,キモイオタクキャラって定番すぎて、レベルで言えば「ほっかむり被った泥棒」と同じレベルまで浸透しているんだよね。,1.0
239,34145,言いたいことはわかるけど、そこは自明で済ませずにデータを出すべきでは。,0.0
495,174,ブロガーならなおのこと自重した方が得策かと？,1.0
138,20915,言葉の重さを知らないね。,0.0
537,216,知らないことをギャンブル呼ばわりするとかバカすぎです。,1.0
550,229,ソロスとゲイツが買収した検査会社の方法。,1.0
201,33961,発言が無責任過ぎます。,0.0
177,26360,論点がおかしいですよ。,0.0
181,33865,2行目ですでに意味がわからない。,0.0
292,34324,バイオテロとは言い過ぎです,0.0
142,20952,デマ相当する。,0.0
563,242,残念ながら右翼方面からも失敗との声が大多数ですね,1.0
1,620,負けるから。,0.0
296,34333,イジメられたことない第三者らしい分析,0.0
185,33889,はぁやだやだ,0.0
392,71,その人の体とその人の人生なので。,1.0
184,33879,こんなことを真顔で言われた日には、笑い堪えるのに必死になってしまうわ。,0.0
183,33878,気づいてないのはどっちw,0.0
342,21,元より公正な報道とはとても思えなかったので出演してる方々,1.0
554,233,打ち出し、批判はもっと強力に！,1.0
429,108,国民の事なんか、自業自得だ知ったこっちゃねぇ。でしょ。,1.0
106,17331,印象かよ=^.^=,0.0
339,18,おはよう?去年親子で経験しました組織に訴えても結局揉み消されて泣く人他にも沢山見たから、法で罰すればいい。,1.0
542,221,小選挙区制にしたせいで、党議拘束の効果も強くなりましたしね,1.0
379,58,驚きを隠せないです。。,1.0
238,34138,あんたのフォローで中国の悪口を言ってるヤツがいる！,0.0
164,23986,古のオタク。,0.0
186,33891,投票以外での政治参加を認めない類のお猿さん,0.0
191,33905,一回まずは現場にいってみようね,0.0
524,203,「本当は『俺が好きなものを批判するな』しか考えてないのに、それを堂々と言わずにもっと大きな概念を守ろうとしてるフリをする」,1.0
29,2325,日本から出ていって下さい。,0.0
356,35,反日しても投獄されるし妹さんどうするんやろか,1.0
230,34084,人並み以上に納税してるのか？,0.0
12,1292,未婚男性なのは、99.9%あんたに原因があると思うよ,0.0
510,189,静香さん、バカは相手にするな！,1.0
123,18738,それとも、もしかして、貴方、日本語が母国語ではない外国の方ですか？,0.0
634,313,いや、無理でしょ。,1.0
291,34323,間違った情報を垂れ流すなよ。,0.0
540,219,ワクチンパスポートはアプリであるけど普及していない。,1.0
450,129,まず日本の法律の元で生活してくれよ 日本で暮らしたいなら,1.0
329,8,それ、本当ならちゃんと抗議電話した方がいいですよ!,1.0
131,20086,屁理屈言うなネトウヨ。,0.0
124,18754,社会を掻き回すのやめてほしいわ,0.0
84,16113,それと同じなんに自分らの趣味の話になると認識バグるのな。,0.0
608,287,残念ながら日本の有権者の多くはそんな事何一つ理解していません。,1.0
558,237,日本人差別に気付かない日本人が多過ぎるのと、似非意識高い系リベラルバカ、ど左翼、バカタレ左派が、声高に日本人差別してる感あります。,1.0
518,197,はあ?？,1.0
482,161,消費税廃止しても良いよね！,1.0
541,220,たとえば「モリカケサクラ」は野党もマスメディアも何故か姿勢が一緒で、癒着を疑わせました。,1.0
47,2675,ちょっと意味不明すぎて話が見えませんね。,0.0
418,97,今あるやつを動かそうって考えは全くないんやな。,1.0
611,290,顔出しして、友人に知られるのが恥ずかしいと思ってたけど、そんなこと気にしてられない。,1.0
277,34256,現状を変えたいとは思わない人達に向かって、現状を変えたい側が「内容を知れ、理解しろ、自分で調べろ」って随分高飛車。,0.0
105,17147,まだアホなこと言ってる,0.0
35,2332,そのまま体ごと張り裂けてしまえ,0.0
299,34361,品位のカケラも無いお言葉ですね......軽蔑します,0.0
583,262,自民党は外交能力が皆無の穀潰しばかり揃えてるから、戦争だなんて愚かな発想しか思いつかないんでしょう。,1.0
