Column1,comment,label
58,こういう アホ な 事 を   ま ことし や か に よく 言える もん だ ね ( 呆れ ) アンタ の ツイート 読ん で たら 、 せっかく ( 時 々) 良い こと を 言っ て い て も 、 いつも   こういう もの で 引い て ( 退い て ) しまい ます よ ? ,0
62,改憲 誘導 です か ？ ,0
63,最近 は 物言い が 酷 すぎる し 単純 に 煽っ て 自分 の チャンネル に 誘導 しよ う と し てる ん です ね 。 ,0
65,お前 ら の 主張 なんて どこ まで いっ て も 「 私 」 を 前提 と し た 「 差別 」 で しか ない 。 ,0
67,言っ てる こと が 尽く 論点 ズレ て ます よ 。 ,0
68,よう ネトウヨ ,0
72,あ 、 松丸 ディス りか ？ ,0
74,生活 環境 まで 政府 に ケツ 持た せる とか 言っ て て 恥ずかしく 無い の か ？ ,0
75,相撲 に 文句 垂れる 血 ナマコ 先生 でし た ,0
76,レベル 低 すぎ で 語る 気 も し ない ,0
77,これ を 取り締まる 権力 を 得 たら 、 あなた みたい な 人 は 香港 弾圧 みたい な こと 平気 で する ん です か ？ ,0
78,核保有 国 に 侵略 戦争 を 仕掛ける と 思っ て いる 時点 で 論外 です ね 。 ,0
79,一 人 でも 反対 し たら アウト だ と 思っ て ん です か バカ な ん です か バカ な ん です ね … 。 ,0
81,言い尽くさ れ た ネタ ばかり ,0
83,大丈夫 ？ ,0
84,多様 性 以前 に 、 極めて 不誠実 です 。 ,0
85,弱々しい から 虚勢 を 張っ て いる の か 。 ,0
86,それ と 同じ なん に 自分 ら の 趣味 の 話 に なる と 認識 バグ る の な 。 ,0
87,いや 、 なん か すん げ ぇ 色々 と 言葉 飾っ てる けど さ 。 ,0
89,ガマン し とけ よ 差別 主義 者 さん ,0
90,税金 泥棒 が 寝言 を 言う な ! ,0
93,分断 は こういう ツイート だ ぜ ？ ,0
95,かつ 介 、 貴殿 の ツイート も 不確か な 内容 の オンパレード だろ ,0
96,意味 不明 、 、 、 草 ,0
101,獣 臭い ラーメン の 様 な 汚物 は 消毒 だ ー 、 ヒャッホ ?！」 って カタルシス に 溺れ て 悪役 やっ てん の が 自分 達 だ と 理解 でき て 無い ん じゃ 無い ？ ,0
103,寝言 は 寝 て から 言っ て ください (´･ Д ･)」 ,0
107,ちょっと 何 言っ て ん の かわか ん ない 。 ,0
109,妄想 か 現実 みろ よ ,0
110,脳 が 凝り固まっ てる 。 ,0
114,いっつも 内容 が 不確か 。 。 。 ,0
116,いちいち さんま の テレビ 見る の に 洗脳 ガー とか 言っ てる やつ # マイキー 大喜 利 ,0
120,まだ アホ な こと 言っ てる ,0
121,どの へん が ？ ,0
122,日本 から 出 て いっ て 下さい 。 ,0
127,あなた 方 モンスタークレーマー が いい加減 TPO を わきまえれ ば いい 話 です よ 。 ,0
130,大丈夫 ？ ,0
131,馬鹿 な の ？ ,0
132,脳味噌 スッカラカン すぎ て 蝶々 も トンボ も 寄っ て 来 ん だろ う な 。 ,0
134,君 みたい な の しか 居 ない から だ よ ,0
136,うーん 一見 いい こと 言っ てる よう で 政治 へ の 要望 が コロナ 脳 。 ,0
137,何 を 言っ て いる の か 。 ,0
138,デマ 相当 する 。 ,0
141,嘘 ばっかり ,0
146,ひと の こと を 怠け者 だ と 罵る 前 に 、 自分 自身 の 怠惰 を 省みろ 。 ,0
147,もう少し 頭 を 使っ て 生き たら どう ？ ,0
148,僕 、 こういう 頭 の 悪い 主張 は 嫌い だ けど 、 世の中 が こういう 意見 を 言え ない 環境 に は なっ て 欲しく ない と 言い 続ける よ 。 ,0
150,コイツ の 方 が 、 チンカス だろ 。 ,0
151,アホ くさ ,0
154,読め て も 理解 でき ない 。 ,0
155,この 人 、 綺麗事 だけ で 生き て いる ゾンビ だ 。 ,0
157,文章 読め ない ん ？ ,0
159,キチン と 日本語 使え ない お前 の よう な の が ネトウヨ 脳 に なっ てる だけ 。 ,0
161,矛盾 が 多 すぎ で 拾い きれ ない です ね ！ ！ ,0
162,一寸 、 論 を 飛躍 さ せ 過ぎ て 極論 に 持っ て っ てる 印象 が 。 ,0
164,その ソース は どこ から ？ ,0
166,あんた ら が やっ てる こと は 営業 妨害 、 経済 活動 の 邪魔 。 ,0
167,未婚 男性 な の は 、 99 . 9 % あんた に 原因 が ある と 思う よ ,0
